* Delay is in the first row of each flight.
* Flight ID,Address,Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%),Delay (seconds)
KAL081,HL7628,A388,J,DEP,N,38068,38084,16,Tx95,Tx77,Tx43,0,10,-
KAL081,HL7628,A388,J,DEP,N,38084,38110,25,Tx43,33L,XXXX,0,10,-
AAR353,HL8257,A321,M,DEP,N,37740,37809,69,XXXX,G35,gate30,4,0,0
AAR353,HL8257,A321,M,DEP,N,37809,37822,13,gate30,Tx222,Tx221,0,1,-
AAR353,HL8257,A321,M,DEP,N,37822,37829,6,Tx222,Tx221,Tx231,0,10,-
AAR353,HL8257,A321,M,DEP,N,37829,37900,71,Tx221,Tx231,Tx137,0,10,-
AAR353,HL8257,A321,M,DEP,N,37900,37918,17,Tx231,Tx137,Tx152,0,10,-
AAR353,HL8257,A321,M,DEP,N,37918,37932,14,Tx137,Tx152,Tx167,0,10,-
AAR353,HL8257,A321,M,DEP,N,37932,37949,16,Tx152,Tx167,Tx198,0,10,-
AAR353,HL8257,A321,M,DEP,N,37949,37977,28,Tx198,34,XXXX,0,10,-
KAL981,HL8246,B737,M,DEP,N,37860,37915,55,XXXX,G20,gate17,5,0,0
KAL981,HL8246,B737,M,DEP,N,37915,37952,37,gate17,Tx129,Tx127,4,0,-
KAL981,HL8246,B737,M,DEP,N,37952,37987,35,Tx129,Tx127,Tx130,4,0,-
KAL981,HL8246,B737,M,DEP,N,37987,37998,11,Tx127,Tx130,Tx221,5,0,-
KAL981,HL8246,B737,M,DEP,N,37998,38004,5,Tx130,Tx221,Tx231,5,0,-
KAL981,HL8246,B737,M,DEP,N,38004,38066,61,Tx221,Tx231,Tx137,4,0,-
KAL981,HL8246,B737,M,DEP,N,38066,38081,15,Tx231,Tx137,Tx152,5,0,-
KAL981,HL8246,B737,M,DEP,N,38081,38093,12,Tx137,Tx152,Tx167,4,0,-
KAL981,HL8246,B737,M,DEP,N,38093,38108,14,Tx152,Tx167,Tx198,4,0,-
KAL981,HL8246,B737,M,DEP,N,38108,38132,24,Tx198,34,XXXX,5,0,-
KAL073,HL8217,B773,H,DEP,N,37860,38034,174,XXXX,G27,gate23,0,7,0
KAL073,HL8217,B773,H,DEP,N,38034,38062,28,gate23,Tx125,Tx212,0,10,-
KAL073,HL8217,B773,H,DEP,N,38062,38092,29,Tx125,Tx212,Tx210,0,10,-
KAL073,HL8217,B773,H,DEP,N,38092,38107,15,Tx212,Tx210,Tx211,0,10,-
KAL073,HL8217,B773,H,DEP,N,38107,38126,18,Tx210,Tx211,Tx107,0,10,-
KAL073,HL8217,B773,H,DEP,N,38126,38158,31,Tx211,Tx107,Tx105,0,10,-
KAL073,HL8217,B773,H,DEP,N,38158,38175,16,Tx107,Tx105,Tx95,0,10,-
KAL073,HL8217,B773,H,DEP,N,38175,38188,13,Tx105,Tx95,Tx77,0,10,-
KAL073,HL8217,B773,H,DEP,N,38188,38204,16,Tx95,Tx77,Tx43,0,10,-
KAL073,HL8217,B773,H,DEP,N,38204,38230,25,Tx43,33L,XXXX,0,10,-
HVN409,VNA378,A332,H,DEP,N,37980,38026,46,XXXX,G111,gate49,4,0,0
HVN409,VNA378,A332,H,DEP,N,38026,38062,36,gate49,Tx121,Tx215,5,0,-
HVN409,VNA378,A332,H,DEP,N,38062,38074,11,Tx121,Tx215,Tx216,5,0,-
HVN409,VNA378,A332,H,DEP,N,38074,38085,11,Tx215,Tx216,Tx127,5,0,-
HVN409,VNA378,A332,H,DEP,N,38085,38120,35,Tx216,Tx127,Tx130,4,0,-
HVN409,VNA378,A332,H,DEP,N,38120,38132,11,Tx127,Tx130,Tx221,5,0,-
HVN409,VNA378,A332,H,DEP,N,38132,38137,5,Tx130,Tx221,Tx231,5,0,-
HVN409,VNA378,A332,H,DEP,N,38137,38199,61,Tx221,Tx231,Tx137,4,0,-
HVN409,VNA378,A332,H,DEP,N,38199,38214,15,Tx231,Tx137,Tx152,5,0,-
HVN409,VNA378,A332,H,DEP,N,38214,38227,12,Tx137,Tx152,Tx167,4,0,-
HVN409,VNA378,A332,H,DEP,N,38227,38241,14,Tx152,Tx167,Tx198,4,0,-
HVN409,VNA378,A332,H,DEP,N,38241,38266,24,Tx198,34,XXXX,5,0,-
KAL767,HL8221,B737,M,DEP,N,38279,38311,31,XXXX,G9,gate7,0,10,179
KAL767,HL8221,B737,M,DEP,N,38311,38338,27,gate7,Tx108,Tx105,0,10,-
KAL767,HL8221,B737,M,DEP,N,38338,38355,16,Tx108,Tx105,Tx95,0,10,-
KAL767,HL8221,B737,M,DEP,N,38355,38368,13,Tx105,Tx95,Tx77,0,10,-
KAL767,HL8221,B737,M,DEP,N,38368,38384,16,Tx95,Tx77,Tx43,0,10,-
KAL767,HL8221,B737,M,DEP,N,38384,38410,25,Tx43,33L,XXXX,0,10,-
HVN417,VNA381,A332,H,DEP,N,38100,38205,105,XXXX,G108,gate65,4,0,0
HVN417,VNA381,A332,H,DEP,N,38205,38235,30,gate65,Tx205,Tx206,5,0,-
HVN417,VNA381,A332,H,DEP,N,38235,38246,10,Tx205,Tx206,Tx120,4,0,-
HVN417,VNA381,A332,H,DEP,N,38246,38295,49,Tx206,Tx120,Tx121,5,0,-
HVN417,VNA381,A332,H,DEP,N,38295,38331,36,Tx120,Tx121,Tx215,5,0,-
HVN417,VNA381,A332,H,DEP,N,38331,38343,11,Tx121,Tx215,Tx216,5,0,-
HVN417,VNA381,A332,H,DEP,N,38343,38354,11,Tx215,Tx216,Tx127,5,0,-
HVN417,VNA381,A332,H,DEP,N,38354,38389,35,Tx216,Tx127,Tx130,4,0,-
HVN417,VNA381,A332,H,DEP,N,38389,38401,11,Tx127,Tx130,Tx221,5,0,-
HVN417,VNA381,A332,H,DEP,N,38401,38407,5,Tx130,Tx221,Tx231,5,0,-
HVN417,VNA381,A332,H,DEP,N,38407,38468,61,Tx221,Tx231,Tx137,4,0,-
HVN417,VNA381,A332,H,DEP,N,38468,38484,15,Tx231,Tx137,Tx152,5,0,-
HVN417,VNA381,A332,H,DEP,N,38484,38496,12,Tx137,Tx152,Tx167,4,0,-
HVN417,VNA381,A332,H,DEP,N,38496,38510,14,Tx152,Tx167,Tx198,4,0,-
HVN417,VNA381,A332,H,DEP,N,38510,38535,24,Tx198,34,XXXX,5,0,-
UZB512,VPBUE,B763,H,DEP,N,38311,38378,67,XXXX,G117,gate52,0,10,91
UZB512,VPBUE,B763,H,DEP,N,38378,38420,41,gate52,Tx121,Tx215,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38420,38433,13,Tx121,Tx215,Tx216,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38433,38446,13,Tx215,Tx216,Tx127,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38446,38487,40,Tx216,Tx127,Tx130,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38487,38500,13,Tx127,Tx130,Tx221,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38500,38506,6,Tx130,Tx221,Tx231,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38506,38578,71,Tx221,Tx231,Tx137,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38578,38596,17,Tx231,Tx137,Tx152,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38596,38610,14,Tx137,Tx152,Tx167,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38610,38626,16,Tx152,Tx167,Tx198,0,10,-
UZB512,VPBUE,B763,H,DEP,N,38626,38655,28,Tx198,34,XXXX,0,10,-
APJ2,JA814P,A320,M,DEP,N,38340,38400,60,XXXX,G129,gate58,5,0,0
APJ2,JA814P,A320,M,DEP,N,38400,38415,14,gate58,Tx217,Tx126,4,0,-
APJ2,JA814P,A320,M,DEP,N,38415,38463,48,Tx217,Tx126,Tx128,4,0,-
APJ2,JA814P,A320,M,DEP,N,38463,38499,36,Tx126,Tx128,Tx214,5,0,-
APJ2,JA814P,A320,M,DEP,N,38499,38511,11,Tx128,Tx214,Tx125,5,0,-
APJ2,JA814P,A320,M,DEP,N,38511,38535,24,Tx214,Tx125,Tx212,5,0,-
APJ2,JA814P,A320,M,DEP,N,38535,38561,25,Tx125,Tx212,Tx210,4,0,-
APJ2,JA814P,A320,M,DEP,N,38561,38574,13,Tx212,Tx210,Tx211,5,0,-
APJ2,JA814P,A320,M,DEP,N,38574,38591,16,Tx210,Tx211,Tx107,4,0,-
APJ2,JA814P,A320,M,DEP,N,38591,38618,27,Tx211,Tx107,Tx105,4,0,-
APJ2,JA814P,A320,M,DEP,N,38618,38632,14,Tx107,Tx105,Tx95,4,0,-
APJ2,JA814P,A320,M,DEP,N,38632,38644,11,Tx105,Tx95,Tx77,5,0,-
APJ2,JA814P,A320,M,DEP,N,38644,38658,14,Tx95,Tx77,Tx43,4,0,-
APJ2,JA814P,A320,M,DEP,N,38658,38680,21,Tx43,33L,XXXX,4,0,-
AAR551,HL7794,A333,H,DEP,N,38465,38566,101,XXXX,G32,gate27,0,10,5
AAR551,HL7794,A333,H,DEP,N,38566,38607,40,gate27,Tx127,Tx130,0,10,-
AAR551,HL7794,A333,H,DEP,N,38607,38620,13,Tx127,Tx130,Tx221,0,10,-
AAR551,HL7794,A333,H,DEP,N,38620,38626,6,Tx130,Tx221,Tx231,0,10,-
AAR551,HL7794,A333,H,DEP,N,38626,38698,71,Tx221,Tx231,Tx137,0,10,-
AAR551,HL7794,A333,H,DEP,N,38698,38716,17,Tx231,Tx137,Tx152,0,10,-
AAR551,HL7794,A333,H,DEP,N,38716,38730,14,Tx137,Tx152,Tx167,0,10,-
AAR551,HL7794,A333,H,DEP,N,38730,38746,16,Tx152,Tx167,Tx198,0,10,-
AAR551,HL7794,A333,H,DEP,N,38746,38775,28,Tx198,34,XXXX,0,10,-
KAL765,HL7404,B744,H,DEP,N,38603,38701,97,XXXX,G6,gate4,0,10,83
KAL765,HL7404,B744,H,DEP,N,38701,38729,27,gate4,Tx108,Tx105,0,10,-
KAL765,HL7404,B744,H,DEP,N,38729,38745,16,Tx108,Tx105,Tx95,0,10,-
KAL765,HL7404,B744,H,DEP,N,38745,38758,13,Tx105,Tx95,Tx77,0,10,-
KAL765,HL7404,B744,H,DEP,N,38758,38775,16,Tx95,Tx77,Tx43,0,10,-
KAL765,HL7404,B744,H,DEP,N,38775,38800,25,Tx43,33L,XXXX,0,10,-
THA629,HSTBA,A333,H,DEP,N,38598,38672,73,XXXX,G130,gate74,0,10,18
THA629,HSTBA,A333,H,DEP,N,38672,38715,42,gate74,Tx228,Tx229,0,10,-
THA629,HSTBA,A333,H,DEP,N,38715,38731,16,Tx228,Tx229,Tx230,0,10,-
THA629,HSTBA,A333,H,DEP,N,38731,38746,15,Tx229,Tx230,Tx231,0,10,-
THA629,HSTBA,A333,H,DEP,N,38746,38818,71,Tx230,Tx231,Tx137,0,10,-
THA629,HSTBA,A333,H,DEP,N,38818,38836,17,Tx231,Tx137,Tx152,0,10,-
THA629,HSTBA,A333,H,DEP,N,38836,38850,14,Tx137,Tx152,Tx167,0,10,-
THA629,HSTBA,A333,H,DEP,N,38850,38866,16,Tx152,Tx167,Tx198,0,10,-
THA629,HSTBA,A333,H,DEP,N,38866,38895,28,Tx198,34,XXXX,0,10,-
JJA3102,HL8263,B738,M,DEP,N,38640,38728,88,XXXX,G127,gate57,0,2,0
JJA3102,HL8263,B738,M,DEP,N,38728,38742,14,gate57,Tx217,Tx126,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38742,38791,48,Tx217,Tx126,Tx128,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38791,38827,36,Tx126,Tx128,Tx214,5,0,-
JJA3102,HL8263,B738,M,DEP,N,38827,38838,11,Tx128,Tx214,Tx125,5,0,-
JJA3102,HL8263,B738,M,DEP,N,38838,38863,24,Tx214,Tx125,Tx212,5,0,-
JJA3102,HL8263,B738,M,DEP,N,38863,38889,25,Tx125,Tx212,Tx210,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38889,38902,13,Tx212,Tx210,Tx211,5,0,-
JJA3102,HL8263,B738,M,DEP,N,38902,38918,16,Tx210,Tx211,Tx107,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38918,38946,27,Tx211,Tx107,Tx105,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38946,38960,14,Tx107,Tx105,Tx95,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38960,38971,11,Tx105,Tx95,Tx77,5,0,-
JJA3102,HL8263,B738,M,DEP,N,38971,38986,14,Tx95,Tx77,Tx43,4,0,-
JJA3102,HL8263,B738,M,DEP,N,38986,39008,21,Tx43,33L,XXXX,4,0,-
DAL158,N670US,B744,H,DEP,N,38760,38913,153,XXXX,G110,gate66,0,10,0
DAL158,N670US,B744,H,DEP,N,38913,38944,30,gate66,Tx205,Tx206,5,0,-
DAL158,N670US,B744,H,DEP,N,38944,38954,10,Tx205,Tx206,Tx207,4,0,-
DAL158,N670US,B744,H,DEP,N,38954,38967,12,Tx206,Tx207,Tx102,4,0,-
DAL158,N670US,B744,H,DEP,N,38967,38989,22,Tx207,Tx102,Tx92,5,0,-
DAL158,N670US,B744,H,DEP,N,38989,39002,12,Tx102,Tx92,Tx93,0,7,-
DAL158,N670US,B744,H,DEP,N,39002,39040,37,Tx92,Tx93,Tx94,0,10,-
DAL158,N670US,B744,H,DEP,N,39040,39073,33,Tx93,Tx94,Tx95,0,10,-
DAL158,N670US,B744,H,DEP,N,39073,39086,13,Tx94,Tx95,Tx77,0,10,-
DAL158,N670US,B744,H,DEP,N,39086,39102,16,Tx95,Tx77,Tx43,0,10,-
DAL158,N670US,B744,H,DEP,N,39102,39128,25,Tx43,33L,XXXX,0,10,-
CPA417,BHLU,A333,H,DEP,N,38880,38965,85,XXXX,G122,gate70,5,0,60
CPA417,BHLU,A333,H,DEP,N,38965,39038,73,gate70,Tx119,Tx228,4,0,-
CPA417,BHLU,A333,H,DEP,N,39038,39076,37,Tx119,Tx228,Tx229,4,0,-
CPA417,BHLU,A333,H,DEP,N,39076,39090,14,Tx228,Tx229,Tx230,4,0,-
CPA417,BHLU,A333,H,DEP,N,39090,39103,13,Tx229,Tx230,Tx231,5,0,-
CPA417,BHLU,A333,H,DEP,N,39103,39165,61,Tx230,Tx231,Tx137,4,0,-
CPA417,BHLU,A333,H,DEP,N,39165,39180,15,Tx231,Tx137,Tx152,5,0,-
CPA417,BHLU,A333,H,DEP,N,39180,39193,12,Tx137,Tx152,Tx167,4,0,-
CPA417,BHLU,A333,H,DEP,N,39193,39207,14,Tx152,Tx167,Tx198,4,0,-
CPA417,BHLU,A333,H,DEP,N,39207,39232,24,Tx198,34,XXXX,5,0,-
GIA879,PKGPN,A332,H,DEP,N,38954,39044,89,XXXX,G112,gate67,0,10,74
GIA879,PKGPN,A332,H,DEP,N,39044,39128,84,gate67,Tx119,Tx228,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39128,39171,42,Tx119,Tx228,Tx229,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39171,39188,16,Tx228,Tx229,Tx230,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39188,39203,15,Tx229,Tx230,Tx231,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39203,39275,71,Tx230,Tx231,Tx137,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39275,39292,17,Tx231,Tx137,Tx152,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39292,39306,14,Tx137,Tx152,Tx167,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39306,39323,16,Tx152,Tx167,Tx198,0,10,-
GIA879,PKGPN,A332,H,DEP,N,39323,39352,28,Tx198,34,XXXX,0,10,-
KAL093,HL8208,B773,H,DEP,N,39099,39149,49,XXXX,G8,gate6,0,10,99
KAL093,HL8208,B773,H,DEP,N,39149,39176,27,gate6,Tx108,Tx105,0,10,-
KAL093,HL8208,B773,H,DEP,N,39176,39193,16,Tx108,Tx105,Tx95,0,10,-
KAL093,HL8208,B773,H,DEP,N,39193,39206,13,Tx105,Tx95,Tx77,0,10,-
KAL093,HL8208,B773,H,DEP,N,39206,39222,16,Tx95,Tx77,Tx43,0,10,-
KAL093,HL8208,B773,H,DEP,N,39222,39248,25,Tx43,33L,XXXX,0,10,-
KAL613,HL7495,B744,H,DEP,N,39076,39220,144,XXXX,G24,gate21,0,10,16
KAL613,HL7495,B744,H,DEP,N,39220,39263,42,gate21,Tx129,Tx127,0,10,-
KAL613,HL7495,B744,H,DEP,N,39263,39303,40,Tx129,Tx127,Tx130,0,10,-
KAL613,HL7495,B744,H,DEP,N,39303,39316,13,Tx127,Tx130,Tx221,0,10,-
KAL613,HL7495,B744,H,DEP,N,39316,39323,6,Tx130,Tx221,Tx231,0,10,-
KAL613,HL7495,B744,H,DEP,N,39323,39395,71,Tx221,Tx231,Tx137,0,10,-
KAL613,HL7495,B744,H,DEP,N,39395,39412,17,Tx231,Tx137,Tx152,0,10,-
KAL613,HL7495,B744,H,DEP,N,39412,39426,14,Tx137,Tx152,Tx167,0,10,-
KAL613,HL7495,B744,H,DEP,N,39426,39443,16,Tx152,Tx167,Tx198,0,10,-
KAL613,HL7495,B744,H,DEP,N,39443,39472,28,Tx198,34,XXXX,0,10,-
KAL691,HL7710,A333,H,DEP,N,39213,39281,68,XXXX,G17,gate14,0,10,33
KAL691,HL7710,A333,H,DEP,N,39281,39311,29,gate14,Tx212,Tx125,0,10,-
KAL691,HL7710,A333,H,DEP,N,39311,39340,28,Tx212,Tx125,Tx129,0,10,-
KAL691,HL7710,A333,H,DEP,N,39340,39383,42,Tx125,Tx129,Tx127,0,10,-
KAL691,HL7710,A333,H,DEP,N,39383,39423,40,Tx129,Tx127,Tx130,0,10,-
KAL691,HL7710,A333,H,DEP,N,39423,39436,13,Tx127,Tx130,Tx221,0,10,-
KAL691,HL7710,A333,H,DEP,N,39436,39443,6,Tx130,Tx221,Tx231,0,10,-
KAL691,HL7710,A333,H,DEP,N,39443,39515,71,Tx221,Tx231,Tx137,0,10,-
KAL691,HL7710,A333,H,DEP,N,39515,39532,17,Tx231,Tx137,Tx152,0,10,-
KAL691,HL7710,A333,H,DEP,N,39532,39546,14,Tx137,Tx152,Tx167,0,10,-
KAL691,HL7710,A333,H,DEP,N,39546,39563,16,Tx152,Tx167,Tx198,0,10,-
KAL691,HL7710,A333,H,DEP,N,39563,39592,28,Tx198,34,XXXX,0,10,-
TWB251,HL8268,B738,M,DEP,N,39240,39315,75,XXXX,G128,gate73,4,0,0
TWB251,HL8268,B738,M,DEP,N,39315,39352,37,gate73,Tx228,Tx217,4,0,-
TWB251,HL8268,B738,M,DEP,N,39352,39366,14,Tx228,Tx217,Tx126,4,0,-
TWB251,HL8268,B738,M,DEP,N,39366,39415,48,Tx217,Tx126,Tx128,4,0,-
TWB251,HL8268,B738,M,DEP,N,39415,39451,36,Tx126,Tx128,Tx214,5,0,-
TWB251,HL8268,B738,M,DEP,N,39451,39462,11,Tx128,Tx214,Tx125,5,0,-
TWB251,HL8268,B738,M,DEP,N,39462,39487,24,Tx214,Tx125,Tx212,5,0,-
TWB251,HL8268,B738,M,DEP,N,39487,39512,25,Tx125,Tx212,Tx210,4,0,-
TWB251,HL8268,B738,M,DEP,N,39512,39526,13,Tx212,Tx210,Tx211,5,0,-
TWB251,HL8268,B738,M,DEP,N,39526,39542,16,Tx210,Tx211,Tx107,4,0,-
TWB251,HL8268,B738,M,DEP,N,39542,39570,27,Tx211,Tx107,Tx105,4,0,-
TWB251,HL8268,B738,M,DEP,N,39570,39584,14,Tx107,Tx105,Tx95,4,0,-
TWB251,HL8268,B738,M,DEP,N,39584,39595,11,Tx105,Tx95,Tx77,5,0,-
TWB251,HL8268,B738,M,DEP,N,39595,39610,14,Tx95,Tx77,Tx43,4,0,-
TWB251,HL8268,B738,M,DEP,N,39610,39631,21,Tx43,33L,XXXX,4,0,-
BAW018,GZBJF,B788,H,DEP,N,39300,39377,77,XXXX,G107,gate47,0,4,0
BAW018,GZBJF,B788,H,DEP,N,39377,39434,57,gate47,Tx120,Tx121,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39434,39476,41,Tx120,Tx121,Tx215,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39476,39489,13,Tx121,Tx215,Tx216,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39489,39503,13,Tx215,Tx216,Tx127,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39503,39543,40,Tx216,Tx127,Tx130,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39543,39556,13,Tx127,Tx130,Tx221,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39556,39563,6,Tx130,Tx221,Tx231,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39563,39635,71,Tx221,Tx231,Tx137,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39635,39652,17,Tx231,Tx137,Tx152,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39652,39666,14,Tx137,Tx152,Tx167,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39666,39683,16,Tx152,Tx167,Tx198,0,10,-
BAW018,GZBJF,B788,H,DEP,N,39683,39712,28,Tx198,34,XXXX,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39502,39560,58,XXXX,G101,gate61,0,10,82
LAO912,RPDL34188,A320,M,DEP,N,39560,39572,12,gate61,Tx206,Tx207,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39572,39586,14,Tx206,Tx207,Tx102,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39586,39613,26,Tx207,Tx102,Tx92,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39613,39626,13,Tx102,Tx92,Tx93,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39626,39663,37,Tx92,Tx93,Tx94,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39663,39696,33,Tx93,Tx94,Tx95,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39696,39710,13,Tx94,Tx95,Tx77,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39710,39726,16,Tx95,Tx77,Tx43,0,10,-
LAO912,RPDL34188,A320,M,DEP,N,39726,39751,25,Tx43,33L,XXXX,0,10,-
AAR104,HL8286,A333,H,DEP,N,39555,39633,78,XXXX,G33,gate28,0,10,15
AAR104,HL8286,A333,H,DEP,N,39633,39676,42,gate28,Tx129,Tx125,0,10,-
AAR104,HL8286,A333,H,DEP,N,39676,39704,28,Tx129,Tx125,Tx212,0,10,-
AAR104,HL8286,A333,H,DEP,N,39704,39734,29,Tx125,Tx212,Tx210,0,10,-
AAR104,HL8286,A333,H,DEP,N,39734,39749,15,Tx212,Tx210,Tx211,0,10,-
AAR104,HL8286,A333,H,DEP,N,39749,39768,18,Tx210,Tx211,Tx107,0,10,-
AAR104,HL8286,A333,H,DEP,N,39768,39800,31,Tx211,Tx107,Tx105,0,10,-
AAR104,HL8286,A333,H,DEP,N,39800,39816,16,Tx107,Tx105,Tx95,0,10,-
AAR104,HL8286,A333,H,DEP,N,39816,39830,13,Tx105,Tx95,Tx77,0,10,-
AAR104,HL8286,A333,H,DEP,N,39830,39846,16,Tx95,Tx77,Tx43,0,10,-
AAR104,HL8286,A333,H,DEP,N,39846,39871,25,Tx43,33L,XXXX,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39785,39860,74,XXXX,G102,gate62,0,10,125
JJA2801,HL7779,B738,M,DEP,N,39860,39872,12,gate62,Tx206,Tx207,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39872,39886,14,Tx206,Tx207,Tx102,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39886,39913,26,Tx207,Tx102,Tx92,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39913,39926,13,Tx102,Tx92,Tx93,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39926,39963,37,Tx92,Tx93,Tx94,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39963,39996,33,Tx93,Tx94,Tx95,0,10,-
JJA2801,HL7779,B738,M,DEP,N,39996,40010,13,Tx94,Tx95,Tx77,0,10,-
JJA2801,HL7779,B738,M,DEP,N,40010,40026,16,Tx95,Tx77,Tx43,0,10,-
JJA2801,HL7779,B738,M,DEP,N,40026,40051,25,Tx43,33L,XXXX,0,10,-
KAL037,HL7784,B773,H,DEP,N,39978,40049,71,XXXX,G14,gate11,0,10,198
KAL037,HL7784,B773,H,DEP,N,40049,40068,18,gate11,Tx211,Tx107,0,10,-
KAL037,HL7784,B773,H,DEP,N,40068,40100,31,Tx211,Tx107,Tx105,0,10,-
KAL037,HL7784,B773,H,DEP,N,40100,40116,16,Tx107,Tx105,Tx95,0,10,-
KAL037,HL7784,B773,H,DEP,N,40116,40130,13,Tx105,Tx95,Tx77,0,10,-
KAL037,HL7784,B773,H,DEP,N,40130,40146,16,Tx95,Tx77,Tx43,0,10,-
KAL037,HL7784,B773,H,DEP,N,40146,40171,25,Tx43,33L,XXXX,0,10,-
JNA245,HL7798,B738,M,DEP,N,39910,40040,129,XXXX,G124,gate71,0,10,10
JNA245,HL7798,B738,M,DEP,N,40040,40125,84,gate71,Tx114,Tx205,0,10,-
JNA245,HL7798,B738,M,DEP,N,40125,40160,35,Tx114,Tx205,Tx206,0,10,-
JNA245,HL7798,B738,M,DEP,N,40160,40172,12,Tx205,Tx206,Tx207,0,10,-
JNA245,HL7798,B738,M,DEP,N,40172,40186,14,Tx206,Tx207,Tx102,0,10,-
JNA245,HL7798,B738,M,DEP,N,40186,40213,26,Tx207,Tx102,Tx92,0,10,-
JNA245,HL7798,B738,M,DEP,N,40213,40226,13,Tx102,Tx92,Tx93,0,10,-
JNA245,HL7798,B738,M,DEP,N,40226,40263,37,Tx92,Tx93,Tx94,0,10,-
JNA245,HL7798,B738,M,DEP,N,40263,40296,33,Tx93,Tx94,Tx95,0,10,-
JNA245,HL7798,B738,M,DEP,N,40296,40310,13,Tx94,Tx95,Tx77,0,10,-
JNA245,HL7798,B738,M,DEP,N,40310,40326,16,Tx95,Tx77,Tx43,0,10,-
JNA245,HL7798,B738,M,DEP,N,40326,40351,25,Tx43,33L,XXXX,0,10,-
AAR172,HL7514,B763,H,DEP,N,40060,40233,172,XXXX,G28,gate24,0,10,40
AAR172,HL7514,B763,H,DEP,N,40233,40276,42,gate24,Tx129,Tx125,0,10,-
AAR172,HL7514,B763,H,DEP,N,40276,40304,28,Tx129,Tx125,Tx212,0,10,-
AAR172,HL7514,B763,H,DEP,N,40304,40334,29,Tx125,Tx212,Tx210,0,10,-
AAR172,HL7514,B763,H,DEP,N,40334,40349,15,Tx212,Tx210,Tx211,0,10,-
AAR172,HL7514,B763,H,DEP,N,40349,40368,18,Tx210,Tx211,Tx107,0,10,-
AAR172,HL7514,B763,H,DEP,N,40368,40400,31,Tx211,Tx107,Tx105,0,10,-
AAR172,HL7514,B763,H,DEP,N,40400,40416,16,Tx107,Tx105,Tx95,0,10,-
AAR172,HL7514,B763,H,DEP,N,40416,40430,13,Tx105,Tx95,Tx77,0,10,-
AAR172,HL7514,B763,H,DEP,N,40430,40446,16,Tx95,Tx77,Tx43,0,10,-
AAR172,HL7514,B763,H,DEP,N,40446,40471,25,Tx43,33L,XXXX,0,10,-
JJA3402,HL8019,B738,M,DEP,N,40279,40340,61,XXXX,G114,gate68,0,10,139
JJA3402,HL8019,B738,M,DEP,N,40340,40425,84,gate68,Tx114,Tx205,0,10,-
JJA3402,HL8019,B738,M,DEP,N,40425,40460,35,Tx114,Tx205,Tx206,0,10,-
JJA3402,HL8019,B738,M,DEP,N,40460,40472,12,Tx205,Tx206,Tx207,0,10,-
