* Currently node departure ,arrival and passing time after scheduling
* Node ID, Departure Time (sec), Arrival Time (sec), Passing Time (sec)
N40,0,0,52405
N40,0,0,52525
N40,0,0,52645
N40,0,0,52765
N40,0,0,54331
N40,0,0,54691
N40,0,0,54811
N40,0,0,54991
N40,0,0,55531
N40,0,0,55891
N40,0,0,56191
N40,0,0,56791
N40,0,0,57331
N40,0,0,57511
N40,0,0,57811
N40,0,0,58111
N40,0,0,58471
N40,0,0,58591
N40,0,0,58711
N40,0,0,58891
N40,0,0,59071
N40,0,0,59371
N40,0,0,59611
N40,0,0,59731
N40,0,0,59971
N40,0,0,60211
N40,0,0,60751
N40,0,0,60991
N40,0,0,61411
N40,0,0,61531
N40,0,0,61651
N40,0,0,61891
N40,0,0,62011
N40,0,0,62191
N40,0,0,62371
N40,0,0,62791
N40,0,0,63211
N40,0,0,63451
N40,0,0,63751
N40,0,0,64171
N40,0,0,64291
N40,0,0,64831
N40,0,0,64951
N40,0,0,65873
N40,0,0,66091
N40,0,0,66211
N40,0,0,66451
N40,0,0,67051
N40,0,0,67231
N40,0,0,67411
N40,0,0,67771
N40,0,0,67891
N40,0,0,68071
N40,0,0,68251
N40,0,0,68371
N40,0,0,68491
N40,0,0,68671
N40,0,0,68791
N40,0,0,69091
N40,0,0,69511
N40,0,0,69691
N40,0,0,69811
N40,0,0,69931
N40,0,0,70051
N40,0,0,70171
N40,0,0,70291
N40,0,0,70471
N40,0,0,70651
N40,0,0,70891
N40,0,0,71011
N40,0,0,71191
N40,0,0,71311
N40,0,0,71431
N40,0,0,71731
N40,0,0,71971
N40,0,0,72151
N40,0,0,72271
N40,0,0,72511
N40,0,0,72751
N40,0,0,72991
N40,0,0,73111
N40,0,0,73231
N40,0,0,73351
N40,0,0,73471
N40,0,0,73651
N40,0,0,73891
N40,0,0,74011
N40,0,0,74131
N40,0,0,74491
N40,0,0,74611
N40,0,0,74791
N40,0,0,74911
N40,0,0,75211
N40,0,0,75331
N40,0,0,75451
N40,0,0,75631
N40,0,0,75811
N40,0,0,75931
N40,0,0,76231
N40,0,0,77311
N40,0,0,77611
N40,0,0,77791
N40,0,0,77971
N40,0,0,78211
N40,0,0,78331
N40,0,0,80311
N40,0,0,80657
N40,0,0,82023
N40,0,0,83933
N40,0,0,84197
N40,0,0,85937
N41,0,0,2071
N41,0,0,2791
N41,0,0,8371
N41,0,0,13831
N41,0,0,14251
N41,0,0,14491
N41,0,0,14791
N41,0,0,15631
N41,0,0,16171
N41,0,0,16411
N41,0,0,16591
N41,0,0,16771
N41,0,0,16951
N41,0,0,17131
N41,0,0,17251
N41,0,0,17431
N41,0,0,17851
N41,0,0,18031
N41,0,0,18211
N41,0,0,18391
N41,0,0,18571
N41,0,0,19133
N41,0,0,19252
N41,0,0,19372
N41,0,0,19492
N41,0,0,19612
N41,0,0,19852
N41,0,0,19972
N41,0,0,20092
N41,0,0,20513
N41,0,0,20632
N41,0,0,20791
N41,0,0,20971
N41,0,0,21151
N41,0,0,21331
N41,0,0,21451
N41,0,0,21631
N41,0,0,21751
N41,0,0,21931
N41,0,0,22051
N41,0,0,22231
N41,0,0,22351
N41,0,0,22471
N41,0,0,22591
N41,0,0,22711
N41,0,0,23071
N41,0,0,23251
N41,0,0,23731
N41,0,0,23971
N41,0,0,24151
N41,0,0,24331
N41,0,0,24811
N41,0,0,25051
N41,0,0,25231
N41,0,0,25531
N41,0,0,25651
N41,0,0,26011
N41,0,0,26251
N41,0,0,26431
N41,0,0,26671
N41,0,0,26993
N41,0,0,27112
N41,0,0,27511
N41,0,0,27871
N41,0,0,28231
N41,0,0,28471
N41,0,0,28591
N41,0,0,28711
N41,0,0,28831
N41,0,0,28951
N41,0,0,29071
N41,0,0,29251
N41,0,0,29371
N41,0,0,29551
N41,0,0,29671
N41,0,0,30091
N41,0,0,30271
N41,0,0,30991
N41,0,0,31171
N41,0,0,31471
N41,0,0,31651
N41,0,0,32071
N41,0,0,32251
N41,0,0,32491
N41,0,0,33077
N41,0,0,33377
N41,0,0,34051
N41,0,0,34171
N41,0,0,34411
N41,0,0,34591
N41,0,0,35131
N41,0,0,36617
N41,0,0,36736
N41,0,0,36871
N41,0,0,37231
N41,0,0,37831
N41,0,0,37951
N41,0,0,38371
N41,0,0,38671
N41,0,0,38851
N41,0,0,39271
N41,0,0,39631
N41,0,0,39811
N41,0,0,40471
N41,0,0,40591
N41,0,0,40711
N41,0,0,41431
N41,0,0,41723
N41,0,0,42091
N41,0,0,42383
N41,0,0,42803
N41,0,0,42922
N41,0,0,43351
N41,0,0,44453
N41,0,0,45211
N41,0,0,46111
N41,0,0,46291
N41,0,0,47777
N41,0,0,47911
N41,0,0,48091
N41,0,0,48271
N41,0,0,48631
N41,0,0,48751
N41,0,0,48931
N41,0,0,49111
N41,0,0,49231
N41,0,0,49351
N41,0,0,49756
N41,0,0,49876
N41,0,0,49996
N41,0,0,50116
N41,0,0,50236
N41,0,0,50356
N41,0,0,50596
N41,0,0,50791
N41,0,0,50911
N41,0,0,51031
N41,0,0,51211
N41,0,0,51331
N41,0,0,51751
N41,0,0,52108
N41,0,0,52226
N41,0,0,52346
N41,0,0,52466
N41,0,0,52586
N41,0,0,52706
N41,0,0,52826
N41,0,0,54391
N41,0,0,54751
N41,0,0,54871
N41,0,0,55051
N41,0,0,55591
N41,0,0,55951
N41,0,0,56251
N41,0,0,56851
N41,0,0,57391
N41,0,0,57571
N41,0,0,57871
N41,0,0,58171
N41,0,0,58531
N41,0,0,58651
N41,0,0,58771
N41,0,0,58951
N41,0,0,59131
N41,0,0,59431
N41,0,0,59671
N41,0,0,59791
N41,0,0,60031
N41,0,0,60271
N41,0,0,60811
N41,0,0,61051
N41,0,0,61471
N41,0,0,61591
N41,0,0,61711
N41,0,0,61955
N41,0,0,62071
N41,0,0,62251
N41,0,0,62431
N41,0,0,62851
N41,0,0,63271
N41,0,0,63511
N41,0,0,63811
N41,0,0,64231
N41,0,0,64351
N41,0,0,64891
N41,0,0,65011
N41,0,0,65933
N41,0,0,66151
N41,0,0,66271
N41,0,0,66511
N41,0,0,67111
N41,0,0,67291
N41,0,0,67471
N41,0,0,67831
N41,0,0,67951
N41,0,0,68131
N41,0,0,68311
N41,0,0,68431
N41,0,0,68551
N41,0,0,68731
N41,0,0,68851
N41,0,0,69151
N41,0,0,69571
N41,0,0,69751
N41,0,0,69871
N41,0,0,69991
N41,0,0,70111
N41,0,0,70231
N41,0,0,70351
N41,0,0,70531
N41,0,0,70711
N41,0,0,70951
N41,0,0,71071
N41,0,0,71251
N41,0,0,71371
N41,0,0,71491
N41,0,0,71791
N41,0,0,72031
N41,0,0,72211
N41,0,0,72331
N41,0,0,72571
N41,0,0,72811
N41,0,0,73051
N41,0,0,73171
N41,0,0,73291
N41,0,0,73411
N41,0,0,73531
N41,0,0,73711
N41,0,0,73951
N41,0,0,74071
N41,0,0,74191
N41,0,0,74551
N41,0,0,74671
N41,0,0,74851
N41,0,0,74971
N41,0,0,75271
N41,0,0,75391
N41,0,0,75511
N41,0,0,75691
N41,0,0,75871
N41,0,0,75991
N41,0,0,76291
N41,0,0,77371
N41,0,0,77671
N41,0,0,77851
N41,0,0,78031
N41,0,0,78271
N41,0,0,78391
N41,0,0,80371
N41,0,0,80717
N41,0,0,82084
N41,0,0,83993
N41,0,0,84257
N41,0,0,85997
N42,0,0,16784
N42,0,0,18224
N42,0,0,20104
N42,0,0,23984
N42,0,0,24344
N42,0,0,27006
N42,0,0,27524
N42,0,0,27884
N42,0,0,28604
N42,0,0,29684
N42,0,0,40724
N42,0,0,48644
N42,0,0,48764
N42,0,0,50924
N42,0,0,57884
N42,0,0,63284
N42,0,0,64364
N42,0,0,65024
N42,0,0,70724
N42,0,0,84270
N43,0,0,16802
N43,0,0,18242
N43,0,0,20122
N43,0,0,24002
N43,0,0,24362
N43,0,0,27024
N43,0,0,27542
N43,0,0,27902
N43,0,0,28622
N43,0,0,29702
N43,0,0,40742
N43,0,0,48662
N43,0,0,48782
N43,0,0,50942
N43,0,0,57902
N43,0,0,63302
N43,0,0,64382
N43,0,0,65042
N43,0,0,70742
N43,0,0,84288
N44,0,0,16845
N44,0,0,18285
N44,0,0,20165
N44,0,0,24045
N44,0,0,24405
N44,0,0,27067
N44,0,0,27585
N44,0,0,27945
N44,0,0,28665
N44,0,0,29745
N44,0,0,40785
N44,0,0,48705
N44,0,0,48825
N44,0,0,50985
N44,0,0,57948
N44,0,0,63345
N44,0,0,64425
N44,0,0,65085
N44,0,0,70785
N44,0,0,84331
N45,0,0,0
N46,0,0,0
N47,0,0,0
N48,0,0,0
N49,0,0,1428
N49,0,0,1922
N49,0,0,3384
N49,0,0,3997
N49,0,0,5040
N49,0,0,6907
N49,0,0,15570
N49,0,0,21494
N49,0,0,29155
N49,0,0,29410
N49,0,0,29526
N49,0,0,29713
N49,0,0,29942
N49,0,0,30059
N49,0,0,30179
N49,0,0,30299
N49,0,0,30723
N49,0,0,30989
N49,0,0,31599
N49,0,0,31716
N49,0,0,32336
N49,0,0,33160
N49,0,0,33451
N49,0,0,33803
N49,0,0,33920
N49,0,0,34260
N49,0,0,34376
N49,0,0,34586
N49,0,0,34768
N49,0,0,35059
N49,0,0,35273
N49,0,0,35389
N49,0,0,35569
N49,0,0,35772
N49,0,0,36545
N49,0,0,37200
N49,0,0,37382
N49,0,0,37788
N49,0,0,37964
N49,0,0,38084
N49,0,0,38204
N49,0,0,38384
N49,0,0,38658
N49,0,0,38775
N49,0,0,38986
N49,0,0,39102
N49,0,0,39222
N49,0,0,39610
N49,0,0,39726
N49,0,0,39846
N49,0,0,40026
N49,0,0,40146
N49,0,0,40326
N49,0,0,40446
N49,0,0,40626
N49,0,0,40746
N49,0,0,40866
N49,0,0,40986
N49,0,0,41166
N49,0,0,41286
N49,0,0,41526
N49,0,0,41646
N49,0,0,41886
N49,0,0,42186
N49,0,0,42366
N49,0,0,42666
N49,0,0,42786
N49,0,0,42966
N49,0,0,43086
N49,0,0,43266
N49,0,0,43386
N49,0,0,43506
N49,0,0,43638
N49,0,0,43755
N49,0,0,44296
N49,0,0,44416
N49,0,0,44767
N49,0,0,45035
N49,0,0,45212
N49,0,0,45536
N49,0,0,45670
N49,0,0,45786
N49,0,0,45966
N49,0,0,46086
N49,0,0,46586
N49,0,0,46706
N49,0,0,48509
N49,0,0,50112
N49,0,0,51551
N49,0,0,51671
N49,0,0,51971
N49,0,0,52584
N49,0,0,52860
N49,0,0,52977
N49,0,0,53253
N49,0,0,53430
N49,0,0,53550
N49,0,0,53693
N49,0,0,53906
N49,0,0,54058
N49,0,0,54175
N49,0,0,54392
N49,0,0,54569
N49,0,0,54689
N49,0,0,54972
N49,0,0,55119
N49,0,0,55279
N49,0,0,55459
N49,0,0,55622
N49,0,0,55739
N49,0,0,55859
N49,0,0,56110
N49,0,0,56226
N49,0,0,56406
N49,0,0,56526
N49,0,0,56646
N49,0,0,56766
N49,0,0,56886
N49,0,0,57006
N49,0,0,57126
N49,0,0,57246
N49,0,0,57366
N49,0,0,57546
N49,0,0,57666
N49,0,0,57786
N49,0,0,58048
N49,0,0,58164
N49,0,0,58284
N49,0,0,58404
N49,0,0,58524
N49,0,0,58704
N49,0,0,58824
N49,0,0,59058
N49,0,0,59182
N49,0,0,59708
N49,0,0,59915
N49,0,0,60279
N49,0,0,60505
N49,0,0,60850
N49,0,0,60981
N49,0,0,61097
N49,0,0,61217
N49,0,0,61447
N49,0,0,61638
N49,0,0,61755
N49,0,0,61875
N49,0,0,61995
N49,0,0,62115
N49,0,0,62373
N49,0,0,62779
N49,0,0,63073
N49,0,0,63360
N49,0,0,63718
N49,0,0,64079
N49,0,0,64207
N49,0,0,64472
N49,0,0,64660
N49,0,0,64833
N49,0,0,64950
N49,0,0,65070
N49,0,0,65297
N49,0,0,65716
N49,0,0,65836
N49,0,0,66074
N49,0,0,66654
N49,0,0,66770
N49,0,0,67002
N49,0,0,67522
N49,0,0,67685
N49,0,0,67802
N49,0,0,68126
N49,0,0,68474
N49,0,0,68591
N49,0,0,68771
N49,0,0,68908
N49,0,0,69317
N49,0,0,69468
N49,0,0,70362
N49,0,0,70656
N49,0,0,70772
N49,0,0,71051
N49,0,0,71167
N49,0,0,71436
N49,0,0,71623
N49,0,0,72082
N49,0,0,73095
N49,0,0,73654
N49,0,0,74133
N49,0,0,74310
N49,0,0,74430
N49,0,0,75287
N49,0,0,75674
N49,0,0,75851
N49,0,0,76286
N49,0,0,76402
N49,0,0,76522
N49,0,0,76642
N49,0,0,76942
N49,0,0,77062
N49,0,0,77182
N49,0,0,77302
N49,0,0,77422
N49,0,0,77544
N49,0,0,77662
N49,0,0,77802
N49,0,0,77978
N49,0,0,78098
N49,0,0,78218
N49,0,0,78338
N49,0,0,78518
N49,0,0,78638
N49,0,0,78818
N49,0,0,79240
N49,0,0,79660
N49,0,0,79780
N49,0,0,79960
N49,0,0,80080
N49,0,0,80200
N49,0,0,80560
N49,0,0,80680
N49,0,0,80800
N49,0,0,80920
N49,0,0,81220
N49,0,0,81340
N49,0,0,81926
N49,0,0,82139
N49,0,0,82714
N49,0,0,82834
N49,0,0,82954
N49,0,0,83074
N49,0,0,84040
N49,0,0,85780
N53,0,0,0
N54,0,0,0
N55,0,0,0
N56,0,0,0
N57,0,0,0
N58,0,0,0
N59,0,0,0
N60,0,0,0
N61,0,0,0
N62,0,0,0
N63,0,0,0
N64,0,0,0
N65,0,0,2084
N65,0,0,2804
N65,0,0,8384
N65,0,0,13844
N65,0,0,14264
N65,0,0,14504
N65,0,0,14804
N65,0,0,15644
N65,0,0,16184
N65,0,0,16424
N65,0,0,16604
N65,0,0,16964
N65,0,0,17144
N65,0,0,17264
N65,0,0,17444
N65,0,0,17864
N65,0,0,18044
N65,0,0,18404
N65,0,0,18584
N65,0,0,19146
N65,0,0,19264
N65,0,0,19384
N65,0,0,19504
N65,0,0,19624
N65,0,0,19864
N65,0,0,19984
N65,0,0,20526
N65,0,0,20644
N65,0,0,20804
N65,0,0,20984
N65,0,0,21164
N65,0,0,21322
N65,0,0,21344
N65,0,0,21464
N65,0,0,21644
N65,0,0,21764
N65,0,0,21944
N65,0,0,22064
N65,0,0,22244
N65,0,0,22364
N65,0,0,22484
N65,0,0,22604
N65,0,0,22724
N65,0,0,23084
N65,0,0,23264
N65,0,0,23744
N65,0,0,24164
N65,0,0,24824
N65,0,0,25064
N65,0,0,25244
N65,0,0,25544
N65,0,0,25664
N65,0,0,26024
N65,0,0,26264
N65,0,0,26444
N65,0,0,26684
N65,0,0,27124
N65,0,0,28244
N65,0,0,28484
N65,0,0,28724
N65,0,0,28844
N65,0,0,28964
N65,0,0,29084
N65,0,0,29264
N65,0,0,29384
N65,0,0,29564
N65,0,0,30104
N65,0,0,30284
N65,0,0,31004
N65,0,0,31184
N65,0,0,31484
N65,0,0,31664
N65,0,0,32084
N65,0,0,32264
N65,0,0,32504
N65,0,0,33090
N65,0,0,33390
N65,0,0,34064
N65,0,0,34184
N65,0,0,34424
N65,0,0,34604
N65,0,0,35144
N65,0,0,36630
N65,0,0,36748
N65,0,0,36884
N65,0,0,37244
N65,0,0,37844
N65,0,0,37964
N65,0,0,38384
N65,0,0,38684
N65,0,0,38864
N65,0,0,39284
N65,0,0,39644
N65,0,0,39824
N65,0,0,40484
N65,0,0,40604
N65,0,0,41444
N65,0,0,41735
N65,0,0,42104
N65,0,0,42395
N65,0,0,42815
N65,0,0,42934
N65,0,0,43364
N65,0,0,44466
N65,0,0,45224
N65,0,0,46124
N65,0,0,46304
N65,0,0,47790
N65,0,0,47924
N65,0,0,48104
N65,0,0,48284
N65,0,0,48944
N65,0,0,49124
N65,0,0,49244
N65,0,0,49364
N65,0,0,49768
N65,0,0,49888
N65,0,0,50008
N65,0,0,50128
N65,0,0,50248
N65,0,0,50368
N65,0,0,50608
N65,0,0,50804
N65,0,0,51044
N65,0,0,51224
N65,0,0,51344
N65,0,0,51764
N65,0,0,52120
N65,0,0,52239
N65,0,0,52359
N65,0,0,52479
N65,0,0,52599
N65,0,0,52719
N65,0,0,52839
N65,0,0,54404
N65,0,0,54764
N65,0,0,54884
N65,0,0,55064
N65,0,0,55604
N65,0,0,55964
N65,0,0,56264
N65,0,0,56864
N65,0,0,57404
N65,0,0,57584
N65,0,0,58184
N65,0,0,58544
N65,0,0,58664
N65,0,0,58784
N65,0,0,58964
N65,0,0,59144
N65,0,0,59444
N65,0,0,59684
N65,0,0,59804
N65,0,0,60044
N65,0,0,60284
N65,0,0,60824
N65,0,0,61064
N65,0,0,61484
N65,0,0,61604
N65,0,0,61724
N65,0,0,61969
N65,0,0,62084
N65,0,0,62264
N65,0,0,62444
N65,0,0,62864
N65,0,0,63524
N65,0,0,63824
N65,0,0,64244
N65,0,0,64904
N65,0,0,65946
N65,0,0,66164
N65,0,0,66284
N65,0,0,66524
N65,0,0,67124
N65,0,0,67304
N65,0,0,67484
N65,0,0,67844
N65,0,0,67964
N65,0,0,68144
N65,0,0,68324
N65,0,0,68444
N65,0,0,68564
N65,0,0,68744
N65,0,0,68864
N65,0,0,69164
N65,0,0,69584
N65,0,0,69764
N65,0,0,69884
N65,0,0,70004
N65,0,0,70124
N65,0,0,70244
N65,0,0,70364
N65,0,0,70544
N65,0,0,70964
N65,0,0,71084
N65,0,0,71264
N65,0,0,71384
N65,0,0,71504
N65,0,0,71804
N65,0,0,72044
N65,0,0,72224
N65,0,0,72344
N65,0,0,72584
N65,0,0,72824
N65,0,0,73064
N65,0,0,73184
N65,0,0,73304
N65,0,0,73424
N65,0,0,73544
N65,0,0,73724
N65,0,0,73964
N65,0,0,74084
N65,0,0,74204
N65,0,0,74564
N65,0,0,74684
N65,0,0,74864
N65,0,0,74984
N65,0,0,75284
N65,0,0,75404
N65,0,0,75524
N65,0,0,75704
N65,0,0,75884
N65,0,0,76004
N65,0,0,76304
N65,0,0,77384
N65,0,0,77684
N65,0,0,77864
N65,0,0,78044
N65,0,0,78284
N65,0,0,78404
N65,0,0,80384
N65,0,0,80730
N65,0,0,82096
N65,0,0,84006
N65,0,0,86010
N66,0,0,21334
N67,0,0,1330
N67,0,0,3286
N67,0,0,4942
N67,0,0,6809
N67,0,0,16858
N67,0,0,18298
N67,0,0,20179
N67,0,0,21396
N67,0,0,24058
N67,0,0,24418
N67,0,0,27080
N67,0,0,27598
N67,0,0,27958
N67,0,0,28678
N67,0,0,29413
N67,0,0,29758
N67,0,0,29945
N67,0,0,31501
N67,0,0,32239
N67,0,0,37851
N67,0,0,38989
N67,0,0,39613
N67,0,0,39913
N67,0,0,40213
N67,0,0,40513
N67,0,0,40633
N67,0,0,40798
N67,0,0,41173
N67,0,0,42073
N67,0,0,43153
N67,0,0,43393
N67,0,0,43641
N67,0,0,45853
N67,0,0,45973
N67,0,0,48718
N67,0,0,48838
N67,0,0,50014
N67,0,0,50998
N67,0,0,51557
N67,0,0,52486
N67,0,0,54294
N67,0,0,54576
N67,0,0,55021
N67,0,0,56293
N67,0,0,56893
N67,0,0,57253
N67,0,0,57433
N67,0,0,57950
N67,0,0,57963
N67,0,0,58051
N67,0,0,58171
N67,0,0,58291
N67,0,0,58411
N67,0,0,58591
N67,0,0,59610
N67,0,0,60181
N67,0,0,61881
N67,0,0,63262
N67,0,0,63358
N67,0,0,63620
N67,0,0,63981
N67,0,0,64438
N67,0,0,65098
N67,0,0,65199
N67,0,0,65976
N67,0,0,66556
N67,0,0,70798
N67,0,0,75738
N67,0,0,76289
N67,0,0,77069
N67,0,0,77446
N67,0,0,77989
N67,0,0,79847
N67,0,0,80807
N67,0,0,81813
N67,0,0,82041
N67,0,0,82601
N67,0,0,84344
N67,0,0,85667
N68,0,0,1341
N68,0,0,3297
N68,0,0,4953
N68,0,0,6820
N68,0,0,16869
N68,0,0,18309
N68,0,0,20190
N68,0,0,21408
N68,0,0,24069
N68,0,0,24429
N68,0,0,27091
N68,0,0,27609
N68,0,0,27969
N68,0,0,28689
N68,0,0,29426
N68,0,0,29769
N68,0,0,29959
N68,0,0,31513
N68,0,0,32250
N68,0,0,37864
N68,0,0,39002
N68,0,0,39626
N68,0,0,39926
N68,0,0,40226
N68,0,0,40526
N68,0,0,40646
N68,0,0,40809
N68,0,0,41186
N68,0,0,42086
N68,0,0,43166
N68,0,0,43406
N68,0,0,43655
N68,0,0,45866
N68,0,0,45986
N68,0,0,48729
N68,0,0,48849
N68,0,0,50025
N68,0,0,51009
N68,0,0,51571
N68,0,0,52497
N68,0,0,54306
N68,0,0,54589
N68,0,0,55033
N68,0,0,56306
N68,0,0,56906
N68,0,0,57266
N68,0,0,57446
N68,0,0,57961
N68,0,0,57975
N68,0,0,58064
N68,0,0,58184
N68,0,0,58304
N68,0,0,58424
N68,0,0,58604
N68,0,0,59621
N68,0,0,60193
N68,0,0,61894
N68,0,0,63273
N68,0,0,63369
N68,0,0,63632
N68,0,0,63992
N68,0,0,64449
N68,0,0,65109
N68,0,0,65211
N68,0,0,65987
N68,0,0,66567
N68,0,0,70809
N68,0,0,75751
N68,0,0,76302
N68,0,0,77082
N68,0,0,77457
N68,0,0,78001
N68,0,0,79860
N68,0,0,80820
N68,0,0,81826
N68,0,0,82052
N68,0,0,82614
N68,0,0,84355
N68,0,0,85680
N69,0,0,1373
N69,0,0,3330
N69,0,0,4986
N69,0,0,6852
N69,0,0,16902
N69,0,0,18342
N69,0,0,20222
N69,0,0,21440
N69,0,0,24102
N69,0,0,24462
N69,0,0,27124
N69,0,0,27642
N69,0,0,28002
N69,0,0,28722
N69,0,0,29463
N69,0,0,29802
N69,0,0,29996
N69,0,0,31545
N69,0,0,32282
N69,0,0,37902
N69,0,0,39040
N69,0,0,39663
N69,0,0,39963
N69,0,0,40263
N69,0,0,40563
N69,0,0,40683
N69,0,0,40842
N69,0,0,41223
N69,0,0,42123
N69,0,0,43203
N69,0,0,43443
N69,0,0,43692
N69,0,0,45903
N69,0,0,46023
N69,0,0,48762
N69,0,0,48882
N69,0,0,50058
N69,0,0,51042
N69,0,0,51608
N69,0,0,52530
N69,0,0,54338
N69,0,0,54626
N69,0,0,55065
N69,0,0,56343
N69,0,0,56943
N69,0,0,57303
N69,0,0,57483
N69,0,0,57994
N69,0,0,58007
N69,0,0,58102
N69,0,0,58222
N69,0,0,58342
N69,0,0,58462
N69,0,0,58642
N69,0,0,59653
N69,0,0,60225
N69,0,0,61932
N69,0,0,63306
N69,0,0,63402
N69,0,0,63664
N69,0,0,64025
N69,0,0,64482
N69,0,0,65142
N69,0,0,65243
N69,0,0,66019
N69,0,0,66600
N69,0,0,70842
N69,0,0,75788
N69,0,0,76340
N69,0,0,77120
N69,0,0,77490
N69,0,0,78036
N69,0,0,79897
N69,0,0,80857
N69,0,0,81864
N69,0,0,82085
N69,0,0,82652
N69,0,0,84388
N69,0,0,85717
N70,0,0,1402
N70,0,0,1896
N70,0,0,3358
N70,0,0,3972
N70,0,0,5014
N70,0,0,6881
N70,0,0,15544
N70,0,0,16930
N70,0,0,18370
N70,0,0,20251
N70,0,0,21468
N70,0,0,24130
N70,0,0,24490
N70,0,0,27152
N70,0,0,27670
N70,0,0,28030
N70,0,0,28750
N70,0,0,29129
N70,0,0,29384
N70,0,0,29496
N70,0,0,29687
N70,0,0,29830
N70,0,0,29916
N70,0,0,30029
N70,0,0,30149
N70,0,0,30269
N70,0,0,30697
N70,0,0,30963
N70,0,0,31573
N70,0,0,31686
N70,0,0,32311
N70,0,0,33130
N70,0,0,33425
N70,0,0,33778
N70,0,0,33890
N70,0,0,34234
N70,0,0,34347
N70,0,0,34560
N70,0,0,34743
N70,0,0,35033
N70,0,0,35247
N70,0,0,35361
N70,0,0,35539
N70,0,0,35746
N70,0,0,36519
N70,0,0,37174
N70,0,0,37356
N70,0,0,37762
N70,0,0,37935
N70,0,0,38055
N70,0,0,38175
N70,0,0,38355
N70,0,0,38632
N70,0,0,38745
N70,0,0,38960
N70,0,0,39073
N70,0,0,39193
N70,0,0,39584
N70,0,0,39696
N70,0,0,39816
N70,0,0,39996
N70,0,0,40116
N70,0,0,40296
N70,0,0,40416
N70,0,0,40596
N70,0,0,40716
N70,0,0,40836
N70,0,0,40870
N70,0,0,40956
N70,0,0,41136
N70,0,0,41256
N70,0,0,41496
N70,0,0,41616
N70,0,0,41856
N70,0,0,42156
N70,0,0,42336
N70,0,0,42636
N70,0,0,42756
N70,0,0,42936
N70,0,0,43056
N70,0,0,43236
N70,0,0,43356
N70,0,0,43476
N70,0,0,43612
N70,0,0,43725
N70,0,0,44266
N70,0,0,44386
N70,0,0,44741
N70,0,0,45009
N70,0,0,45182
N70,0,0,45510
N70,0,0,45644
N70,0,0,45756
N70,0,0,45936
N70,0,0,46056
N70,0,0,46557
N70,0,0,46677
N70,0,0,48483
N70,0,0,48790
N70,0,0,48910
N70,0,0,50086
N70,0,0,51070
N70,0,0,51521
N70,0,0,51641
N70,0,0,51941
N70,0,0,52558
N70,0,0,52834
N70,0,0,52947
N70,0,0,53228
N70,0,0,53400
N70,0,0,53520
N70,0,0,53667
N70,0,0,53880
N70,0,0,54032
N70,0,0,54145
N70,0,0,54367
N70,0,0,54539
N70,0,0,54659
N70,0,0,54946
N70,0,0,55093
N70,0,0,55253
N70,0,0,55433
N70,0,0,55596
N70,0,0,55709
N70,0,0,55829
N70,0,0,56084
N70,0,0,56196
N70,0,0,56376
N70,0,0,56496
N70,0,0,56616
N70,0,0,56736
N70,0,0,56856
N70,0,0,56976
N70,0,0,57096
N70,0,0,57216
N70,0,0,57336
N70,0,0,57516
N70,0,0,57636
N70,0,0,57756
N70,0,0,58022
N70,0,0,58036
N70,0,0,58135
N70,0,0,58255
N70,0,0,58375
N70,0,0,58495
N70,0,0,58675
N70,0,0,58795
N70,0,0,59032
N70,0,0,59156
N70,0,0,59682
N70,0,0,59889
N70,0,0,60253
N70,0,0,60479
N70,0,0,60824
N70,0,0,60955
N70,0,0,61068
N70,0,0,61188
N70,0,0,61421
N70,0,0,61612
N70,0,0,61725
N70,0,0,61845
N70,0,0,61965
N70,0,0,62085
N70,0,0,62348
N70,0,0,62753
N70,0,0,63047
N70,0,0,63334
N70,0,0,63430
N70,0,0,63692
N70,0,0,64053
N70,0,0,64181
N70,0,0,64446
N70,0,0,64510
N70,0,0,64634
N70,0,0,64808
N70,0,0,64920
N70,0,0,65040
N70,0,0,65170
N70,0,0,65271
N70,0,0,65686
N70,0,0,65806
N70,0,0,66048
N70,0,0,66628
N70,0,0,66741
N70,0,0,66977
N70,0,0,67496
N70,0,0,67659
N70,0,0,67772
N70,0,0,68100
N70,0,0,68449
N70,0,0,68561
N70,0,0,68741
N70,0,0,68882
N70,0,0,69291
N70,0,0,69442
N70,0,0,70336
N70,0,0,70630
N70,0,0,70742
N70,0,0,70870
N70,0,0,71025
N70,0,0,71138
N70,0,0,71410
N70,0,0,71597
N70,0,0,72056
N70,0,0,73069
N70,0,0,73628
N70,0,0,74108
N70,0,0,74280
N70,0,0,74400
N70,0,0,75261
N70,0,0,75649
N70,0,0,75821
N70,0,0,76260
N70,0,0,76373
N70,0,0,76493
N70,0,0,76613
N70,0,0,76913
N70,0,0,77033
N70,0,0,77153
N70,0,0,77273
N70,0,0,77393
N70,0,0,77518
N70,0,0,77633
N70,0,0,77776
N70,0,0,77949
N70,0,0,78069
N70,0,0,78189
N70,0,0,78309
N70,0,0,78489
N70,0,0,78609
N70,0,0,78789
N70,0,0,79210
N70,0,0,79630
N70,0,0,79750
N70,0,0,79930
N70,0,0,80050
N70,0,0,80170
N70,0,0,80530
N70,0,0,80650
N70,0,0,80770
N70,0,0,80890
N70,0,0,81190
N70,0,0,81310
N70,0,0,81897
N70,0,0,82113
N70,0,0,82685
N70,0,0,82805
N70,0,0,82925
N70,0,0,83045
