* Currently node departure ,arrival and passing time after scheduling
* Node ID, Departure Time (sec), Arrival Time (sec), Passing Time (sec)
N84,0,0,44968
N84,0,0,45134
N84,0,0,45468
N84,0,0,45602
N84,0,0,45708
N84,0,0,46508
N84,0,0,46628
N84,0,0,48261
N84,0,0,48441
N84,0,0,48814
N84,0,0,50896
N84,0,0,51473
N84,0,0,51893
N84,0,0,52793
N84,0,0,52899
N84,0,0,53186
N84,0,0,53352
N84,0,0,53472
N84,0,0,53626
N84,0,0,53838
N84,0,0,53991
N84,0,0,54102
N84,0,0,54491
N84,0,0,54779
N84,0,0,54904
N84,0,0,55211
N84,0,0,55391
N84,0,0,55554
N84,0,0,56042
N84,0,0,56097
N84,0,0,56148
N84,0,0,56448
N84,0,0,56568
N84,0,0,56688
N84,0,0,56808
N84,0,0,57048
N84,0,0,57168
N84,0,0,57588
N84,0,0,57708
N84,0,0,58497
N84,0,0,58746
N84,0,0,58990
N84,0,0,59115
N84,0,0,59848
N84,0,0,60117
N84,0,0,60438
N84,0,0,60782
N84,0,0,60897
N84,0,0,60913
N84,0,0,61019
N84,0,0,61139
N84,0,0,61380
N84,0,0,61570
N84,0,0,61676
N84,0,0,61796
N84,0,0,62040
N84,0,0,62306
N84,0,0,62517
N84,0,0,62711
N84,0,0,63005
N84,0,0,64139
N84,0,0,64404
N84,0,0,64592
N84,0,0,64766
N84,0,0,64872
N84,0,0,64992
N84,0,0,65758
N84,0,0,66692
N84,0,0,66935
N84,0,0,67455
N84,0,0,67617
N84,0,0,68058
N84,0,0,68407
N84,0,0,68513
N84,0,0,69250
N84,0,0,69400
N84,0,0,70294
N84,0,0,70588
N84,0,0,70694
N84,0,0,70983
N84,0,0,71089
N84,0,0,71162
N84,0,0,71368
N84,0,0,72015
N84,0,0,72239
N84,0,0,72934
N84,0,0,73027
N84,0,0,74066
N84,0,0,74232
N84,0,0,74352
N84,0,0,75219
N84,0,0,75607
N84,0,0,76218
N84,0,0,76564
N84,0,0,76864
N84,0,0,76984
N84,0,0,77224
N84,0,0,77584
N84,0,0,77734
N84,0,0,77900
N84,0,0,78140
N84,0,0,78440
N84,0,0,78560
N84,0,0,78740
N84,0,0,79162
N84,0,0,79582
N84,0,0,79702
N84,0,0,80002
N84,0,0,80122
N84,0,0,80482
N84,0,0,80602
N84,0,0,80722
N84,0,0,81142
N84,0,0,81262
N84,0,0,82756
N84,0,0,82876
N84,0,0,82996
N84,0,0,83962
N85,0,0,1838
N85,0,0,3914
N85,0,0,13977
N85,0,0,15486
N85,0,0,16557
N85,0,0,21597
N85,0,0,25003
N85,0,0,25197
N85,0,0,26397
N85,0,0,28857
N85,0,0,29071
N85,0,0,29326
N85,0,0,29397
N85,0,0,29629
N85,0,0,29858
N85,0,0,30082
N85,0,0,30202
N85,0,0,30639
N85,0,0,30905
N85,0,0,31478
N85,0,0,31619
N85,0,0,31727
N85,0,0,32103
N85,0,0,33063
N85,0,0,33243
N85,0,0,33719
N85,0,0,33733
N85,0,0,33823
N85,0,0,34176
N85,0,0,34289
N85,0,0,34502
N85,0,0,34685
N85,0,0,34975
N85,0,0,35038
N85,0,0,35189
N85,0,0,35290
N85,0,0,35303
N85,0,0,35472
N85,0,0,36461
N85,0,0,36889
N85,0,0,37116
N85,0,0,37298
N85,0,0,37704
N85,0,0,38107
N85,0,0,38574
N85,0,0,38902
N85,0,0,39526
N85,0,0,39749
N85,0,0,40049
N85,0,0,40349
N85,0,0,40737
N85,0,0,40769
N85,0,0,40889
N85,0,0,41069
N85,0,0,41429
N85,0,0,41549
N85,0,0,41577
N85,0,0,41789
N85,0,0,42269
N85,0,0,42529
N85,0,0,42569
N85,0,0,42689
N85,0,0,42869
N85,0,0,42989
N85,0,0,43289
N85,0,0,43497
N85,0,0,43554
N85,0,0,44199
N85,0,0,44319
N85,0,0,44683
N85,0,0,44951
N85,0,0,45115
N85,0,0,45452
N85,0,0,45586
N85,0,0,45689
N85,0,0,46489
N85,0,0,46609
N85,0,0,47321
N85,0,0,48278
N85,0,0,48425
N85,0,0,48830
N85,0,0,49206
N85,0,0,49541
N85,0,0,50022
N85,0,0,50912
N85,0,0,51454
N85,0,0,51874
N85,0,0,52372
N85,0,0,52776
N85,0,0,52880
N85,0,0,53170
N85,0,0,53334
N85,0,0,53453
N85,0,0,53609
N85,0,0,53822
N85,0,0,53974
N85,0,0,54086
N85,0,0,54472
N85,0,0,54763
N85,0,0,54888
N85,0,0,55195
N85,0,0,55375
N85,0,0,55538
N85,0,0,56026
N85,0,0,56081
N85,0,0,56129
N85,0,0,56429
N85,0,0,56549
N85,0,0,56574
N85,0,0,56669
N85,0,0,56789
N85,0,0,57029
N85,0,0,57149
N85,0,0,57569
N85,0,0,57689
N85,0,0,58481
N85,0,0,58728
N85,0,0,58974
N85,0,0,59098
N85,0,0,59274
N85,0,0,59831
N85,0,0,60101
N85,0,0,60421
N85,0,0,60766
N85,0,0,60881
N85,0,0,60897
N85,0,0,61001
N85,0,0,61121
N85,0,0,61363
N85,0,0,61541
N85,0,0,61554
N85,0,0,61658
N85,0,0,61778
N85,0,0,62023
N85,0,0,62114
N85,0,0,62290
N85,0,0,62501
N85,0,0,62695
N85,0,0,62989
N85,0,0,64123
N85,0,0,64388
N85,0,0,64576
N85,0,0,64749
N85,0,0,64853
N85,0,0,64973
N85,0,0,65739
N85,0,0,66674
N85,0,0,66918
N85,0,0,67438
N85,0,0,67601
N85,0,0,68042
N85,0,0,68391
N85,0,0,68494
N85,0,0,68929
N85,0,0,69233
N85,0,0,69384
N85,0,0,70017
N85,0,0,70278
N85,0,0,70572
N85,0,0,70675
N85,0,0,70967
N85,0,0,71070
N85,0,0,71178
N85,0,0,71352
N85,0,0,71998
N85,0,0,72256
N85,0,0,72477
N85,0,0,72950
N85,0,0,73011
N85,0,0,73609
N85,0,0,74050
N85,0,0,74213
N85,0,0,74333
N85,0,0,74701
N85,0,0,75203
N85,0,0,75591
N85,0,0,76202
N85,0,0,76546
N85,0,0,76846
N85,0,0,76966
N85,0,0,77206
N85,0,0,77566
N85,0,0,77718
N85,0,0,77882
N85,0,0,78122
N85,0,0,78422
N85,0,0,78542
N85,0,0,78722
N85,0,0,79143
N85,0,0,79563
N85,0,0,79683
N85,0,0,79983
N85,0,0,80103
N85,0,0,80463
N85,0,0,80583
N85,0,0,80703
N85,0,0,81123
N85,0,0,81243
N85,0,0,82738
N85,0,0,82858
N85,0,0,82978
N85,0,0,83943
N85,0,0,84139
N86,0,0,1882
N86,0,0,3957
N86,0,0,15530
N86,0,0,16944
N86,0,0,18384
N86,0,0,20265
N86,0,0,24144
N86,0,0,24504
N86,0,0,27167
N86,0,0,27684
N86,0,0,28044
N86,0,0,28764
N86,0,0,29115
N86,0,0,29370
N86,0,0,29673
N86,0,0,29844
N86,0,0,29902
N86,0,0,30132
N86,0,0,30252
N86,0,0,30683
N86,0,0,30949
N86,0,0,31434
N86,0,0,31669
N86,0,0,31683
N86,0,0,33114
N86,0,0,33192
N86,0,0,33411
N86,0,0,33763
N86,0,0,33874
N86,0,0,34220
N86,0,0,34333
N86,0,0,34546
N86,0,0,34728
N86,0,0,35019
N86,0,0,35233
N86,0,0,35246
N86,0,0,35347
N86,0,0,35523
N86,0,0,35732
N86,0,0,36505
N86,0,0,37160
N86,0,0,37342
N86,0,0,37748
N86,0,0,38038
N86,0,0,38158
N86,0,0,38338
N86,0,0,38618
N86,0,0,38729
N86,0,0,38946
N86,0,0,39176
N86,0,0,39570
N86,0,0,39800
N86,0,0,40100
N86,0,0,40400
N86,0,0,40820
N86,0,0,40884
N86,0,0,40940
N86,0,0,41120
N86,0,0,41480
N86,0,0,41600
N86,0,0,41840
N86,0,0,42320
N86,0,0,42620
N86,0,0,42740
N86,0,0,42920
N86,0,0,43040
N86,0,0,43340
N86,0,0,43598
N86,0,0,44250
N86,0,0,44370
N86,0,0,44727
N86,0,0,44995
N86,0,0,45166
N86,0,0,45496
N86,0,0,45630
N86,0,0,45740
N86,0,0,46540
N86,0,0,46660
N86,0,0,48234
N86,0,0,48469
N86,0,0,48786
N86,0,0,48804
N86,0,0,48924
N86,0,0,50868
N86,0,0,51084
N86,0,0,51505
N86,0,0,51925
N86,0,0,52820
N86,0,0,52931
N86,0,0,53213
N86,0,0,53384
N86,0,0,53504
N86,0,0,53653
N86,0,0,53866
N86,0,0,54018
N86,0,0,54130
N86,0,0,54523
N86,0,0,54807
N86,0,0,54932
N86,0,0,55239
N86,0,0,55419
N86,0,0,55582
N86,0,0,55692
N86,0,0,55812
N86,0,0,56070
N86,0,0,56125
N86,0,0,56180
N86,0,0,56480
N86,0,0,56600
N86,0,0,56720
N86,0,0,56840
N86,0,0,57080
N86,0,0,57200
N86,0,0,57620
N86,0,0,57740
N86,0,0,58050
N86,0,0,58525
N86,0,0,58778
N86,0,0,59018
N86,0,0,59142
N86,0,0,59875
N86,0,0,60145
N86,0,0,60465
N86,0,0,60810
N86,0,0,60925
N86,0,0,60941
N86,0,0,61051
N86,0,0,61171
N86,0,0,61407
N86,0,0,61598
N86,0,0,61708
N86,0,0,61828
N86,0,0,62068
N86,0,0,62333
N86,0,0,62545
N86,0,0,62739
N86,0,0,63033
N86,0,0,63444
N86,0,0,64167
N86,0,0,64432
N86,0,0,64524
N86,0,0,64620
N86,0,0,64793
N86,0,0,64904
N86,0,0,65024
N86,0,0,65184
N86,0,0,65670
N86,0,0,65790
N86,0,0,66724
N86,0,0,66962
N86,0,0,67482
N86,0,0,67645
N86,0,0,67755
N86,0,0,68086
N86,0,0,68434
N86,0,0,68545
N86,0,0,68725
N86,0,0,68868
N86,0,0,69277
N86,0,0,69428
N86,0,0,70322
N86,0,0,70616
N86,0,0,70726
N86,0,0,70884
N86,0,0,71011
N86,0,0,71121
N86,0,0,71134
N86,0,0,71396
N86,0,0,71583
N86,0,0,72042
N86,0,0,72212
N86,0,0,72906
N86,0,0,73055
N86,0,0,73614
N86,0,0,74093
N86,0,0,74264
N86,0,0,74384
N86,0,0,75247
N86,0,0,75634
N86,0,0,76246
N86,0,0,76476
N86,0,0,76596
N86,0,0,76896
N86,0,0,77016
N86,0,0,77256
N86,0,0,77376
N86,0,0,77616
N86,0,0,77762
N86,0,0,77932
N86,0,0,78172
N86,0,0,78292
N86,0,0,78472
N86,0,0,78592
N86,0,0,78772
N86,0,0,79194
N86,0,0,79614
N86,0,0,79734
N86,0,0,80034
N86,0,0,80154
N86,0,0,80514
N86,0,0,80634
N86,0,0,80754
N86,0,0,81174
N86,0,0,81294
N86,0,0,82788
N86,0,0,82908
N86,0,0,83028
N86,0,0,83994
N86,0,0,84430
N87,0,0,16968
N87,0,0,18408
N87,0,0,20289
N87,0,0,24168
N87,0,0,24528
N87,0,0,27190
N87,0,0,27708
N87,0,0,28068
N87,0,0,28788
N87,0,0,29868
N87,0,0,31410
N87,0,0,31655
N87,0,0,33164
N87,0,0,33387
N87,0,0,35218
N87,0,0,35708
N87,0,0,38011
N87,0,0,38311
N87,0,0,38701
N87,0,0,39149
N87,0,0,40908
N87,0,0,48210
N87,0,0,48762
N87,0,0,48828
N87,0,0,48948
N87,0,0,50844
N87,0,0,51108
N87,0,0,54830
N87,0,0,55665
N87,0,0,55785
N87,0,0,56148
N87,0,0,58074
N87,0,0,58548
N87,0,0,60168
N87,0,0,60948
N87,0,0,62568
N87,0,0,63468
N87,0,0,64548
N87,0,0,65208
N87,0,0,65642
N87,0,0,67728
N87,0,0,68697
N87,0,0,68844
N87,0,0,70908
N87,0,0,71107
N87,0,0,71559
N87,0,0,72188
N87,0,0,72882
N87,0,0,73590
N87,0,0,76449
N87,0,0,77349
N87,0,0,78265
N87,0,0,84454
N88,0,0,0
N89,0,0,1799
N89,0,0,3875
N89,0,0,15447
N89,0,0,24964
N89,0,0,29032
N89,0,0,29287
N89,0,0,29819
N89,0,0,30037
N89,0,0,30157
N89,0,0,30600
N89,0,0,30866
N89,0,0,31517
N89,0,0,31579
N89,0,0,31766
N89,0,0,32148
N89,0,0,32568
N89,0,0,33018
N89,0,0,33288
N89,0,0,33680
N89,0,0,33772
N89,0,0,34137
N89,0,0,34250
N89,0,0,34463
N89,0,0,34646
N89,0,0,34936
N89,0,0,35083
N89,0,0,35150
N89,0,0,35329
N89,0,0,35411
N89,0,0,36928
N89,0,0,37077
N89,0,0,37259
N89,0,0,37665
N89,0,0,38062
N89,0,0,38535
N89,0,0,38863
N89,0,0,39311
N89,0,0,39487
N89,0,0,39704
N89,0,0,40304
N89,0,0,40724
N89,0,0,40844
N89,0,0,41024
N89,0,0,41384
N89,0,0,41504
N89,0,0,41744
N89,0,0,42224
N89,0,0,42524
N89,0,0,42644
N89,0,0,42824
N89,0,0,43244
N89,0,0,43515
N89,0,0,43624
N89,0,0,44154
N89,0,0,44274
N89,0,0,44644
N89,0,0,44912
N89,0,0,45070
N89,0,0,45413
N89,0,0,45547
N89,0,0,45644
N89,0,0,46444
N89,0,0,46564
N89,0,0,47282
N89,0,0,48317
N89,0,0,48386
N89,0,0,48869
N89,0,0,49251
N89,0,0,49580
N89,0,0,50304
N89,0,0,50951
N89,0,0,51413
N89,0,0,51952
N89,0,0,52230
N89,0,0,52737
N89,0,0,53131
N89,0,0,53295
N89,0,0,53408
N89,0,0,53570
N89,0,0,53783
N89,0,0,53935
N89,0,0,54047
N89,0,0,54062
N89,0,0,54427
N89,0,0,54724
N89,0,0,54849
N89,0,0,55156
N89,0,0,55336
N89,0,0,55499
N89,0,0,55987
N89,0,0,56042
N89,0,0,56084
N89,0,0,56164
N89,0,0,56504
N89,0,0,56535
N89,0,0,56624
N89,0,0,56744
N89,0,0,56984
N89,0,0,57422
N89,0,0,57524
N89,0,0,57644
N89,0,0,58442
N89,0,0,58683
N89,0,0,58935
N89,0,0,59042
N89,0,0,59059
N89,0,0,59235
N89,0,0,59792
N89,0,0,60062
N89,0,0,60727
N89,0,0,60842
N89,0,0,60855
N89,0,0,60959
N89,0,0,61075
N89,0,0,61324
N89,0,0,61502
N89,0,0,61613
N89,0,0,61733
N89,0,0,61984
N89,0,0,62251
N89,0,0,62462
N89,0,0,62656
N89,0,0,62822
N89,0,0,64084
N89,0,0,64349
N89,0,0,64537
N89,0,0,64710
N89,0,0,64808
N89,0,0,64928
N89,0,0,65694
N89,0,0,66628
N89,0,0,67399
N89,0,0,68003
N89,0,0,68352
N89,0,0,68972
N89,0,0,69194
N89,0,0,69345
N89,0,0,70239
N89,0,0,70304
N89,0,0,70533
N89,0,0,70630
N89,0,0,70928
N89,0,0,70993
N89,0,0,71217
N89,0,0,71959
N89,0,0,72295
N89,0,0,72989
N89,0,0,73648
N89,0,0,74011
N89,0,0,74168
N89,0,0,74288
N89,0,0,74740
N89,0,0,75164
N89,0,0,75552
N89,0,0,76163
N89,0,0,76500
N89,0,0,76800
N89,0,0,76920
N89,0,0,77160
N89,0,0,77520
N89,0,0,77679
N89,0,0,77837
N89,0,0,78077
N89,0,0,78377
N89,0,0,78497
N89,0,0,78677
N89,0,0,79098
N89,0,0,79518
N89,0,0,79638
N89,0,0,79938
N89,0,0,80058
N89,0,0,80418
N89,0,0,80538
N89,0,0,81078
N89,0,0,81198
N89,0,0,82692
N89,0,0,82812
N89,0,0,82932
N90,0,0,3826
N90,0,0,8510
N90,0,0,14630
N90,0,0,15399
N90,0,0,16730
N90,0,0,17090
N90,0,0,17390
N90,0,0,17990
N90,0,0,18170
N90,0,0,18710
N90,0,0,19391
N90,0,0,20652
N90,0,0,20930
N90,0,0,21110
N90,0,0,21290
N90,0,0,21890
N90,0,0,22070
N90,0,0,22190
N90,0,0,22730
N90,0,0,22850
N90,0,0,23210
N90,0,0,23955
N90,0,0,24257
N90,0,0,25370
N90,0,0,26150
N90,0,0,26570
N90,0,0,28370
N90,0,0,28610
N90,0,0,28970
N90,0,0,28984
N90,0,0,29210
N90,0,0,29510
N90,0,0,30410
N90,0,0,31370
N90,0,0,31610
N90,0,0,32031
N90,0,0,33564
N90,0,0,34306
N90,0,0,34320
N90,0,0,34550
N90,0,0,34730
N90,0,0,35270
N90,0,0,35714
N90,0,0,36756
N90,0,0,36875
N90,0,0,37370
N90,0,0,37970
N90,0,0,38026
N90,0,0,38295
N90,0,0,38378
N90,0,0,38990
N90,0,0,39410
N90,0,0,39434
N90,0,0,40610
N90,0,0,40696
N90,0,0,40788
N90,0,0,41235
N90,0,0,41297
N90,0,0,41862
N90,0,0,42168
N90,0,0,42595
N90,0,0,42768
N90,0,0,42977
N90,0,0,44592
N90,0,0,45017
N90,0,0,46250
N90,0,0,46430
N90,0,0,46944
N90,0,0,47206
N90,0,0,47626
N90,0,0,48050
N90,0,0,48154
N90,0,0,48410
N90,0,0,48424
N90,0,0,49070
N90,0,0,49490
N90,0,0,49784
N90,0,0,49895
N90,0,0,50255
N90,0,0,50495
N90,0,0,50679
N90,0,0,50930
N90,0,0,52485
N90,0,0,52605
N90,0,0,52725
N90,0,0,52845
N90,0,0,53170
N90,0,0,54890
N90,0,0,55730
N90,0,0,56090
N90,0,0,56390
N90,0,0,56928
N90,0,0,56990
N90,0,0,57468
N90,0,0,58670
N90,0,0,58790
N90,0,0,59090
N90,0,0,59176
N90,0,0,59270
N90,0,0,59570
N90,0,0,59810
N90,0,0,60410
N90,0,0,61019
N90,0,0,61190
N90,0,0,61850
N90,0,0,61995
N90,0,0,62210
N90,0,0,62990
N90,0,0,63650
N90,0,0,63950
N90,0,0,64752
N90,0,0,65638
N90,0,0,66072
N90,0,0,66650
N90,0,0,67095
N90,0,0,67430
N90,0,0,67610
N90,0,0,68090
N90,0,0,68270
N90,0,0,68690
N90,0,0,68870
N90,0,0,69634
N90,0,0,69710
N90,0,0,69890
N90,0,0,70250
N90,0,0,70490
N90,0,0,71390
N90,0,0,71903
N90,0,0,72350
N90,0,0,72590
N90,0,0,72710
N90,0,0,73550
N90,0,0,73850
N90,0,0,74210
N90,0,0,74330
N90,0,0,74690
N90,0,0,74810
N90,0,0,74990
N90,0,0,75110
N90,0,0,75530
N90,0,0,76744
N90,0,0,77810
N90,0,0,78410
N90,0,0,78440
N90,0,0,79042
N90,0,0,82876
N91,0,0,1763
N91,0,0,2224
N91,0,0,3839
N91,0,0,15411
N91,0,0,17584
N91,0,0,18544
N91,0,0,19286
N91,0,0,19764
N91,0,0,20784
N91,0,0,22384
N91,0,0,23726
N91,0,0,24626
N91,0,0,24928
N91,0,0,28996
N91,0,0,29251
N91,0,0,29783
N91,0,0,30564
N91,0,0,30830
N91,0,0,32224
N91,0,0,33530
N91,0,0,34212
N91,0,0,38499
N91,0,0,38827
N91,0,0,39451
N91,0,0,40802
N91,0,0,41702
N91,0,0,42182
N91,0,0,42482
N91,0,0,42782
N91,0,0,42955
N91,0,0,43202
N91,0,0,43346
N91,0,0,43479
N91,0,0,43588
N91,0,0,44112
N91,0,0,44232
N91,0,0,44608
N91,0,0,44876
N91,0,0,45364
N91,0,0,45377
N91,0,0,45511
N91,0,0,47246
N91,0,0,48350
N91,0,0,50388
N91,0,0,50748
N91,0,0,51364
N91,0,0,51759
N91,0,0,53259
N91,0,0,53366
N91,0,0,53788
N91,0,0,53899
N91,0,0,54026
N91,0,0,54385
N91,0,0,54688
N91,0,0,55300
N91,0,0,55951
N91,0,0,56006
N91,0,0,56128
N91,0,0,56462
N91,0,0,56499
N91,0,0,56702
N91,0,0,56942
N91,0,0,57386
N91,0,0,57482
N91,0,0,58406
N91,0,0,58899
N91,0,0,59006
N91,0,0,59199
N91,0,0,59426
N91,0,0,59756
N91,0,0,59944
N91,0,0,60026
N91,0,0,60184
N91,0,0,60691
N91,0,0,60806
N91,0,0,60819
N91,0,0,61034
N91,0,0,61466
N91,0,0,61571
N91,0,0,61646
N91,0,0,61691
N91,0,0,62404
N91,0,0,62426
N91,0,0,62786
N91,0,0,64048
N91,0,0,64501
N91,0,0,64766
N91,0,0,65652
N91,0,0,70684
N91,0,0,71644
N91,0,0,71944
N91,0,0,74126
N91,0,0,76759
N91,0,0,76879
N91,0,0,77479
N91,0,0,77795
N91,0,0,78184
N91,0,0,78455
N91,0,0,78544
N91,0,0,79056
N91,0,0,79596
N91,0,0,79896
N91,0,0,80376
N91,0,0,80524
N91,0,0,81156
N91,0,0,82891
N92,0,0,1775
N92,0,0,2235
N92,0,0,3850
N92,0,0,15422
N92,0,0,17595
N92,0,0,18555
N92,0,0,19297
N92,0,0,19776
N92,0,0,20796
N92,0,0,22395
N92,0,0,23737
N92,0,0,24637
N92,0,0,24939
N92,0,0,29007
N92,0,0,29262
N92,0,0,29795
N92,0,0,30008
N92,0,0,30128
N92,0,0,30575
N92,0,0,30841
N92,0,0,31114
N92,0,0,31541
N92,0,0,31555
N92,0,0,31790
N92,0,0,32176
N92,0,0,32235
N92,0,0,32596
N92,0,0,32989
N92,0,0,33316
N92,0,0,33541
N92,0,0,33656
N92,0,0,33797
N92,0,0,34112
N92,0,0,34126
N92,0,0,34212
N92,0,0,34225
N92,0,0,34438
N92,0,0,34621
N92,0,0,34911
N92,0,0,35112
N92,0,0,35125
N92,0,0,35353
N92,0,0,35439
N92,0,0,36039
N92,0,0,36953
N92,0,0,37053
N92,0,0,37235
N92,0,0,37640
N92,0,0,37915
N92,0,0,38034
N92,0,0,38511
N92,0,0,38838
N92,0,0,39220
N92,0,0,39340
N92,0,0,39462
N92,0,0,39676
N92,0,0,40276
N92,0,0,40696
N92,0,0,40816
N92,0,0,40996
N92,0,0,41356
N92,0,0,41476
N92,0,0,41716
N92,0,0,42196
N92,0,0,42496
N92,0,0,42616
N92,0,0,42796
N92,0,0,42967
N92,0,0,43216
N92,0,0,43357
N92,0,0,43491
N92,0,0,43599
N92,0,0,44126
N92,0,0,44246
N92,0,0,44619
N92,0,0,44888
N92,0,0,45041
N92,0,0,45375
N92,0,0,45388
N92,0,0,45522
N92,0,0,45616
N92,0,0,46416
N92,0,0,46536
N92,0,0,47257
N92,0,0,47472
N92,0,0,47784
N92,0,0,48341
N92,0,0,48361
N92,0,0,48694
N92,0,0,48894
N92,0,0,49280
N92,0,0,49605
N92,0,0,50044
N92,0,0,50329
N92,0,0,50400
N92,0,0,50760
N92,0,0,50975
N92,0,0,51375
N92,0,0,51388
N92,0,0,51771
N92,0,0,51976
N92,0,0,52255
N92,0,0,52713
N92,0,0,53106
N92,0,0,53271
N92,0,0,53379
N92,0,0,53546
N92,0,0,53758
N92,0,0,53799
N92,0,0,53911
N92,0,0,54022
N92,0,0,54037
N92,0,0,54398
N92,0,0,54699
N92,0,0,54824
N92,0,0,55132
N92,0,0,55311
N92,0,0,55474
N92,0,0,55962
N92,0,0,56017
N92,0,0,56056
N92,0,0,56139
N92,0,0,56476
N92,0,0,56511
N92,0,0,56596
N92,0,0,56716
N92,0,0,56956
N92,0,0,57397
N92,0,0,57496
N92,0,0,57616
N92,0,0,58417
N92,0,0,58654
N92,0,0,58910
N92,0,0,59017
N92,0,0,59035
N92,0,0,59210
N92,0,0,59437
N92,0,0,59768
N92,0,0,59955
N92,0,0,60037
N92,0,0,60195
N92,0,0,60702
N92,0,0,60817
N92,0,0,60830
N92,0,0,60934
N92,0,0,61047
N92,0,0,61300
N92,0,0,61477
N92,0,0,61584
N92,0,0,61657
N92,0,0,61704
N92,0,0,61960
N92,0,0,62226
N92,0,0,62415
N92,0,0,62437
N92,0,0,62632
N92,0,0,62797
N92,0,0,64059
N92,0,0,64324
N92,0,0,64513
N92,0,0,64686
N92,0,0,64779
N92,0,0,64903
N92,0,0,65666
N92,0,0,66600
N92,0,0,67375
N92,0,0,67978
N92,0,0,68327
N92,0,0,68854
N92,0,0,69000
N92,0,0,69170
N92,0,0,69320
N92,0,0,70215
N92,0,0,70329
N92,0,0,70415
N92,0,0,70508
N92,0,0,70602
N92,0,0,70695
N92,0,0,70708
N92,0,0,70903
N92,0,0,71017
N92,0,0,71242
N92,0,0,71628
N92,0,0,71655
N92,0,0,71935
N92,0,0,71955
N92,0,0,72319
N92,0,0,73014
N92,0,0,73673
N92,0,0,73986
N92,0,0,74139
N92,0,0,74259
N92,0,0,74765
N92,0,0,75139
N92,0,0,75527
N92,0,0,76138
N92,0,0,76472
N92,0,0,76772
N92,0,0,76892
N92,0,0,77132
N92,0,0,77492
N92,0,0,77654
N92,0,0,77808
N92,0,0,78048
N92,0,0,78195
N92,0,0,78348
N92,0,0,78468
N92,0,0,78555
N92,0,0,78648
N92,0,0,79069
N92,0,0,79489
N92,0,0,79609
N92,0,0,79909
N92,0,0,80029
N92,0,0,80389
N92,0,0,80509
N92,0,0,80535
N92,0,0,81049
N92,0,0,81169
N92,0,0,82664
N92,0,0,82784
N92,0,0,82904
N94,0,0,1716
N94,0,0,14666
N94,0,0,16766
N94,0,0,17126
N94,0,0,17426
N94,0,0,18026
N94,0,0,18206
N94,0,0,18746
N94,0,0,19427
N94,0,0,20688
N94,0,0,20966
N94,0,0,21146
N94,0,0,21926
N94,0,0,22106
N94,0,0,22226
N94,0,0,22766
N94,0,0,22886
N94,0,0,23919
N94,0,0,24221
N94,0,0,24641
N94,0,0,25406
N94,0,0,26186
N94,0,0,26606
N94,0,0,28406
N94,0,0,29006
N94,0,0,29546
N94,0,0,29736
N94,0,0,30782
N94,0,0,31406
N94,0,0,31646
N94,0,0,32073
N94,0,0,33606
N94,0,0,34348
N94,0,0,34362
N94,0,0,34586
N94,0,0,34766
N94,0,0,35306
N94,0,0,35756
N94,0,0,36176
N94,0,0,36792
N94,0,0,36911
N94,0,0,37406
N94,0,0,37590
N94,0,0,38006
N94,0,0,38062
N94,0,0,38331
N94,0,0,38420
N94,0,0,39026
N94,0,0,39446
N94,0,0,39476
N94,0,0,40646
N94,0,0,40660
N94,0,0,40719
N94,0,0,41199
N94,0,0,41261
N94,0,0,41647
N94,0,0,41898
N94,0,0,42427
N94,0,0,42559
N94,0,0,42941
N94,0,0,43779
N94,0,0,44560
N94,0,0,44628
N94,0,0,44861
N94,0,0,44981
N94,0,0,45281
N94,0,0,46286
N94,0,0,46466
N94,0,0,46980
N94,0,0,47248
N94,0,0,47368
N94,0,0,47668
N94,0,0,47968
N94,0,0,48086
N94,0,0,48191
N94,0,0,48302
N94,0,0,48446
N94,0,0,48460
N94,0,0,49106
N94,0,0,49526
N94,0,0,49820
N94,0,0,49908
N94,0,0,50291
N94,0,0,50531
N94,0,0,50715
N94,0,0,50966
N94,0,0,52521
N94,0,0,52641
N94,0,0,52881
N94,0,0,53134
N94,0,0,53311
N94,0,0,54330
N94,0,0,54579
N94,0,0,54926
N94,0,0,56126
N94,0,0,56407
N94,0,0,56426
N94,0,0,57026
N94,0,0,57519
N94,0,0,58706
N94,0,0,58826
N94,0,0,59126
N94,0,0,59140
N94,0,0,59306
N94,0,0,59606
N94,0,0,59799
N94,0,0,59846
N94,0,0,60770
N94,0,0,61226
N94,0,0,61636
N94,0,0,61886
N94,0,0,61959
N94,0,0,63026
N94,0,0,63686
N94,0,0,63986
N94,0,0,64000
N94,0,0,66686
N94,0,0,67059
N94,0,0,67181
N94,0,0,67466
N94,0,0,67646
N94,0,0,68126
N94,0,0,68726
N94,0,0,68906
N94,0,0,69671
N94,0,0,69746
N94,0,0,69926
N94,0,0,70286
N94,0,0,71426
N94,0,0,71944
N94,0,0,72386
N94,0,0,72626
N94,0,0,72746
N94,0,0,73886
N94,0,0,74246
N94,0,0,74366
N94,0,0,74726
N94,0,0,74846
N94,0,0,75026
N94,0,0,75566
N94,0,0,76824
N94,0,0,77740
N94,0,0,79541
N95,0,0,1727
N95,0,0,14678
N95,0,0,16778
N95,0,0,17138
N95,0,0,17438
N95,0,0,18038
N95,0,0,18218
N95,0,0,18758
N95,0,0,19438
N95,0,0,20978
N95,0,0,21158
N95,0,0,21938
N95,0,0,22118
N95,0,0,22778
N95,0,0,23690
