* Delay is in the first row of each flight.
* Flight ID,Address,Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%),Delay (seconds)
AIH321,HL8271,B734,M,ARR,N,780,789,9,XXXX,33R,Rwy7,5,0,0
AIH321,HL8271,B734,M,ARR,N,789,796,6,Rwy7,Rwy6,Rwy5,4,0,-
AIH321,HL8271,B734,M,ARR,N,796,802,6,Rwy6,Rwy5,Rwy4,4,0,-
AIH321,HL8271,B734,M,ARR,N,802,845,42,Rwy5,Rwy4,Rwy3,4,0,-
AIH321,HL8271,B734,M,ARR,N,845,860,14,Rwy4,Rwy3,Tx8,4,0,-
AIH321,HL8271,B734,M,ARR,N,860,918,58,Rwy3,Tx8,Tx3,5,0,-
AIH321,HL8271,B734,M,ARR,N,918,1070,151,Tx8,Tx3,gate113,4,0,-
AIH321,HL8271,B734,M,ARR,N,1070,1228,158,gate113,G644,XXXX,4,0,-
KAL854,HL7764,B772,H,ARR,N,1740,1749,9,XXXX,33R,Rwy7,5,0,0
KAL854,HL7764,B772,H,ARR,N,1749,1756,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL854,HL7764,B772,H,ARR,N,1756,1762,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL854,HL7764,B772,H,ARR,N,1762,1805,42,Rwy5,Rwy4,Tx15,4,0,-
KAL854,HL7764,B772,H,ARR,N,1805,1851,45,Rwy4,Tx15,Tx23,5,0,-
KAL854,HL7764,B772,H,ARR,N,1851,1953,102,Tx15,Tx23,Tx30,5,0,-
KAL854,HL7764,B772,H,ARR,N,1953,1981,27,Tx23,Tx30,Tx38,4,0,-
KAL854,HL7764,B772,H,ARR,N,1981,2004,22,Tx30,Tx38,Tx53,5,0,-
KAL854,HL7764,B772,H,ARR,N,2004,2011,6,Tx38,Tx53,Tx54,4,0,-
KAL854,HL7764,B772,H,ARR,N,2011,2071,60,Tx53,Tx54,Tx71,5,0,-
KAL854,HL7764,B772,H,ARR,N,2071,2084,12,Tx54,Tx71,Tx100,4,0,-
KAL854,HL7764,B772,H,ARR,N,2084,2099,15,Tx71,Tx100,Tx203,5,0,-
KAL854,HL7764,B772,H,ARR,N,2099,2109,10,Tx100,Tx203,Tx204,4,0,-
KAL854,HL7764,B772,H,ARR,N,2109,2120,10,Tx203,Tx204,Tx205,4,0,-
KAL854,HL7764,B772,H,ARR,N,2120,2150,30,Tx204,Tx205,Tx206,5,0,-
KAL854,HL7764,B772,H,ARR,N,2150,2161,10,Tx205,Tx206,Tx207,4,0,-
KAL854,HL7764,B772,H,ARR,N,2161,2173,12,Tx206,Tx207,Tx123,4,0,-
KAL854,HL7764,B772,H,ARR,N,2173,2224,50,Tx207,Tx123,Tx214,4,0,-
KAL854,HL7764,B772,H,ARR,N,2224,2235,11,Tx123,Tx214,gate23,5,0,-
KAL854,HL7764,B772,H,ARR,N,2235,2390,154,gate23,G27,XXXX,4,0,-
CES7557,B5858,B738,M,ARR,N,2460,2469,9,XXXX,33R,Rwy7,5,0,0
CES7557,B5858,B738,M,ARR,N,2469,2476,6,Rwy7,Rwy6,Rwy5,4,0,-
CES7557,B5858,B738,M,ARR,N,2476,2482,6,Rwy6,Rwy5,Rwy4,4,0,-
CES7557,B5858,B738,M,ARR,N,2482,2525,42,Rwy5,Rwy4,Tx15,4,0,-
CES7557,B5858,B738,M,ARR,N,2525,2571,45,Rwy4,Tx15,Tx23,5,0,-
CES7557,B5858,B738,M,ARR,N,2571,2673,102,Tx15,Tx23,Tx30,5,0,-
CES7557,B5858,B738,M,ARR,N,2673,2701,27,Tx23,Tx30,Tx38,4,0,-
CES7557,B5858,B738,M,ARR,N,2701,2724,22,Tx30,Tx38,Tx53,5,0,-
CES7557,B5858,B738,M,ARR,N,2724,2731,6,Tx38,Tx53,Tx54,4,0,-
CES7557,B5858,B738,M,ARR,N,2731,2791,60,Tx53,Tx54,Tx71,5,0,-
CES7557,B5858,B738,M,ARR,N,2791,2804,12,Tx54,Tx71,Tx100,4,0,-
CES7557,B5858,B738,M,ARR,N,2804,2819,15,Tx71,Tx100,Tx203,5,0,-
CES7557,B5858,B738,M,ARR,N,2819,2829,10,Tx100,Tx203,Tx204,4,0,-
CES7557,B5858,B738,M,ARR,N,2829,2840,10,Tx203,Tx204,Tx114,4,0,-
CES7557,B5858,B738,M,ARR,N,2840,2913,73,Tx204,Tx114,gate69,4,0,-
CES7557,B5858,B738,M,ARR,N,2913,2973,59,gate69,G118,XXXX,4,0,-
PAC963,N454PA,B744,H,ARR,N,3000,3009,9,XXXX,33R,Rwy7,5,0,0
PAC963,N454PA,B744,H,ARR,N,3009,3016,6,Rwy7,Rwy6,Rwy5,4,0,-
PAC963,N454PA,B744,H,ARR,N,3016,3022,6,Rwy6,Rwy5,Rwy4,4,0,-
PAC963,N454PA,B744,H,ARR,N,3022,3065,42,Rwy5,Rwy4,Rwy3,4,0,-
PAC963,N454PA,B744,H,ARR,N,3065,3080,14,Rwy4,Rwy3,Tx8,4,0,-
PAC963,N454PA,B744,H,ARR,N,3080,3138,58,Rwy3,Tx8,Tx3,5,0,-
PAC963,N454PA,B744,H,ARR,N,3138,3290,151,Tx8,Tx3,gate113,4,0,-
PAC963,N454PA,B744,H,ARR,N,3290,3448,158,gate113,G644,XXXX,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3600,3609,9,XXXX,33R,Rwy7,5,0,0
GEC8410,DALCM,MD11,H,ARR,N,3609,3616,6,Rwy7,Rwy6,Rwy5,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3616,3622,6,Rwy6,Rwy5,Rwy4,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3622,3665,42,Rwy5,Rwy4,Rwy3,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3665,3680,14,Rwy4,Rwy3,Tx8,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3680,3738,58,Rwy3,Tx8,Tx3,5,0,-
GEC8410,DALCM,MD11,H,ARR,N,3738,3890,151,Tx8,Tx3,Tx4,4,0,-
GEC8410,DALCM,MD11,H,ARR,N,3890,4036,146,Tx3,Tx4,gate112,5,0,-
GEC8410,DALCM,MD11,H,ARR,N,4036,4305,268,gate112,G615,XXXX,4,0,-
HKE614,BLCD,A320,M,ARR,N,8040,8049,9,XXXX,33R,Rwy7,5,0,0
HKE614,BLCD,A320,M,ARR,N,8049,8056,6,Rwy7,Rwy6,Rwy5,4,0,-
HKE614,BLCD,A320,M,ARR,N,8056,8062,6,Rwy6,Rwy5,Rwy4,4,0,-
HKE614,BLCD,A320,M,ARR,N,8062,8105,42,Rwy5,Rwy4,Tx15,4,0,-
HKE614,BLCD,A320,M,ARR,N,8105,8151,45,Rwy4,Tx15,Tx23,5,0,-
HKE614,BLCD,A320,M,ARR,N,8151,8253,102,Tx15,Tx23,Tx30,5,0,-
HKE614,BLCD,A320,M,ARR,N,8253,8281,27,Tx23,Tx30,Tx38,4,0,-
HKE614,BLCD,A320,M,ARR,N,8281,8304,22,Tx30,Tx38,Tx53,5,0,-
HKE614,BLCD,A320,M,ARR,N,8304,8311,6,Tx38,Tx53,Tx54,4,0,-
HKE614,BLCD,A320,M,ARR,N,8311,8371,60,Tx53,Tx54,Tx71,5,0,-
HKE614,BLCD,A320,M,ARR,N,8371,8384,12,Tx54,Tx71,Tx100,4,0,-
HKE614,BLCD,A320,M,ARR,N,8384,8399,15,Tx71,Tx100,Tx203,5,0,-
HKE614,BLCD,A320,M,ARR,N,8399,8409,10,Tx100,Tx203,Tx204,4,0,-
HKE614,BLCD,A320,M,ARR,N,8409,8420,10,Tx203,Tx204,Tx205,4,0,-
HKE614,BLCD,A320,M,ARR,N,8420,8450,30,Tx204,Tx205,Tx206,5,0,-
HKE614,BLCD,A320,M,ARR,N,8450,8461,10,Tx205,Tx206,Tx120,4,0,-
HKE614,BLCD,A320,M,ARR,N,8461,8510,49,Tx206,Tx120,gate51,5,0,-
HKE614,BLCD,A320,M,ARR,N,8510,8549,39,gate51,G115,XXXX,4,0,-
AAR191,HL7507,B763,H,ARR,N,10320,10329,9,XXXX,33R,Rwy7,5,0,0
AAR191,HL7507,B763,H,ARR,N,10329,10336,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR191,HL7507,B763,H,ARR,N,10336,10342,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR191,HL7507,B763,H,ARR,N,10342,10385,42,Rwy5,Rwy4,Rwy3,4,0,-
AAR191,HL7507,B763,H,ARR,N,10385,10400,14,Rwy4,Rwy3,Tx8,4,0,-
AAR191,HL7507,B763,H,ARR,N,10400,10458,58,Rwy3,Tx8,Tx3,5,0,-
AAR191,HL7507,B763,H,ARR,N,10458,10610,151,Tx8,Tx3,Tx4,4,0,-
AAR191,HL7507,B763,H,ARR,N,10610,10756,146,Tx3,Tx4,gate112,5,0,-
AAR191,HL7507,B763,H,ARR,N,10756,11025,268,gate112,G615,XXXX,4,0,-
PAC224,N643GT,B763,H,ARR,N,13320,13329,9,XXXX,33R,Rwy7,5,0,0
PAC224,N643GT,B763,H,ARR,N,13329,13336,6,Rwy7,Rwy6,Rwy5,4,0,-
PAC224,N643GT,B763,H,ARR,N,13336,13342,6,Rwy6,Rwy5,Rwy4,4,0,-
PAC224,N643GT,B763,H,ARR,N,13342,13385,42,Rwy5,Rwy4,Rwy3,4,0,-
PAC224,N643GT,B763,H,ARR,N,13385,13400,14,Rwy4,Rwy3,Tx8,4,0,-
PAC224,N643GT,B763,H,ARR,N,13400,13458,58,Rwy3,Tx8,Tx3,5,0,-
PAC224,N643GT,B763,H,ARR,N,13458,13610,151,Tx8,Tx3,gate113,4,0,-
PAC224,N643GT,B763,H,ARR,N,13610,13768,158,gate113,G644,XXXX,4,0,-
KAL868,HL7525,A333,H,ARR,N,13500,13509,9,XXXX,33R,Rwy7,5,0,0
KAL868,HL7525,A333,H,ARR,N,13509,13516,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL868,HL7525,A333,H,ARR,N,13516,13522,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL868,HL7525,A333,H,ARR,N,13522,13565,42,Rwy5,Rwy4,Tx15,4,0,-
KAL868,HL7525,A333,H,ARR,N,13565,13611,45,Rwy4,Tx15,Tx23,5,0,-
KAL868,HL7525,A333,H,ARR,N,13611,13713,102,Tx15,Tx23,Tx30,5,0,-
KAL868,HL7525,A333,H,ARR,N,13713,13741,27,Tx23,Tx30,Tx38,4,0,-
KAL868,HL7525,A333,H,ARR,N,13741,13764,22,Tx30,Tx38,Tx53,5,0,-
KAL868,HL7525,A333,H,ARR,N,13764,13771,6,Tx38,Tx53,Tx54,4,0,-
KAL868,HL7525,A333,H,ARR,N,13771,13831,60,Tx53,Tx54,Tx71,5,0,-
KAL868,HL7525,A333,H,ARR,N,13831,13844,12,Tx54,Tx71,Tx100,4,0,-
KAL868,HL7525,A333,H,ARR,N,13844,13859,15,Tx71,Tx100,Tx203,5,0,-
KAL868,HL7525,A333,H,ARR,N,13859,13869,10,Tx100,Tx203,Tx204,4,0,-
KAL868,HL7525,A333,H,ARR,N,13869,13880,10,Tx203,Tx204,Tx205,4,0,-
KAL868,HL7525,A333,H,ARR,N,13880,13910,30,Tx204,Tx205,Tx206,5,0,-
KAL868,HL7525,A333,H,ARR,N,13910,13921,10,Tx205,Tx206,Tx207,4,0,-
KAL868,HL7525,A333,H,ARR,N,13921,13933,12,Tx206,Tx207,Tx208,4,0,-
KAL868,HL7525,A333,H,ARR,N,13933,13946,12,Tx207,Tx208,Tx209,4,0,-
KAL868,HL7525,A333,H,ARR,N,13946,13964,18,Tx208,Tx209,Tx210,4,0,-
KAL868,HL7525,A333,H,ARR,N,13964,13977,13,Tx209,Tx210,gate12,5,0,-
KAL868,HL7525,A333,H,ARR,N,13977,14028,51,gate12,G15,XXXX,5,0,-
KAL086,HL7612,A388,J,ARR,N,13920,13929,9,XXXX,33R,Rwy7,5,0,0
KAL086,HL7612,A388,J,ARR,N,13929,13936,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL086,HL7612,A388,J,ARR,N,13936,13942,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL086,HL7612,A388,J,ARR,N,13942,13985,42,Rwy5,Rwy4,Tx15,4,0,-
KAL086,HL7612,A388,J,ARR,N,13985,14031,45,Rwy4,Tx15,Tx23,5,0,-
KAL086,HL7612,A388,J,ARR,N,14031,14133,102,Tx15,Tx23,Tx30,5,0,-
KAL086,HL7612,A388,J,ARR,N,14133,14161,27,Tx23,Tx30,Tx38,4,0,-
KAL086,HL7612,A388,J,ARR,N,14161,14184,22,Tx30,Tx38,Tx53,5,0,-
KAL086,HL7612,A388,J,ARR,N,14184,14191,6,Tx38,Tx53,Tx54,4,0,-
KAL086,HL7612,A388,J,ARR,N,14191,14251,60,Tx53,Tx54,Tx71,5,0,-
KAL086,HL7612,A388,J,ARR,N,14251,14264,12,Tx54,Tx71,Tx100,4,0,-
KAL086,HL7612,A388,J,ARR,N,14264,14279,15,Tx71,Tx100,Tx203,5,0,-
KAL086,HL7612,A388,J,ARR,N,14279,14289,10,Tx100,Tx203,Tx204,4,0,-
KAL086,HL7612,A388,J,ARR,N,14289,14300,10,Tx203,Tx204,Tx205,4,0,-
KAL086,HL7612,A388,J,ARR,N,14300,14330,30,Tx204,Tx205,Tx206,5,0,-
KAL086,HL7612,A388,J,ARR,N,14330,14341,10,Tx205,Tx206,Tx207,4,0,-
KAL086,HL7612,A388,J,ARR,N,14341,14353,12,Tx206,Tx207,Tx208,4,0,-
KAL086,HL7612,A388,J,ARR,N,14353,14366,12,Tx207,Tx208,Tx209,4,0,-
KAL086,HL7612,A388,J,ARR,N,14366,14384,18,Tx208,Tx209,gate14,4,0,-
KAL086,HL7612,A388,J,ARR,N,14384,14443,58,gate14,G17,XXXX,5,0,-
AAR322,HL8018,A321,M,ARR,N,14160,14169,9,XXXX,33R,Rwy7,5,0,0
AAR322,HL8018,A321,M,ARR,N,14169,14176,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR322,HL8018,A321,M,ARR,N,14176,14182,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR322,HL8018,A321,M,ARR,N,14182,14225,42,Rwy5,Rwy4,Tx15,4,0,-
AAR322,HL8018,A321,M,ARR,N,14225,14271,45,Rwy4,Tx15,Tx23,5,0,-
AAR322,HL8018,A321,M,ARR,N,14271,14373,102,Tx15,Tx23,Tx30,5,0,-
AAR322,HL8018,A321,M,ARR,N,14373,14401,27,Tx23,Tx30,Tx38,4,0,-
AAR322,HL8018,A321,M,ARR,N,14401,14424,22,Tx30,Tx38,Tx53,5,0,-
AAR322,HL8018,A321,M,ARR,N,14424,14431,6,Tx38,Tx53,Tx54,4,0,-
AAR322,HL8018,A321,M,ARR,N,14431,14491,60,Tx53,Tx54,Tx71,5,0,-
AAR322,HL8018,A321,M,ARR,N,14491,14504,12,Tx54,Tx71,Tx100,4,0,-
AAR322,HL8018,A321,M,ARR,N,14504,14519,15,Tx71,Tx100,Tx203,5,0,-
AAR322,HL8018,A321,M,ARR,N,14519,14529,10,Tx100,Tx203,Tx204,4,0,-
AAR322,HL8018,A321,M,ARR,N,14529,14540,10,Tx203,Tx204,Tx205,4,0,-
AAR322,HL8018,A321,M,ARR,N,14540,14570,30,Tx204,Tx205,Tx206,5,0,-
AAR322,HL8018,A321,M,ARR,N,14570,14581,10,Tx205,Tx206,Tx120,4,0,-
AAR322,HL8018,A321,M,ARR,N,14581,14630,49,Tx206,Tx120,Tx121,5,0,-
AAR322,HL8018,A321,M,ARR,N,14630,14666,36,Tx120,Tx121,Tx215,5,0,-
AAR322,HL8018,A321,M,ARR,N,14666,14678,11,Tx121,Tx215,Tx216,5,0,-
AAR322,HL8018,A321,M,ARR,N,14678,14689,11,Tx215,Tx216,gate28,5,0,-
AAR322,HL8018,A321,M,ARR,N,14689,14757,67,gate28,G33,XXXX,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14460,14469,9,XXXX,33R,Rwy7,5,0,0
TWB9610,HL8237,B737,M,ARR,N,14469,14476,6,Rwy7,Rwy6,Rwy5,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14476,14482,6,Rwy6,Rwy5,Rwy4,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14482,14525,42,Rwy5,Rwy4,Tx15,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14525,14571,45,Rwy4,Tx15,Tx23,5,0,-
TWB9610,HL8237,B737,M,ARR,N,14571,14673,102,Tx15,Tx23,Tx30,5,0,-
TWB9610,HL8237,B737,M,ARR,N,14673,14701,27,Tx23,Tx30,Tx38,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14701,14724,22,Tx30,Tx38,Tx53,5,0,-
TWB9610,HL8237,B737,M,ARR,N,14724,14731,6,Tx38,Tx53,Tx54,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14731,14791,60,Tx53,Tx54,Tx71,5,0,-
TWB9610,HL8237,B737,M,ARR,N,14791,14804,12,Tx54,Tx71,Tx100,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14804,14819,15,Tx71,Tx100,Tx203,5,0,-
TWB9610,HL8237,B737,M,ARR,N,14819,14829,10,Tx100,Tx203,Tx204,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14829,14840,10,Tx203,Tx204,gate66,4,0,-
TWB9610,HL8237,B737,M,ARR,N,14840,14974,134,gate66,G110,XXXX,4,0,-
PAC927,N452PA,B744,H,ARR,N,15120,15129,9,XXXX,33R,Rwy7,5,0,0
PAC927,N452PA,B744,H,ARR,N,15129,15136,6,Rwy7,Rwy6,Rwy5,4,0,-
PAC927,N452PA,B744,H,ARR,N,15136,15142,6,Rwy6,Rwy5,Rwy4,4,0,-
PAC927,N452PA,B744,H,ARR,N,15142,15185,42,Rwy5,Rwy4,Rwy3,4,0,-
PAC927,N452PA,B744,H,ARR,N,15185,15200,14,Rwy4,Rwy3,Tx8,4,0,-
PAC927,N452PA,B744,H,ARR,N,15200,15258,58,Rwy3,Tx8,Tx3,5,0,-
PAC927,N452PA,B744,H,ARR,N,15258,15410,151,Tx8,Tx3,gate113,4,0,-
PAC927,N452PA,B744,H,ARR,N,15410,15568,158,gate113,G644,XXXX,4,0,-
JNA024,HL7561,B738,M,ARR,N,15300,15309,9,XXXX,33R,Rwy7,5,0,0
JNA024,HL7561,B738,M,ARR,N,15309,15316,6,Rwy7,Rwy6,Rwy5,4,0,-
JNA024,HL7561,B738,M,ARR,N,15316,15322,6,Rwy6,Rwy5,Rwy4,4,0,-
JNA024,HL7561,B738,M,ARR,N,15322,15365,42,Rwy5,Rwy4,Tx15,4,0,-
JNA024,HL7561,B738,M,ARR,N,15365,15411,45,Rwy4,Tx15,Tx23,5,0,-
JNA024,HL7561,B738,M,ARR,N,15411,15513,102,Tx15,Tx23,Tx30,5,0,-
JNA024,HL7561,B738,M,ARR,N,15513,15541,27,Tx23,Tx30,Tx38,4,0,-
JNA024,HL7561,B738,M,ARR,N,15541,15564,22,Tx30,Tx38,Tx53,5,0,-
JNA024,HL7561,B738,M,ARR,N,15564,15571,6,Tx38,Tx53,Tx54,4,0,-
JNA024,HL7561,B738,M,ARR,N,15571,15631,60,Tx53,Tx54,Tx71,5,0,-
JNA024,HL7561,B738,M,ARR,N,15631,15644,12,Tx54,Tx71,Tx100,4,0,-
JNA024,HL7561,B738,M,ARR,N,15644,15659,15,Tx71,Tx100,Tx203,5,0,-
JNA024,HL7561,B738,M,ARR,N,15659,15669,10,Tx100,Tx203,Tx204,4,0,-
JNA024,HL7561,B738,M,ARR,N,15669,15680,10,Tx203,Tx204,Tx114,4,0,-
JNA024,HL7561,B738,M,ARR,N,15680,15753,73,Tx204,Tx114,gate69,4,0,-
JNA024,HL7561,B738,M,ARR,N,15753,15813,59,gate69,G118,XXXX,4,0,-
CKK257,B2076,B77L,H,ARR,N,15480,15489,9,XXXX,33R,Rwy7,5,0,0
CKK257,B2076,B77L,H,ARR,N,15489,15496,6,Rwy7,Rwy6,Rwy5,4,0,-
CKK257,B2076,B77L,H,ARR,N,15496,15502,6,Rwy6,Rwy5,Rwy4,4,0,-
CKK257,B2076,B77L,H,ARR,N,15502,15545,42,Rwy5,Rwy4,Rwy3,4,0,-
CKK257,B2076,B77L,H,ARR,N,15545,15560,14,Rwy4,Rwy3,Tx8,4,0,-
CKK257,B2076,B77L,H,ARR,N,15560,15618,58,Rwy3,Tx8,Tx3,5,0,-
CKK257,B2076,B77L,H,ARR,N,15618,15770,151,Tx8,Tx3,Tx4,4,0,-
CKK257,B2076,B77L,H,ARR,N,15770,15916,146,Tx3,Tx4,gate112,5,0,-
CKK257,B2076,B77L,H,ARR,N,15916,16185,268,gate112,G615,XXXX,4,0,-
CES2023,B6506,A333,H,ARR,N,15840,15849,9,XXXX,33R,Rwy7,5,0,0
CES2023,B6506,A333,H,ARR,N,15849,15856,6,Rwy7,Rwy6,Rwy5,4,0,-
CES2023,B6506,A333,H,ARR,N,15856,15862,6,Rwy6,Rwy5,Rwy4,4,0,-
CES2023,B6506,A333,H,ARR,N,15862,15905,42,Rwy5,Rwy4,Tx15,4,0,-
CES2023,B6506,A333,H,ARR,N,15905,15951,45,Rwy4,Tx15,Tx23,5,0,-
CES2023,B6506,A333,H,ARR,N,15951,16053,102,Tx15,Tx23,Tx30,5,0,-
CES2023,B6506,A333,H,ARR,N,16053,16081,27,Tx23,Tx30,Tx38,4,0,-
CES2023,B6506,A333,H,ARR,N,16081,16104,22,Tx30,Tx38,Tx53,5,0,-
CES2023,B6506,A333,H,ARR,N,16104,16111,6,Tx38,Tx53,Tx54,4,0,-
CES2023,B6506,A333,H,ARR,N,16111,16171,60,Tx53,Tx54,Tx71,5,0,-
CES2023,B6506,A333,H,ARR,N,16171,16184,12,Tx54,Tx71,Tx100,4,0,-
CES2023,B6506,A333,H,ARR,N,16184,16199,15,Tx71,Tx100,Tx203,5,0,-
CES2023,B6506,A333,H,ARR,N,16199,16209,10,Tx100,Tx203,Tx204,4,0,-
CES2023,B6506,A333,H,ARR,N,16209,16220,10,Tx203,Tx204,Tx114,4,0,-
CES2023,B6506,A333,H,ARR,N,16220,16293,73,Tx204,Tx114,Tx119,4,0,-
CES2023,B6506,A333,H,ARR,N,16293,16366,73,Tx114,Tx119,gate74,4,0,-
CES2023,B6506,A333,H,ARR,N,16366,16430,63,gate74,G130,XXXX,4,0,-
KAL006,HL7783,B773,H,ARR,N,16080,16089,9,XXXX,33R,Rwy7,5,0,0
KAL006,HL7783,B773,H,ARR,N,16089,16096,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL006,HL7783,B773,H,ARR,N,16096,16102,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL006,HL7783,B773,H,ARR,N,16102,16145,42,Rwy5,Rwy4,Tx15,4,0,-
KAL006,HL7783,B773,H,ARR,N,16145,16191,45,Rwy4,Tx15,Tx23,5,0,-
KAL006,HL7783,B773,H,ARR,N,16191,16293,102,Tx15,Tx23,Tx30,5,0,-
KAL006,HL7783,B773,H,ARR,N,16293,16321,27,Tx23,Tx30,Tx38,4,0,-
KAL006,HL7783,B773,H,ARR,N,16321,16344,22,Tx30,Tx38,Tx53,5,0,-
KAL006,HL7783,B773,H,ARR,N,16344,16351,6,Tx38,Tx53,Tx54,4,0,-
KAL006,HL7783,B773,H,ARR,N,16351,16411,60,Tx53,Tx54,Tx71,5,0,-
KAL006,HL7783,B773,H,ARR,N,16411,16424,12,Tx54,Tx71,Tx100,4,0,-
KAL006,HL7783,B773,H,ARR,N,16424,16439,15,Tx71,Tx100,Tx203,5,0,-
KAL006,HL7783,B773,H,ARR,N,16439,16449,10,Tx100,Tx203,Tx204,4,0,-
KAL006,HL7783,B773,H,ARR,N,16449,16460,10,Tx203,Tx204,Tx205,4,0,-
KAL006,HL7783,B773,H,ARR,N,16460,16490,30,Tx204,Tx205,Tx206,5,0,-
KAL006,HL7783,B773,H,ARR,N,16490,16501,10,Tx205,Tx206,Tx207,4,0,-
KAL006,HL7783,B773,H,ARR,N,16501,16513,12,Tx206,Tx207,Tx208,4,0,-
KAL006,HL7783,B773,H,ARR,N,16513,16526,12,Tx207,Tx208,Tx209,4,0,-
KAL006,HL7783,B773,H,ARR,N,16526,16544,18,Tx208,Tx209,Tx210,4,0,-
KAL006,HL7783,B773,H,ARR,N,16544,16557,13,Tx209,Tx210,gate11,5,0,-
KAL006,HL7783,B773,H,ARR,N,16557,16619,61,gate11,G14,XXXX,4,0,-
AAR326,HL7729,A321,M,ARR,N,16260,16269,9,XXXX,33R,Rwy7,5,0,0
AAR326,HL7729,A321,M,ARR,N,16269,16276,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR326,HL7729,A321,M,ARR,N,16276,16282,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR326,HL7729,A321,M,ARR,N,16282,16325,42,Rwy5,Rwy4,Tx15,4,0,-
AAR326,HL7729,A321,M,ARR,N,16325,16371,45,Rwy4,Tx15,Tx23,5,0,-
AAR326,HL7729,A321,M,ARR,N,16371,16473,102,Tx15,Tx23,Tx30,5,0,-
AAR326,HL7729,A321,M,ARR,N,16473,16501,27,Tx23,Tx30,Tx38,4,0,-
AAR326,HL7729,A321,M,ARR,N,16501,16524,22,Tx30,Tx38,Tx53,5,0,-
AAR326,HL7729,A321,M,ARR,N,16524,16531,6,Tx38,Tx53,Tx54,4,0,-
AAR326,HL7729,A321,M,ARR,N,16531,16591,60,Tx53,Tx54,Tx71,5,0,-
AAR326,HL7729,A321,M,ARR,N,16591,16604,12,Tx54,Tx71,Tx100,4,0,-
AAR326,HL7729,A321,M,ARR,N,16604,16619,15,Tx71,Tx100,Tx203,5,0,-
AAR326,HL7729,A321,M,ARR,N,16619,16629,10,Tx100,Tx203,Tx204,4,0,-
AAR326,HL7729,A321,M,ARR,N,16629,16640,10,Tx203,Tx204,Tx205,4,0,-
AAR326,HL7729,A321,M,ARR,N,16640,16670,30,Tx204,Tx205,Tx206,5,0,-
AAR326,HL7729,A321,M,ARR,N,16670,16681,10,Tx205,Tx206,Tx120,4,0,-
AAR326,HL7729,A321,M,ARR,N,16681,16730,49,Tx206,Tx120,Tx121,5,0,-
AAR326,HL7729,A321,M,ARR,N,16730,16766,36,Tx120,Tx121,Tx215,5,0,-
AAR326,HL7729,A321,M,ARR,N,16766,16778,11,Tx121,Tx215,Tx216,5,0,-
AAR326,HL7729,A321,M,ARR,N,16778,16789,11,Tx215,Tx216,Tx127,5,0,-
AAR326,HL7729,A321,M,ARR,N,16789,16824,35,Tx216,Tx127,Tx130,4,0,-
AAR326,HL7729,A321,M,ARR,N,16824,16836,11,Tx127,Tx130,Tx221,5,0,-
AAR326,HL7729,A321,M,ARR,N,16836,16841,5,Tx130,Tx221,Tx231,5,0,-
AAR326,HL7729,A321,M,ARR,N,16841,16903,61,Tx221,Tx231,Tx223,4,0,-
AAR326,HL7729,A321,M,ARR,N,16903,16918,14,Tx231,Tx223,gate39,4,0,-
AAR326,HL7729,A321,M,ARR,N,16918,16957,39,gate39,G45,XXXX,4,0,-
KAL012,HL7628,A388,J,ARR,N,16440,16449,9,XXXX,33R,Rwy7,5,0,0
KAL012,HL7628,A388,J,ARR,N,16449,16456,6,Rwy7,Rwy6,Rwy5,4,0,-
KAL012,HL7628,A388,J,ARR,N,16456,16462,6,Rwy6,Rwy5,Rwy4,4,0,-
KAL012,HL7628,A388,J,ARR,N,16462,16505,42,Rwy5,Rwy4,Tx15,4,0,-
KAL012,HL7628,A388,J,ARR,N,16505,16551,45,Rwy4,Tx15,Tx23,5,0,-
