* Link capacity after scheduling
* Link ID, Time (sec), Max Capacity, Count
Tx204,68589,1,1
Tx204,68600,1,0
Tx204,68769,1,1
Tx204,68780,1,0
Tx204,68889,1,1
Tx204,68900,1,0
Tx204,69189,1,1
Tx204,69200,1,0
Tx204,69609,1,1
Tx204,69620,1,0
Tx204,69789,1,1
Tx204,69800,1,0
Tx204,69909,1,1
Tx204,69920,1,0
Tx204,70029,1,1
Tx204,70040,1,0
Tx204,70149,1,1
Tx204,70160,1,0
Tx204,70269,1,1
Tx204,70280,1,0
Tx204,70389,1,1
Tx204,70400,1,0
Tx204,70569,1,1
Tx204,70580,1,0
Tx204,70989,1,1
Tx204,71000,1,0
Tx204,71109,1,1
Tx204,71120,1,0
Tx204,71289,1,1
Tx204,71300,1,0
Tx204,71409,1,1
Tx204,71420,1,0
Tx204,71529,1,1
Tx204,71540,1,0
Tx204,71829,1,1
Tx204,71840,1,0
Tx204,72000,1,0
Tx204,72069,1,1
Tx204,72080,1,0
Tx204,72249,1,1
Tx204,72260,1,0
Tx204,72369,1,1
Tx204,72380,1,0
Tx204,72609,1,1
Tx204,72620,1,0
Tx204,72849,1,1
Tx204,72860,1,0
Tx204,73089,1,1
Tx204,73100,1,0
Tx204,73209,1,1
Tx204,73220,1,0
Tx204,73329,1,1
Tx204,73340,1,0
Tx204,73449,1,1
Tx204,73460,1,0
Tx204,73569,1,1
Tx204,73580,1,0
Tx204,73749,1,1
Tx204,73760,1,0
Tx204,73989,1,1
Tx204,74000,1,0
Tx204,74109,1,1
Tx204,74120,1,0
Tx204,74229,1,1
Tx204,74240,1,0
Tx204,74589,1,1
Tx204,74600,1,0
Tx204,74709,1,1
Tx204,74720,1,0
Tx204,74889,1,1
Tx204,74900,1,0
Tx204,75009,1,1
Tx204,75020,1,0
Tx204,75309,1,1
Tx204,75320,1,0
Tx204,75429,1,1
Tx204,75440,1,0
Tx204,75549,1,1
Tx204,75560,1,0
Tx204,75600,1,0
Tx204,75729,1,1
Tx204,75740,1,0
Tx204,75909,1,1
Tx204,75920,1,0
Tx204,76029,1,1
Tx204,76040,1,0
Tx204,76329,1,1
Tx204,76340,1,0
Tx204,77409,1,1
Tx204,77420,1,0
Tx204,77709,1,1
Tx204,77720,1,0
Tx204,77889,1,1
Tx204,77900,1,0
Tx204,78069,1,1
Tx204,78080,1,0
Tx204,78309,1,1
Tx204,78320,1,0
Tx204,78429,1,1
Tx204,78440,1,0
Tx204,79200,1,0
Tx204,80409,1,1
Tx204,80420,1,0
Tx204,80755,1,1
Tx204,80766,1,0
Tx204,82122,1,1
Tx204,82132,1,0
Tx204,82800,1,0
Tx204,84032,1,1
Tx204,84042,1,0
Tx204,86035,1,1
Tx204,86046,1,0
Tx205,0,2,0
Tx205,2120,2,1
Tx205,2150,2,0
Tx205,3210,2,1
Tx205,3240,2,0
Tx205,3600,2,0
Tx205,4866,2,1
Tx205,4896,2,0
Tx205,6733,2,1
Tx205,6763,2,0
Tx205,7200,2,0
Tx205,8420,2,1
Tx205,8450,2,0
Tx205,10800,2,0
Tx205,13880,2,1
Tx205,13910,2,0
Tx205,14300,2,1
Tx205,14330,2,0
Tx205,14400,2,0
Tx205,14540,2,1
Tx205,14570,2,0
Tx205,16460,2,1
Tx205,16490,2,0
Tx205,16640,2,1
Tx205,16670,2,0
Tx205,17000,2,1
Tx205,17030,2,0
Tx205,17180,2,1
Tx205,17210,2,0
Tx205,17300,2,1
Tx205,17330,2,0
Tx205,17480,2,1
Tx205,17510,2,0
Tx205,17900,2,1
Tx205,17930,2,0
Tx205,18000,2,0
Tx205,18080,2,1
Tx205,18110,2,0
Tx205,18440,2,1
Tx205,18470,2,0
Tx205,18620,2,1
Tx205,18650,2,0
Tx205,19182,2,1
Tx205,19212,2,0
Tx205,19301,2,1
Tx205,19331,2,0
Tx205,19661,2,1
Tx205,19691,2,0
Tx205,20562,2,1
Tx205,20592,2,0
Tx205,20681,2,1
Tx205,20711,2,0
Tx205,20840,2,1
Tx205,20870,2,0
Tx205,21020,2,1
Tx205,21050,2,0
Tx205,21200,2,1
Tx205,21230,2,0
Tx205,21380,2,1
Tx205,21410,2,0
Tx205,21500,2,1
Tx205,21530,2,0
Tx205,21600,2,0
Tx205,21680,2,1
Tx205,21710,2,0
Tx205,21800,2,1
Tx205,21830,2,0
Tx205,21980,2,1
Tx205,22010,2,0
Tx205,22100,2,1
Tx205,22130,2,0
Tx205,22280,2,1
Tx205,22310,2,0
Tx205,22640,2,1
Tx205,22670,2,0
Tx205,22760,2,1
Tx205,22790,2,0
Tx205,23120,2,1
Tx205,23150,2,0
Tx205,23300,2,1
Tx205,23330,2,0
Tx205,25100,2,1
Tx205,25130,2,0
Tx205,25200,2,0
Tx205,25280,2,1
Tx205,25310,2,0
Tx205,25580,2,1
Tx205,25610,2,0
Tx205,26060,2,1
Tx205,26090,2,0
Tx205,26300,2,1
Tx205,26330,2,0
Tx205,26480,2,1
Tx205,26510,2,0
Tx205,27161,2,1
Tx205,27191,2,0
Tx205,28280,2,1
Tx205,28310,2,0
Tx205,28520,2,1
Tx205,28550,2,0
Tx205,28760,2,1
Tx205,28790,2,0
Tx205,28800,2,0
Tx205,28880,2,1
Tx205,28910,2,0
Tx205,29000,2,1
Tx205,29030,2,0
Tx205,29120,2,1
Tx205,29150,2,0
Tx205,29300,2,1
Tx205,29325,2,2
Tx205,29330,2,1
Tx205,29360,2,0
Tx205,29420,2,1
Tx205,29450,2,0
Tx205,30320,2,1
Tx205,30350,2,0
Tx205,31040,2,1
Tx205,31070,2,0
Tx205,31425,2,1
Tx205,31455,2,0
Tx205,31520,2,1
Tx205,31550,2,0
Tx205,32120,2,1
Tx205,32150,2,0
Tx205,32300,2,1
Tx205,32330,2,0
Tx205,32400,2,0
Tx205,33426,2,1
Tx205,33456,2,0
Tx205,34202,2,1
Tx205,34220,2,2
Tx205,34237,2,1
Tx205,34250,2,0
Tx205,34460,2,1
Tx205,34490,2,0
Tx205,34640,2,1
Tx205,34670,2,0
Tx205,35180,2,1
Tx205,35210,2,0
Tx205,35610,2,1
Tx205,35645,2,0
Tx205,36000,2,0
Tx205,36666,2,1
Tx205,36696,2,0
Tx205,36784,2,1
Tx205,36815,2,0
Tx205,37280,2,1
Tx205,37310,2,0
Tx205,37880,2,1
Tx205,37910,2,0
Tx205,38205,2,1
Tx205,38235,2,0
Tx205,38420,2,1
Tx205,38450,2,0
Tx205,38900,2,1
Tx205,38913,2,2
Tx205,38930,2,1
Tx205,38944,2,0
Tx205,39320,2,1
Tx205,39350,2,0
Tx205,39600,2,0
Tx205,40125,2,1
Tx205,40160,2,0
Tx205,40425,2,1
Tx205,40460,2,0
Tx205,40520,2,1
Tx205,40545,2,2
Tx205,40550,2,1
Tx205,40580,2,0
Tx205,40640,2,1
Tx205,40670,2,0
Tx205,41085,2,1
Tx205,41120,2,0
Tx205,41480,2,1
Tx205,41510,2,0
Tx205,41772,2,1
Tx205,41802,2,0
Tx205,41978,2,1
Tx205,42009,2,0
Tx205,42300,2,1
Tx205,42330,2,0
Tx205,42432,2,1
Tx205,42462,2,0
Tx205,42852,2,1
Tx205,42882,2,0
Tx205,42970,2,1
Tx205,43001,2,0
Tx205,43065,2,1
Tx205,43100,2,0
Tx205,43200,2,0
Tx205,43305,2,1
Tx205,43340,2,0
Tx205,43400,2,1
Tx205,43430,2,0
Tx205,44502,2,1
Tx205,44532,2,0
Tx205,45260,2,1
Tx205,45290,2,0
Tx205,45638,2,1
Tx205,45669,2,0
Tx205,45885,2,1
Tx205,45920,2,0
Tx205,46160,2,1
Tx205,46190,2,0
Tx205,46340,2,1
Tx205,46370,2,0
Tx205,46800,2,0
Tx205,46898,2,1
Tx205,46929,2,0
Tx205,47960,2,1
Tx205,47990,2,0
Tx205,48064,2,1
Tx205,48095,2,0
Tx205,48320,2,1
Tx205,48350,2,0
Tx205,48980,2,1
Tx205,49010,2,0
Tx205,49160,2,1
Tx205,49190,2,0
Tx205,49400,2,1
Tx205,49430,2,0
Tx205,49694,2,1
Tx205,49724,2,0
Tx205,49804,2,1
Tx205,49835,2,0
Tx205,49924,2,1
Tx205,49955,2,0
Tx205,50164,2,1
Tx205,50195,2,0
Tx205,50284,2,1
Tx205,50315,2,0
Tx205,50400,2,0
Tx205,50404,2,1
Tx205,50435,2,0
Tx205,50644,2,1
Tx205,50675,2,0
Tx205,50840,2,1
Tx205,50870,2,0
Tx205,51260,2,1
Tx205,51290,2,0
Tx205,51393,2,1
Tx205,51424,2,0
Tx205,52275,2,1
Tx205,52305,2,0
Tx205,52395,2,1
Tx205,52425,2,0
Tx205,52515,2,1
Tx205,52545,2,0
Tx205,52635,2,1
Tx205,52665,2,0
Tx205,52755,2,1
Tx205,52785,2,0
Tx205,52875,2,1
Tx205,52905,2,0
Tx205,53324,2,1
Tx205,53355,2,0
Tx205,54000,2,0
Tx205,54218,2,1
Tx205,54249,2,0
Tx205,54800,2,1
Tx205,54830,2,0
Tx205,54945,2,1
Tx205,54975,2,0
Tx205,55640,2,1
Tx205,55670,2,0
Tx205,56000,2,1
Tx205,56030,2,0
Tx205,56205,2,1
Tx205,56240,2,0
Tx205,56300,2,1
Tx205,56330,2,0
Tx205,56805,2,1
Tx205,56840,2,0
Tx205,56900,2,1
Tx205,56930,2,0
Tx205,57165,2,1
Tx205,57200,2,0
Tx205,57600,2,0
Tx205,57874,2,1
Tx205,57904,2,0
Tx205,58083,2,1
Tx205,58118,2,0
Tx205,58220,2,1
Tx205,58252,2,0
Tx205,58323,2,1
Tx205,58358,2,0
Tx205,58580,2,1
Tx205,58610,2,0
Tx205,58700,2,1
Tx205,58730,2,0
Tx205,58820,2,1
Tx205,58850,2,0
Tx205,59000,2,1
Tx205,59030,2,0
Tx205,59180,2,1
Tx205,59210,2,0
Tx205,59480,2,1
Tx205,59510,2,0
Tx205,59534,2,1
Tx205,59564,2,0
Tx205,59720,2,1
Tx205,59750,2,0
Tx205,59840,2,1
Tx205,59870,2,0
Tx205,60080,2,1
Tx205,60105,2,2
Tx205,60110,2,1
Tx205,60135,2,0
Tx205,60320,2,1
Tx205,60350,2,0
Tx205,61100,2,1
Tx205,61130,2,0
Tx205,61200,2,0
Tx205,61760,2,1
Tx205,61790,2,0
Tx205,62011,2,1
Tx205,62046,2,0
Tx205,62120,2,1
Tx205,62150,2,0
Tx205,62300,2,1
Tx205,62330,2,0
Tx205,62558,2,1
Tx205,62589,2,0
Tx205,62900,2,1
Tx205,62930,2,0
Tx205,63186,2,1
Tx205,63216,2,0
Tx205,63544,2,1
Tx205,63560,2,2
Tx205,63575,2,1
Tx205,63590,2,0
Tx205,63860,2,1
Tx205,63890,2,0
Tx205,63905,2,1
Tx205,63935,2,0
Tx205,64800,2,0
Tx205,64940,2,1
Tx205,64970,2,0
Tx205,65123,2,1
Tx205,65154,2,0
Tx205,65982,2,1
Tx205,66012,2,0
Tx205,66200,2,1
Tx205,66230,2,0
Tx205,66480,2,1
Tx205,66510,2,0
Tx205,66560,2,1
Tx205,66590,2,0
Tx205,67340,2,1
Tx205,67370,2,0
Tx205,67418,2,1
Tx205,67449,2,0
Tx205,67520,2,1
Tx205,67550,2,0
Tx205,68000,2,1
Tx205,68030,2,0
Tx205,68180,2,1
Tx205,68210,2,0
Tx205,68400,2,0
Tx205,68600,2,1
Tx205,68630,2,0
Tx205,68780,2,1
Tx205,68810,2,0
Tx205,69544,2,1
Tx205,69575,2,0
Tx205,69620,2,1
Tx205,69650,2,0
Tx205,69800,2,1
Tx205,69830,2,0
Tx205,69920,2,1
Tx205,69950,2,0
Tx205,70160,2,1
Tx205,70190,2,0
Tx205,70400,2,1
Tx205,70430,2,0
Tx205,70580,2,1
Tx205,70610,2,0
Tx205,71000,2,1
Tx205,71030,2,0
Tx205,71300,2,1
Tx205,71330,2,0
Tx205,71540,2,1
Tx205,71570,2,0
Tx205,71840,2,1
Tx205,71870,2,0
Tx205,72000,2,0
Tx205,72080,2,1
Tx205,72110,2,0
Tx205,72260,2,1
Tx205,72290,2,0
Tx205,72380,2,1
Tx205,72410,2,0
Tx205,72620,2,1
Tx205,72650,2,0
Tx205,73460,2,1
Tx205,73490,2,0
Tx205,73760,2,1
Tx205,73790,2,0
Tx205,74000,2,1
Tx205,74030,2,0
Tx205,74120,2,1
Tx205,74150,2,0
Tx205,74240,2,1
Tx205,74270,2,0
Tx205,74600,2,1
Tx205,74630,2,0
Tx205,74720,2,1
Tx205,74750,2,0
Tx205,74900,2,1
Tx205,74930,2,0
Tx205,75020,2,1
Tx205,75050,2,0
Tx205,75440,2,1
Tx205,75470,2,0
Tx205,75600,2,0
Tx205,76040,2,1
Tx205,76070,2,0
Tx205,76201,2,1
Tx205,76236,2,0
Tx205,77370,2,1
Tx205,77400,2,0
Tx205,77720,2,1
Tx205,77750,2,0
Tx205,77913,2,1
Tx205,77944,2,0
Tx205,78080,2,1
Tx205,78110,2,0
Tx205,78320,2,1
Tx205,78350,2,0
Tx205,78440,2,1
Tx205,78470,2,0
Tx205,79200,2,0
Tx205,79759,2,1
Tx205,79794,2,0
Tx205,80420,2,1
Tx205,80450,2,0
Tx205,80719,2,1
Tx205,80754,2,0
Tx205,80766,2,1
Tx205,80796,2,0
Tx205,81725,2,1
Tx205,81760,2,0
Tx205,81965,2,1
Tx205,81995,2,0
Tx205,82513,2,1
Tx205,82548,2,0
Tx205,82800,2,0
Tx205,84042,2,1
Tx205,84072,2,0
Tx206,0,1,0
Tx206,2150,1,1
Tx206,2161,1,0
Tx206,3240,1,1
Tx206,3251,1,0
Tx206,3600,1,0
Tx206,4896,1,1
Tx206,4907,1,0
Tx206,6763,1,1
Tx206,6774,1,0
Tx206,7200,1,0
Tx206,8450,1,1
Tx206,8461,1,0
Tx206,10800,1,0
Tx206,13910,1,1
Tx206,13921,1,0
Tx206,14330,1,1
Tx206,14341,1,0
Tx206,14400,1,0
Tx206,14570,1,1
Tx206,14581,1,0
Tx206,16490,1,1
Tx206,16501,1,0
Tx206,16670,1,1
Tx206,16681,1,0
Tx206,17030,1,1
Tx206,17041,1,0
Tx206,17330,1,1
Tx206,17341,1,0
Tx206,17510,1,1
Tx206,17521,1,0
Tx206,17930,1,1
Tx206,17941,1,0
Tx206,18000,1,0
Tx206,18110,1,1
Tx206,18121,1,0
Tx206,18470,1,1
Tx206,18481,1,0
Tx206,18650,1,1
Tx206,18661,1,0
Tx206,19212,1,1
Tx206,19223,1,0
Tx206,19331,1,1
Tx206,19341,1,0
Tx206,19691,1,1
Tx206,19701,1,0
Tx206,20592,1,1
Tx206,20603,1,0
Tx206,20711,1,1
Tx206,20721,1,0
Tx206,20870,1,1
Tx206,20881,1,0
Tx206,21050,1,1
Tx206,21061,1,0
Tx206,21230,1,1
Tx206,21241,1,0
Tx206,21410,1,1
Tx206,21421,1,0
Tx206,21530,1,1
Tx206,21541,1,0
Tx206,21600,1,0
Tx206,21710,1,1
Tx206,21721,1,0
Tx206,21830,1,1
Tx206,21841,1,0
Tx206,22010,1,1
Tx206,22021,1,0
Tx206,22130,1,1
Tx206,22141,1,0
Tx206,22310,1,1
Tx206,22321,1,0
Tx206,22670,1,1
Tx206,22681,1,0
Tx206,22790,1,1
Tx206,22801,1,0
Tx206,23150,1,1
Tx206,23161,1,0
Tx206,23330,1,1
Tx206,23341,1,0
Tx206,25130,1,1
Tx206,25141,1,0
Tx206,25200,1,0
Tx206,25310,1,1
Tx206,25321,1,0
Tx206,25610,1,1
Tx206,25621,1,0
Tx206,26090,1,1
Tx206,26101,1,0
Tx206,26330,1,1
Tx206,26341,1,0
Tx206,26510,1,1
Tx206,26521,1,0
Tx206,27191,1,1
Tx206,27201,1,0
Tx206,28310,1,1
Tx206,28321,1,0
Tx206,28550,1,1
Tx206,28561,1,0
Tx206,28790,1,1
Tx206,28800,1,1
Tx206,28801,1,0
Tx206,28910,1,1
Tx206,28921,1,0
Tx206,29030,1,1
Tx206,29041,1,0
Tx206,29150,1,1
Tx206,29161,1,0
Tx206,29330,1,1
Tx206,29341,1,0
Tx206,29360,1,1
Tx206,29372,1,0
Tx206,29450,1,1
Tx206,29461,1,0
Tx206,29893,1,1
Tx206,29905,1,0
Tx206,30350,1,1
Tx206,30361,1,0
Tx206,31070,1,1
Tx206,31081,1,0
Tx206,31310,1,1
Tx206,31320,1,0
Tx206,31455,1,1
Tx206,31466,1,0
Tx206,31550,1,1
Tx206,31561,1,0
Tx206,32150,1,1
Tx206,32161,1,0
Tx206,32193,1,1
Tx206,32203,1,0
Tx206,32400,1,0
Tx206,33456,1,1
Tx206,33467,1,0
Tx206,33495,1,1
Tx206,33507,1,0
Tx206,34237,1,1
Tx206,34249,1,0
Tx206,34250,1,1
Tx206,34263,1,0
Tx206,34490,1,1
Tx206,34501,1,0
Tx206,34670,1,1
Tx206,34681,1,0
Tx206,35210,1,1
Tx206,35221,1,0
Tx206,35645,1,1
Tx206,35657,1,0
Tx206,36000,1,0
Tx206,36696,1,1
Tx206,36707,1,0
Tx206,36815,1,1
Tx206,36825,1,0
Tx206,37310,1,1
Tx206,37321,1,0
Tx206,37798,1,1
Tx206,37810,1,0
Tx206,37910,1,1
Tx206,37921,1,0
Tx206,38235,1,1
Tx206,38246,1,0
Tx206,38930,1,1
Tx206,38941,1,0
Tx206,38944,1,1
Tx206,38954,1,0
Tx206,39350,1,1
Tx206,39361,1,0
Tx206,39560,1,1
Tx206,39572,1,0
Tx206,39600,1,0
Tx206,39860,1,1
Tx206,39872,1,0
Tx206,40160,1,1
Tx206,40172,1,0
Tx206,40460,1,1
Tx206,40472,1,0
Tx206,40550,1,1
Tx206,40561,1,0
Tx206,40580,1,1
Tx206,40592,1,0
Tx206,40670,1,1
Tx206,40681,1,0
Tx206,41120,1,1
Tx206,41132,1,0
Tx206,41510,1,1
Tx206,41521,1,0
Tx206,41802,1,1
Tx206,41813,1,0
Tx206,42462,1,1
Tx206,42473,1,0
Tx206,42882,1,1
Tx206,42893,1,0
Tx206,43001,1,1
Tx206,43011,1,0
Tx206,43100,1,1
Tx206,43112,1,0
Tx206,43200,1,0
Tx206,43340,1,1
Tx206,43352,1,0
Tx206,43430,1,1
Tx206,43441,1,0
Tx206,43593,1,1
Tx206,43603,1,0
Tx206,44532,1,1
Tx206,44543,1,0
Tx206,45290,1,1
Tx206,45301,1,0
Tx206,45800,1,1
Tx206,45812,1,0
Tx206,45920,1,1
Tx206,45932,1,0
Tx206,46190,1,1
Tx206,46201,1,0
Tx206,46370,1,1
Tx206,46381,1,0
Tx206,46800,1,0
Tx206,47137,1,1
Tx206,47149,1,0
Tx206,47990,1,1
Tx206,48001,1,0
Tx206,48095,1,1
Tx206,48105,1,0
Tx206,48350,1,1
Tx206,48361,1,0
Tx206,49010,1,1
Tx206,49021,1,0
Tx206,49430,1,1
Tx206,49441,1,0
Tx206,49724,1,1
Tx206,49734,1,0
Tx206,49835,1,1
Tx206,49845,1,0
Tx206,49955,1,1
Tx206,49965,1,0
Tx206,49968,1,1
Tx206,49979,1,0
Tx206,50195,1,1
Tx206,50205,1,0
Tx206,50315,1,1
Tx206,50325,1,0
Tx206,50400,1,0
Tx206,50435,1,1
Tx206,50445,1,0
Tx206,50675,1,1
Tx206,50685,1,0
Tx206,50870,1,1
Tx206,50881,1,0
Tx206,51290,1,1
Tx206,51301,1,0
Tx206,52305,1,1
Tx206,52316,1,0
Tx206,52425,1,1
Tx206,52436,1,0
Tx206,52545,1,1
Tx206,52556,1,0
Tx206,52665,1,1
Tx206,52676,1,0
Tx206,52785,1,1
Tx206,52796,1,0
Tx206,52905,1,1
Tx206,52916,1,0
Tx206,54000,1,0
Tx206,54249,1,1
Tx206,54259,1,0
Tx206,54523,1,1
Tx206,54535,1,0
Tx206,54830,1,1
Tx206,54841,1,0
Tx206,54975,1,1
Tx206,54986,1,0
Tx206,55670,1,1
Tx206,55681,1,0
Tx206,56030,1,1
Tx206,56041,1,0
Tx206,56240,1,1
Tx206,56252,1,0
Tx206,56330,1,1
Tx206,56341,1,0
Tx206,56840,1,1
Tx206,56852,1,0
Tx206,56930,1,1
Tx206,56941,1,0
Tx206,57200,1,1
Tx206,57212,1,0
Tx206,57380,1,1
Tx206,57392,1,0
Tx206,57600,1,0
Tx206,57904,1,1
Tx206,57915,1,0
Tx206,57998,1,1
Tx206,58010,1,0
Tx206,58118,1,1
Tx206,58130,1,0
Tx206,58238,1,1
Tx206,58250,1,0
Tx206,58358,1,1
Tx206,58370,1,0
Tx206,58610,1,1
Tx206,58621,1,0
Tx206,58730,1,1
Tx206,58741,1,0
Tx206,59030,1,1
Tx206,59041,1,0
Tx206,59210,1,1
Tx206,59221,1,0
Tx206,59510,1,1
Tx206,59521,1,0
Tx206,59564,1,1
Tx206,59574,1,0
Tx206,59750,1,1
Tx206,59761,1,0
Tx206,59870,1,1
Tx206,59881,1,0
Tx206,60110,1,1
Tx206,60121,1,0
Tx206,60135,1,1
Tx206,60146,1,0
Tx206,60350,1,1
Tx206,60361,1,0
Tx206,61130,1,1
Tx206,61141,1,0
Tx206,61200,1,0
Tx206,61790,1,1
Tx206,61801,1,0
Tx206,61818,1,1
Tx206,61830,1,0
Tx206,62046,1,1
Tx206,62058,1,0
Tx206,62150,1,1
Tx206,62161,1,0
Tx206,62330,1,1
Tx206,62341,1,0
Tx206,62930,1,1
Tx206,62941,1,0
Tx206,63216,1,1
Tx206,63227,1,0
Tx206,63575,1,1
Tx206,63585,1,0
Tx206,63590,1,1
Tx206,63601,1,0
Tx206,63890,1,1
Tx206,63901,1,0
Tx206,63935,1,1
Tx206,63946,1,0
Tx206,64800,1,0
Tx206,64970,1,1
Tx206,64981,1,0
Tx206,65154,1,1
Tx206,65164,1,0
Tx206,65930,1,1
Tx206,65940,1,0
Tx206,66012,1,1
Tx206,66023,1,0
Tx206,66510,1,1
Tx206,66521,1,0
Tx206,66590,1,1
Tx206,66601,1,0
Tx206,67370,1,1
Tx206,67381,1,0
Tx206,67550,1,1
Tx206,67561,1,0
Tx206,68030,1,1
Tx206,68041,1,0
Tx206,68210,1,1
Tx206,68221,1,0
Tx206,68400,1,0
Tx206,68630,1,1
Tx206,68641,1,0
Tx206,68810,1,1
Tx206,68821,1,0
Tx206,69575,1,1
Tx206,69585,1,0
Tx206,69650,1,1
Tx206,69661,1,0
Tx206,69830,1,1
Tx206,69841,1,0
Tx206,69950,1,1
Tx206,69961,1,0
Tx206,70190,1,1
Tx206,70201,1,0
Tx206,70430,1,1
Tx206,70441,1,0
Tx206,70610,1,1
Tx206,70621,1,0
Tx206,71030,1,1
Tx206,71041,1,0
Tx206,71330,1,1
Tx206,71341,1,0
Tx206,71570,1,1
Tx206,71581,1,0
Tx206,71870,1,1
Tx206,71881,1,0
Tx206,72000,1,0
Tx206,72110,1,1
Tx206,72121,1,0
Tx206,72290,1,1
Tx206,72301,1,0
Tx206,72410,1,1
Tx206,72421,1,0
Tx206,72530,1,1
Tx206,72540,1,0
Tx206,72650,1,1
Tx206,72661,1,0
Tx206,73490,1,1
Tx206,73501,1,0
Tx206,73790,1,1
Tx206,73801,1,0
Tx206,74150,1,1
Tx206,74161,1,0
Tx206,74270,1,1
Tx206,74281,1,0
Tx206,74630,1,1
Tx206,74641,1,0
Tx206,74750,1,1
Tx206,74761,1,0
Tx206,74930,1,1
Tx206,74941,1,0
Tx206,75050,1,1
Tx206,75061,1,0
Tx206,75470,1,1
Tx206,75481,1,0
Tx206,75600,1,0
Tx206,75685,1,1
Tx206,75697,1,0
Tx206,76236,1,1
Tx206,76248,1,0
Tx206,77016,1,1
Tx206,77028,1,0
Tx206,77400,1,1
Tx206,77411,1,0
Tx206,77750,1,1
Tx206,77761,1,0
Tx206,77944,1,1
Tx206,77954,1,0
Tx206,78110,1,1
Tx206,78121,1,0
Tx206,78350,1,1
Tx206,78361,1,0
Tx206,78470,1,1
Tx206,78481,1,0
Tx206,79200,1,0
Tx206,79794,1,1
Tx206,79806,1,0
Tx206,80450,1,1
Tx206,80461,1,0
Tx206,80754,1,1
Tx206,80766,1,0
Tx206,80796,1,1
Tx206,80807,1,0
Tx206,81760,1,1
Tx206,81772,1,0
Tx206,81995,1,1
Tx206,82006,1,0
Tx206,82548,1,1
Tx206,82560,1,0
Tx206,82800,1,0
Tx206,84072,1,1
Tx206,84083,1,0
Tx207,0,1,0
Tx207,1295,1,1
Tx207,1307,1,0
Tx207,2161,1,1
Tx207,2173,1,0
Tx207,3251,1,1
Tx207,3263,1,0
Tx207,3600,1,0
Tx207,4907,1,1
Tx207,4919,1,0
Tx207,6774,1,1
Tx207,6786,1,0
Tx207,7200,1,0
Tx207,10800,1,0
Tx207,13921,1,1
Tx207,13933,1,0
Tx207,14341,1,1
Tx207,14353,1,0
Tx207,14400,1,0
Tx207,16501,1,1
Tx207,16513,1,0
Tx207,17521,1,1
Tx207,17533,1,0
Tx207,18000,1,0
Tx207,18481,1,1
Tx207,18493,1,0
Tx207,19223,1,1
Tx207,19235,1,0
Tx207,19701,1,1
Tx207,19714,1,0
Tx207,20721,1,1
Tx207,20734,1,0
Tx207,21541,1,1
Tx207,21553,1,0
Tx207,21600,1,0
Tx207,21721,1,1
Tx207,21733,1,0
Tx207,22321,1,1
Tx207,22333,1,0
Tx207,23341,1,1
Tx207,23353,1,0
Tx207,25141,1,1
Tx207,25153,1,0
Tx207,25200,1,0
Tx207,26341,1,1
Tx207,26353,1,0
Tx207,27201,1,1
Tx207,27214,1,0
Tx207,28800,1,0
Tx207,28801,1,1
Tx207,28813,1,0
Tx207,29341,1,1
Tx207,29353,1,0
Tx207,29372,1,1
Tx207,29386,1,0
Tx207,29905,1,1
Tx207,29919,1,0
Tx207,31081,1,1
Tx207,31093,1,0
Tx207,31466,1,1
Tx207,31478,1,0
Tx207,32161,1,1
Tx207,32173,1,0
Tx207,32203,1,1
Tx207,32216,1,0
Tx207,32400,1,0
Tx207,33467,1,1
Tx207,33479,1,0
Tx207,36000,1,0
Tx207,37810,1,1
Tx207,37825,1,0
Tx207,38954,1,1
Tx207,38967,1,0
Tx207,39572,1,1
Tx207,39586,1,0
Tx207,39600,1,0
Tx207,39872,1,1
Tx207,39886,1,0
Tx207,40172,1,1
Tx207,40186,1,0
Tx207,40472,1,1
Tx207,40486,1,0
Tx207,40592,1,1
Tx207,40606,1,0
Tx207,40681,1,1
Tx207,40693,1,0
Tx207,41132,1,1
Tx207,41146,1,0
Tx207,41521,1,1
Tx207,41533,1,0
Tx207,42032,1,1
Tx207,42046,1,0
Tx207,42473,1,1
Tx207,42485,1,0
Tx207,42893,1,1
Tx207,42905,1,0
Tx207,43011,1,1
Tx207,43023,1,0
Tx207,43112,1,1
Tx207,43126,1,0
Tx207,43200,1,0
Tx207,43352,1,1
Tx207,43366,1,0
Tx207,43441,1,1
Tx207,43453,1,0
Tx207,43603,1,1
Tx207,43616,1,0
Tx207,45301,1,1
Tx207,45313,1,0
Tx207,45812,1,1
Tx207,45826,1,0
Tx207,45932,1,1
Tx207,45946,1,0
Tx207,46800,1,0
Tx207,49965,1,1
Tx207,49978,1,0
Tx207,49979,1,1
Tx207,49991,1,0
Tx207,50325,1,1
Tx207,50338,1,0
Tx207,50400,1,0
Tx207,50685,1,1
Tx207,50698,1,0
Tx207,51301,1,1
Tx207,51313,1,0
Tx207,51517,1,1
Tx207,51531,1,0
Tx207,52316,1,1
Tx207,52328,1,0
Tx207,52451,1,1
Tx207,52463,1,0
Tx207,54000,1,0
Tx207,54259,1,1
Tx207,54272,1,0
Tx207,54535,1,1
Tx207,54549,1,0
Tx207,54986,1,1
Tx207,54998,1,0
Tx207,56252,1,1
Tx207,56266,1,0
Tx207,56852,1,1
Tx207,56866,1,0
Tx207,57212,1,1
Tx207,57226,1,0
Tx207,57392,1,1
Tx207,57406,1,0
