* Delay is in the first row of each flight.
* Flight ID,Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%),Delay (seconds)
KAL657,B744,H,DEP,N,35439,35482,42,Tx125,Tx129,Tx127,0,10,-
KAL657,B744,H,DEP,N,35482,35523,40,Tx129,Tx127,Tx130,0,10,-
KAL657,B744,H,DEP,N,35523,35536,13,Tx127,Tx130,Tx221,0,10,-
KAL657,B744,H,DEP,N,35536,35543,6,Tx130,Tx221,Tx231,0,10,-
KAL657,B744,H,DEP,N,35543,35614,71,Tx221,Tx231,Tx137,0,10,-
KAL657,B744,H,DEP,N,35614,35632,17,Tx231,Tx137,Tx152,0,10,-
KAL657,B744,H,DEP,N,35632,35646,14,Tx137,Tx152,Tx167,0,10,-
KAL657,B744,H,DEP,N,35646,35663,16,Tx152,Tx167,Tx198,0,10,-
KAL657,B744,H,DEP,N,35663,35691,28,Tx198,34,XXXX,0,10,-
AAR610,A321,M,ARR,N,34800,34809,9,XXXX,33R,Rwy7,5,0,0
AAR610,A321,M,ARR,N,34809,34816,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR610,A321,M,ARR,N,34816,34822,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR610,A321,M,ARR,N,34822,34865,42,Rwy5,Rwy4,Tx15,4,0,-
AAR610,A321,M,ARR,N,34865,34911,45,Rwy4,Tx15,Tx23,5,0,-
AAR610,A321,M,ARR,N,34911,35013,102,Tx15,Tx23,Tx30,5,0,-
AAR610,A321,M,ARR,N,35013,35041,27,Tx23,Tx30,Tx38,4,0,-
AAR610,A321,M,ARR,N,35041,35064,22,Tx30,Tx38,Tx53,5,0,-
AAR610,A321,M,ARR,N,35064,35071,6,Tx38,Tx53,Tx54,4,0,-
AAR610,A321,M,ARR,N,35071,35131,60,Tx53,Tx54,Tx71,5,0,-
AAR610,A321,M,ARR,N,35131,35144,12,Tx54,Tx71,Tx100,4,0,-
AAR610,A321,M,ARR,N,35144,35159,15,Tx71,Tx100,Tx203,5,0,-
AAR610,A321,M,ARR,N,35159,35169,10,Tx100,Tx203,Tx204,4,0,-
AAR610,A321,M,ARR,N,35169,35180,10,Tx203,Tx204,Tx205,4,0,-
AAR610,A321,M,ARR,N,35180,35210,30,Tx204,Tx205,Tx206,5,0,-
AAR610,A321,M,ARR,N,35210,35221,10,Tx205,Tx206,Tx120,4,0,-
AAR610,A321,M,ARR,N,35221,35270,49,Tx206,Tx120,Tx121,5,0,-
AAR610,A321,M,ARR,N,35270,35306,36,Tx120,Tx121,Tx215,5,0,-
AAR610,A321,M,ARR,N,35306,35318,11,Tx121,Tx215,Tx216,5,0,-
AAR610,A321,M,ARR,N,35318,35329,11,Tx215,Tx216,Tx127,5,0,-
AAR610,A321,M,ARR,N,35329,35364,35,Tx216,Tx127,Tx130,4,0,-
AAR610,A321,M,ARR,N,35364,35376,11,Tx127,Tx130,Tx221,5,0,-
AAR610,A321,M,ARR,N,35376,35381,5,Tx130,Tx221,Tx231,5,0,-
AAR610,A321,M,ARR,N,35381,35443,61,Tx221,Tx231,Tx223,4,0,-
AAR610,A321,M,ARR,N,35443,35458,14,Tx231,Tx223,gate37,4,0,-
AAR610,A321,M,ARR,N,35458,35531,73,gate37,G42,XXXX,4,0,-
AAR351,A321,M,DEP,N,35714,35780,66,XXXX,G48,gate42,0,10,914
AAR351,A321,M,DEP,N,35780,35809,28,gate42,Tx233,Tx138,0,10,-
AAR351,A321,M,DEP,N,35809,35826,17,Tx233,Tx138,Tx167,0,10,-
AAR351,A321,M,DEP,N,35826,35843,16,Tx138,Tx167,Tx198,0,10,-
AAR351,A321,M,DEP,N,35843,35871,28,Tx198,34,XXXX,0,10,-
KAL035,B773,H,DEP,N,35212,35303,91,XXXX,G12,gate10,0,10,412
KAL035,B773,H,DEP,N,35303,35319,16,gate10,Tx211,Tx107,4,0,-
KAL035,B773,H,DEP,N,35319,35347,27,Tx211,Tx107,Tx105,4,0,-
KAL035,B773,H,DEP,N,35347,35361,14,Tx107,Tx105,Tx95,4,0,-
KAL035,B773,H,DEP,N,35361,35373,11,Tx105,Tx95,Tx77,5,0,-
KAL035,B773,H,DEP,N,35373,35389,16,Tx95,Tx77,Tx43,0,10,-
KAL035,B773,H,DEP,N,35389,35414,25,Tx43,33L,XXXX,0,10,-
AFR267,B773,H,DEP,N,35513,35610,96,XXXX,G106,gate64,0,10,593
AFR267,B773,H,DEP,N,35610,35645,35,gate64,Tx205,Tx206,0,10,-
AFR267,B773,H,DEP,N,35645,35657,12,Tx205,Tx206,Tx120,0,10,-
AFR267,B773,H,DEP,N,35657,35714,57,Tx206,Tx120,Tx121,0,10,-
AFR267,B773,H,DEP,N,35714,35756,41,Tx120,Tx121,Tx215,0,10,-
AFR267,B773,H,DEP,N,35756,35769,13,Tx121,Tx215,Tx216,0,10,-
AFR267,B773,H,DEP,N,35769,35782,13,Tx215,Tx216,Tx127,0,10,-
AFR267,B773,H,DEP,N,35782,35823,40,Tx216,Tx127,Tx130,0,10,-
AFR267,B773,H,DEP,N,35823,35836,13,Tx127,Tx130,Tx221,0,10,-
AFR267,B773,H,DEP,N,35836,35843,6,Tx130,Tx221,Tx231,0,10,-
AFR267,B773,H,DEP,N,35843,35914,71,Tx221,Tx231,Tx137,0,10,-
AFR267,B773,H,DEP,N,35914,35932,17,Tx231,Tx137,Tx152,0,10,-
AFR267,B773,H,DEP,N,35932,35946,14,Tx137,Tx152,Tx167,0,10,-
AFR267,B773,H,DEP,N,35946,35963,16,Tx152,Tx167,Tx198,0,10,-
AFR267,B773,H,DEP,N,35963,35991,28,Tx198,34,XXXX,0,10,-
KAL785,B737,M,DEP,N,35382,35457,74,XXXX,G18,gate15,0,10,402
KAL785,B737,M,DEP,N,35457,35472,15,gate15,Tx210,Tx211,0,10,-
KAL785,B737,M,DEP,N,35472,35491,18,Tx210,Tx211,Tx107,0,10,-
KAL785,B737,M,DEP,N,35491,35523,31,Tx211,Tx107,Tx105,0,10,-
KAL785,B737,M,DEP,N,35523,35539,16,Tx107,Tx105,Tx95,0,10,-
KAL785,B737,M,DEP,N,35539,35553,13,Tx105,Tx95,Tx77,0,10,-
KAL785,B737,M,DEP,N,35553,35569,16,Tx95,Tx77,Tx43,0,10,-
KAL785,B737,M,DEP,N,35569,35594,25,Tx43,33L,XXXX,0,10,-
JNA113,B738,M,DEP,N,35938,35991,52,XXXX,G131,gate59,0,10,838
JNA113,B738,M,DEP,N,35991,36007,16,gate59,Tx229,Tx230,0,10,-
JNA113,B738,M,DEP,N,36007,36023,15,Tx229,Tx230,Tx231,0,10,-
JNA113,B738,M,DEP,N,36023,36094,71,Tx230,Tx231,Tx137,0,10,-
JNA113,B738,M,DEP,N,36094,36112,17,Tx231,Tx137,Tx152,0,10,-
JNA113,B738,M,DEP,N,36112,36126,14,Tx137,Tx152,Tx167,0,10,-
JNA113,B738,M,DEP,N,36126,36143,16,Tx152,Tx167,Tx198,0,10,-
JNA113,B738,M,DEP,N,36143,36171,28,Tx198,34,XXXX,0,10,-
KAL805,A333,H,DEP,N,35960,36039,79,XXXX,G21,gate18,0,10,740
KAL805,A333,H,DEP,N,36039,36082,42,gate18,Tx129,Tx127,0,10,-
KAL805,A333,H,DEP,N,36082,36123,40,Tx129,Tx127,Tx130,0,10,-
KAL805,A333,H,DEP,N,36123,36136,13,Tx127,Tx130,Tx221,0,10,-
KAL805,A333,H,DEP,N,36136,36143,6,Tx130,Tx221,Tx231,0,10,-
KAL805,A333,H,DEP,N,36143,36214,71,Tx221,Tx231,Tx137,0,10,-
KAL805,A333,H,DEP,N,36214,36232,17,Tx231,Tx137,Tx152,0,10,-
KAL805,A333,H,DEP,N,36232,36246,14,Tx137,Tx152,Tx167,0,10,-
KAL805,A333,H,DEP,N,36246,36263,16,Tx152,Tx167,Tx198,0,10,-
KAL805,A333,H,DEP,N,36263,36291,28,Tx198,34,XXXX,0,10,-
PAC237,B744,H,ARR,N,35400,35409,9,XXXX,33R,Rwy7,5,0,0
PAC237,B744,H,ARR,N,35409,35416,6,Rwy7,Rwy6,Rwy5,4,0,-
PAC237,B744,H,ARR,N,35416,35422,6,Rwy6,Rwy5,Rwy4,4,0,-
PAC237,B744,H,ARR,N,35422,35465,42,Rwy5,Rwy4,Rwy3,4,0,-
PAC237,B744,H,ARR,N,35465,35480,14,Rwy4,Rwy3,Tx8,4,0,-
PAC237,B744,H,ARR,N,35480,35538,58,Rwy3,Tx8,Tx3,5,0,-
PAC237,B744,H,ARR,N,35538,35690,151,Tx8,Tx3,gate113,4,0,-
PAC237,B744,H,ARR,N,35690,35848,158,gate113,G644,XXXX,4,0,-
THA659,B773,H,DEP,N,36129,36176,47,XXXX,G123,gate55,0,10,609
THA659,B773,H,DEP,N,36176,36189,13,gate55,Tx215,Tx216,0,10,-
THA659,B773,H,DEP,N,36189,36202,13,Tx215,Tx216,Tx127,0,10,-
THA659,B773,H,DEP,N,36202,36243,40,Tx216,Tx127,Tx130,0,10,-
THA659,B773,H,DEP,N,36243,36256,13,Tx127,Tx130,Tx221,0,10,-
THA659,B773,H,DEP,N,36256,36263,6,Tx130,Tx221,Tx231,0,10,-
THA659,B773,H,DEP,N,36263,36334,71,Tx221,Tx231,Tx137,0,10,-
THA659,B773,H,DEP,N,36334,36352,17,Tx231,Tx137,Tx152,0,10,-
THA659,B773,H,DEP,N,36352,36366,14,Tx137,Tx152,Tx167,0,10,-
THA659,B773,H,DEP,N,36366,36383,16,Tx152,Tx167,Tx198,0,10,-
THA659,B773,H,DEP,N,36383,36411,28,Tx198,34,XXXX,0,10,-
KAL723,A333,H,DEP,N,35640,35708,68,XXXX,G7,gate5,5,0,0
KAL723,A333,H,DEP,N,35708,35732,23,gate5,Tx108,Tx105,4,0,-
KAL723,A333,H,DEP,N,35732,35746,14,Tx108,Tx105,Tx95,4,0,-
KAL723,A333,H,DEP,N,35746,35757,11,Tx105,Tx95,Tx77,5,0,-
KAL723,A333,H,DEP,N,35757,35772,14,Tx95,Tx77,Tx43,4,0,-
KAL723,A333,H,DEP,N,35772,35794,21,Tx43,33L,XXXX,4,0,-
AJX8476,B763,H,DEP,N,35880,36148,268,XXXX,G615,gate112,4,0,0
AJX8476,B763,H,DEP,N,36148,36175,26,gate112,Tx10,Tx18,5,0,-
AJX8476,B763,H,DEP,N,36175,36198,22,Tx10,Tx18,Tx27,5,0,-
AJX8476,B763,H,DEP,N,36198,36278,79,Tx18,Tx27,Tx32,5,0,-
AJX8476,B763,H,DEP,N,36278,36305,27,Tx32,33L,XXXX,4,0,-
AAR764,B763,H,ARR,N,36284,36295,11,XXXX,33R,Rwy7,0,10,224
AAR764,B763,H,ARR,N,36295,36302,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR764,B763,H,ARR,N,36302,36308,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR764,B763,H,ARR,N,36308,36351,42,Rwy5,Rwy4,Tx15,4,0,-
AAR764,B763,H,ARR,N,36351,36397,45,Rwy4,Tx15,Tx23,5,0,-
AAR764,B763,H,ARR,N,36397,36499,102,Tx15,Tx23,Tx30,5,0,-
AAR764,B763,H,ARR,N,36499,36527,27,Tx23,Tx30,Tx38,4,0,-
AAR764,B763,H,ARR,N,36527,36550,22,Tx30,Tx38,Tx53,5,0,-
AAR764,B763,H,ARR,N,36550,36557,6,Tx38,Tx53,Tx54,4,0,-
AAR764,B763,H,ARR,N,36557,36617,60,Tx53,Tx54,Tx71,5,0,-
AAR764,B763,H,ARR,N,36617,36630,12,Tx54,Tx71,Tx100,4,0,-
AAR764,B763,H,ARR,N,36630,36645,15,Tx71,Tx100,Tx203,5,0,-
AAR764,B763,H,ARR,N,36645,36655,10,Tx100,Tx203,Tx204,4,0,-
AAR764,B763,H,ARR,N,36655,36666,10,Tx203,Tx204,Tx205,4,0,-
AAR764,B763,H,ARR,N,36666,36696,30,Tx204,Tx205,Tx206,5,0,-
AAR764,B763,H,ARR,N,36696,36707,10,Tx205,Tx206,Tx120,4,0,-
AAR764,B763,H,ARR,N,36707,36756,49,Tx206,Tx120,Tx121,5,0,-
AAR764,B763,H,ARR,N,36756,36792,36,Tx120,Tx121,Tx215,5,0,-
AAR764,B763,H,ARR,N,36792,36804,11,Tx121,Tx215,Tx216,5,0,-
AAR764,B763,H,ARR,N,36804,36815,11,Tx215,Tx216,Tx127,5,0,-
AAR764,B763,H,ARR,N,36815,36850,35,Tx216,Tx127,Tx220,4,0,-
AAR764,B763,H,ARR,N,36850,36862,11,Tx127,Tx220,gate31,5,0,-
AAR764,B763,H,ARR,N,36862,36913,51,gate31,G36,XXXX,5,0,-
AAR301,A321,M,DEP,N,36354,36422,68,XXXX,G38,gate33,0,10,234
AAR301,A321,M,DEP,N,36422,36436,14,gate33,Tx222,Tx221,0,10,-
AAR301,A321,M,DEP,N,36436,36443,6,Tx222,Tx221,Tx231,0,10,-
AAR301,A321,M,DEP,N,36443,36514,71,Tx221,Tx231,Tx137,0,10,-
AAR301,A321,M,DEP,N,36514,36532,17,Tx231,Tx137,Tx152,0,10,-
AAR301,A321,M,DEP,N,36532,36546,14,Tx137,Tx152,Tx167,0,10,-
AAR301,A321,M,DEP,N,36546,36563,16,Tx152,Tx167,Tx198,0,10,-
AAR301,A321,M,DEP,N,36563,36591,28,Tx198,34,XXXX,0,10,-
AAR552,A333,H,ARR,N,36404,36414,9,XXXX,33R,Rwy7,5,0,224
AAR552,A333,H,ARR,N,36414,36420,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR552,A333,H,ARR,N,36420,36427,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR552,A333,H,ARR,N,36427,36470,42,Rwy5,Rwy4,Tx15,4,0,-
AAR552,A333,H,ARR,N,36470,36515,45,Rwy4,Tx15,Tx23,5,0,-
AAR552,A333,H,ARR,N,36515,36618,102,Tx15,Tx23,Tx30,5,0,-
AAR552,A333,H,ARR,N,36618,36646,27,Tx23,Tx30,Tx38,4,0,-
AAR552,A333,H,ARR,N,36646,36668,22,Tx30,Tx38,Tx53,5,0,-
AAR552,A333,H,ARR,N,36668,36675,6,Tx38,Tx53,Tx54,4,0,-
AAR552,A333,H,ARR,N,36675,36736,60,Tx53,Tx54,Tx71,5,0,-
AAR552,A333,H,ARR,N,36736,36748,12,Tx54,Tx71,Tx100,4,0,-
AAR552,A333,H,ARR,N,36748,36763,15,Tx71,Tx100,Tx203,5,0,-
AAR552,A333,H,ARR,N,36763,36774,10,Tx100,Tx203,Tx204,4,0,-
AAR552,A333,H,ARR,N,36774,36784,10,Tx203,Tx204,Tx205,4,0,-
AAR552,A333,H,ARR,N,36784,36815,30,Tx204,Tx205,Tx206,5,0,-
AAR552,A333,H,ARR,N,36815,36825,10,Tx205,Tx206,Tx120,4,0,-
AAR552,A333,H,ARR,N,36825,36875,49,Tx206,Tx120,Tx121,5,0,-
AAR552,A333,H,ARR,N,36875,36911,36,Tx120,Tx121,Tx215,5,0,-
AAR552,A333,H,ARR,N,36911,36922,11,Tx121,Tx215,Tx216,5,0,-
AAR552,A333,H,ARR,N,36922,36934,11,Tx215,Tx216,gate25,5,0,-
AAR552,A333,H,ARR,N,36934,37069,134,gate25,G30,XXXX,5,0,-
AAR723,A321,M,DEP,N,36573,36618,45,XXXX,G45,gate39,0,10,273
AAR723,A321,M,DEP,N,36618,36634,16,gate39,Tx223,Tx137,0,10,-
AAR723,A321,M,DEP,N,36634,36652,17,Tx223,Tx137,Tx152,0,10,-
AAR723,A321,M,DEP,N,36652,36666,14,Tx137,Tx152,Tx167,0,10,-
AAR723,A321,M,DEP,N,36666,36683,16,Tx152,Tx167,Tx198,0,10,-
AAR723,A321,M,DEP,N,36683,36711,28,Tx198,34,XXXX,0,10,-
JNA641,B738,M,DEP,N,36360,36461,101,XXXX,G11,gate9,4,0,0
JNA641,B738,M,DEP,N,36461,36477,16,gate9,Tx211,Tx107,4,0,-
JNA641,B738,M,DEP,N,36477,36505,27,Tx211,Tx107,Tx105,4,0,-
JNA641,B738,M,DEP,N,36505,36519,14,Tx107,Tx105,Tx95,4,0,-
JNA641,B738,M,DEP,N,36519,36531,11,Tx105,Tx95,Tx77,5,0,-
JNA641,B738,M,DEP,N,36531,36545,14,Tx95,Tx77,Tx43,4,0,-
JNA641,B738,M,DEP,N,36545,36567,21,Tx43,33L,XXXX,4,0,-
UAL167,B738,M,ARR,N,36540,36549,9,XXXX,33R,Rwy7,5,0,0
UAL167,B738,M,ARR,N,36549,36556,6,Rwy7,Rwy6,Rwy5,4,0,-
UAL167,B738,M,ARR,N,36556,36562,6,Rwy6,Rwy5,Rwy4,4,0,-
UAL167,B738,M,ARR,N,36562,36605,42,Rwy5,Rwy4,Tx15,4,0,-
UAL167,B738,M,ARR,N,36605,36651,45,Rwy4,Tx15,Tx23,5,0,-
UAL167,B738,M,ARR,N,36651,36753,102,Tx15,Tx23,Tx30,5,0,-
UAL167,B738,M,ARR,N,36753,36781,27,Tx23,Tx30,Tx38,4,0,-
UAL167,B738,M,ARR,N,36781,36804,22,Tx30,Tx38,Tx53,5,0,-
UAL167,B738,M,ARR,N,36804,36811,6,Tx38,Tx53,Tx54,4,0,-
UAL167,B738,M,ARR,N,36811,36871,60,Tx53,Tx54,Tx71,5,0,-
UAL167,B738,M,ARR,N,36871,36884,12,Tx54,Tx71,Tx100,4,0,-
UAL167,B738,M,ARR,N,36884,36899,15,Tx71,Tx100,Tx203,5,0,-
UAL167,B738,M,ARR,N,36899,36909,10,Tx100,Tx203,Tx204,4,0,-
UAL167,B738,M,ARR,N,36909,36920,10,Tx203,Tx204,gate65,4,0,-
UAL167,B738,M,ARR,N,36920,37025,105,gate65,G108,XXXX,4,0,-
AAR727,A321,M,DEP,N,36681,36738,57,XXXX,G43,gate38,0,10,141
AAR727,A321,M,DEP,N,36738,36754,16,gate38,Tx223,Tx137,0,10,-
AAR727,A321,M,DEP,N,36754,36772,17,Tx223,Tx137,Tx152,0,10,-
AAR727,A321,M,DEP,N,36772,36786,14,Tx137,Tx152,Tx167,0,10,-
AAR727,A321,M,DEP,N,36786,36803,16,Tx152,Tx167,Tx198,0,10,-
AAR727,A321,M,DEP,N,36803,36831,28,Tx198,34,XXXX,0,10,-
JJA2101,B738,M,DEP,N,36660,36719,59,XXXX,G118,gate69,4,0,0
JJA2101,B738,M,DEP,N,36719,36793,73,gate69,Tx119,Tx228,4,0,-
JJA2101,B738,M,DEP,N,36793,36830,37,Tx119,Tx228,Tx229,4,0,-
JJA2101,B738,M,DEP,N,36830,36844,14,Tx228,Tx229,Tx230,4,0,-
JJA2101,B738,M,DEP,N,36844,36857,13,Tx229,Tx230,Tx231,5,0,-
JJA2101,B738,M,DEP,N,36857,36919,61,Tx230,Tx231,Tx137,4,0,-
JJA2101,B738,M,DEP,N,36919,36934,15,Tx231,Tx137,Tx152,5,0,-
JJA2101,B738,M,DEP,N,36934,36947,12,Tx137,Tx152,Tx167,4,0,-
JJA2101,B738,M,DEP,N,36947,36961,14,Tx152,Tx167,Tx198,4,0,-
JJA2101,B738,M,DEP,N,36961,36986,24,Tx198,34,XXXX,5,0,-
KAL825,B737,M,DEP,N,36840,36889,49,XXXX,G16,gate13,5,0,0
KAL825,B737,M,DEP,N,36889,36902,13,gate13,Tx210,Tx212,5,0,-
KAL825,B737,M,DEP,N,36902,36928,25,Tx210,Tx212,Tx125,4,0,-
KAL825,B737,M,DEP,N,36928,36953,24,Tx212,Tx125,Tx129,5,0,-
KAL825,B737,M,DEP,N,36953,36990,37,Tx125,Tx129,Tx127,4,0,-
KAL825,B737,M,DEP,N,36990,37025,35,Tx129,Tx127,Tx130,4,0,-
KAL825,B737,M,DEP,N,37025,37036,11,Tx127,Tx130,Tx221,5,0,-
KAL825,B737,M,DEP,N,37036,37042,5,Tx130,Tx221,Tx231,5,0,-
KAL825,B737,M,DEP,N,37042,37104,61,Tx221,Tx231,Tx137,4,0,-
KAL825,B737,M,DEP,N,37104,37119,15,Tx231,Tx137,Tx152,5,0,-
KAL825,B737,M,DEP,N,37119,37131,12,Tx137,Tx152,Tx167,4,0,-
KAL825,B737,M,DEP,N,37131,37146,14,Tx152,Tx167,Tx198,4,0,-
KAL825,B737,M,DEP,N,37146,37170,24,Tx198,34,XXXX,5,0,-
CAL164,B738,M,ARR,N,36900,36909,9,XXXX,33R,Rwy7,5,0,0
CAL164,B738,M,ARR,N,36909,36916,6,Rwy7,Rwy6,Rwy5,4,0,-
CAL164,B738,M,ARR,N,36916,36922,6,Rwy6,Rwy5,Rwy4,4,0,-
CAL164,B738,M,ARR,N,36922,36965,42,Rwy5,Rwy4,Tx15,4,0,-
CAL164,B738,M,ARR,N,36965,37011,45,Rwy4,Tx15,Tx23,5,0,-
CAL164,B738,M,ARR,N,37011,37113,102,Tx15,Tx23,Tx30,5,0,-
CAL164,B738,M,ARR,N,37113,37141,27,Tx23,Tx30,Tx38,4,0,-
CAL164,B738,M,ARR,N,37141,37164,22,Tx30,Tx38,Tx53,5,0,-
CAL164,B738,M,ARR,N,37164,37171,6,Tx38,Tx53,Tx54,4,0,-
CAL164,B738,M,ARR,N,37171,37231,60,Tx53,Tx54,Tx71,5,0,-
CAL164,B738,M,ARR,N,37231,37244,12,Tx54,Tx71,Tx100,4,0,-
CAL164,B738,M,ARR,N,37244,37259,15,Tx71,Tx100,Tx203,5,0,-
CAL164,B738,M,ARR,N,37259,37269,10,Tx100,Tx203,Tx204,4,0,-
CAL164,B738,M,ARR,N,37269,37280,10,Tx203,Tx204,Tx205,4,0,-
CAL164,B738,M,ARR,N,37280,37310,30,Tx204,Tx205,Tx206,5,0,-
CAL164,B738,M,ARR,N,37310,37321,10,Tx205,Tx206,Tx120,4,0,-
CAL164,B738,M,ARR,N,37321,37370,49,Tx206,Tx120,Tx121,5,0,-
CAL164,B738,M,ARR,N,37370,37406,36,Tx120,Tx121,Tx122,5,0,-
CAL164,B738,M,ARR,N,37406,37459,52,Tx121,Tx122,gate59,4,0,-
CAL164,B738,M,ARR,N,37459,37504,45,gate59,G131,XXXX,5,0,-
AAR222,B772,H,DEP,N,36900,37015,115,XXXX,G31,gate26,5,0,0
AAR222,B772,H,DEP,N,37015,37053,37,gate26,Tx129,Tx125,4,0,-
AAR222,B772,H,DEP,N,37053,37077,24,Tx129,Tx125,Tx212,5,0,-
AAR222,B772,H,DEP,N,37077,37103,25,Tx125,Tx212,Tx210,4,0,-
AAR222,B772,H,DEP,N,37103,37116,13,Tx212,Tx210,Tx211,5,0,-
AAR222,B772,H,DEP,N,37116,37132,16,Tx210,Tx211,Tx107,4,0,-
AAR222,B772,H,DEP,N,37132,37160,27,Tx211,Tx107,Tx105,4,0,-
AAR222,B772,H,DEP,N,37160,37174,14,Tx107,Tx105,Tx95,4,0,-
AAR222,B772,H,DEP,N,37174,37186,11,Tx105,Tx95,Tx77,5,0,-
AAR222,B772,H,DEP,N,37186,37200,14,Tx95,Tx77,Tx43,4,0,-
AAR222,B772,H,DEP,N,37200,37222,21,Tx43,33L,XXXX,4,0,-
AAR303,B763,H,DEP,N,37062,37121,59,XXXX,G36,gate31,0,10,102
AAR303,B763,H,DEP,N,37121,37135,14,gate31,Tx222,Tx221,0,10,-
AAR303,B763,H,DEP,N,37135,37142,6,Tx222,Tx221,Tx231,0,10,-
AAR303,B763,H,DEP,N,37142,37213,71,Tx221,Tx231,Tx137,0,10,-
AAR303,B763,H,DEP,N,37213,37231,17,Tx231,Tx137,Tx152,0,10,-
AAR303,B763,H,DEP,N,37231,37245,14,Tx137,Tx152,Tx167,0,10,-
AAR303,B763,H,DEP,N,37245,37262,16,Tx152,Tx167,Tx198,0,10,-
AAR303,B763,H,DEP,N,37262,37290,28,Tx198,34,XXXX,0,10,-
AAR152,A321,M,DEP,N,37140,37198,58,XXXX,G34,gate29,4,0,0
AAR152,A321,M,DEP,N,37198,37235,37,gate29,Tx129,Tx125,4,0,-
AAR152,A321,M,DEP,N,37235,37259,24,Tx129,Tx125,Tx212,5,0,-
AAR152,A321,M,DEP,N,37259,37285,25,Tx125,Tx212,Tx210,4,0,-
AAR152,A321,M,DEP,N,37285,37298,13,Tx212,Tx210,Tx211,5,0,-
AAR152,A321,M,DEP,N,37298,37315,16,Tx210,Tx211,Tx107,4,0,-
AAR152,A321,M,DEP,N,37315,37342,27,Tx211,Tx107,Tx105,4,0,-
AAR152,A321,M,DEP,N,37342,37356,14,Tx107,Tx105,Tx95,4,0,-
AAR152,A321,M,DEP,N,37356,37368,11,Tx105,Tx95,Tx77,5,0,-
AAR152,A321,M,DEP,N,37368,37382,14,Tx95,Tx77,Tx43,4,0,-
AAR152,A321,M,DEP,N,37382,37404,21,Tx43,33L,XXXX,4,0,-
AAR371,A333,H,DEP,N,37295,37348,52,XXXX,G47,gate41,0,10,35
AAR371,A333,H,DEP,N,37348,37365,17,gate41,Tx138,Tx167,0,10,-
AAR371,A333,H,DEP,N,37365,37382,16,Tx138,Tx167,Tx198,0,10,-
AAR371,A333,H,DEP,N,37382,37410,28,Tx198,34,XXXX,0,10,-
AAR197,B763,H,ARR,N,37320,37329,9,XXXX,33R,Rwy7,5,0,0
AAR197,B763,H,ARR,N,37329,37336,6,Rwy7,Rwy6,Rwy5,4,0,-
AAR197,B763,H,ARR,N,37336,37342,6,Rwy6,Rwy5,Rwy4,4,0,-
AAR197,B763,H,ARR,N,37342,37385,42,Rwy5,Rwy4,Rwy3,4,0,-
AAR197,B763,H,ARR,N,37385,37400,14,Rwy4,Rwy3,Tx8,4,0,-
AAR197,B763,H,ARR,N,37400,37458,58,Rwy3,Tx8,Tx3,5,0,-
AAR197,B763,H,ARR,N,37458,37610,151,Tx8,Tx3,Tx4,4,0,-
AAR197,B763,H,ARR,N,37610,37756,146,Tx3,Tx4,gate112,5,0,-
AAR197,B763,H,ARR,N,37756,38025,268,gate112,G615,XXXX,4,0,-
AAR711,B772,H,DEP,N,37380,37460,80,XXXX,G41,gate36,4,0,0
AAR711,B772,H,DEP,N,37460,37475,14,gate36,Tx223,Tx137,4,0,-
AAR711,B772,H,DEP,N,37475,37490,15,Tx223,Tx137,Tx152,5,0,-
AAR711,B772,H,DEP,N,37490,37502,12,Tx137,Tx152,Tx167,4,0,-
AAR711,B772,H,DEP,N,37502,37517,14,Tx152,Tx167,Tx198,4,0,-
AAR711,B772,H,DEP,N,37517,37541,24,Tx198,34,XXXX,5,0,-
AAR112,B772,H,DEP,N,37380,37475,95,XXXX,G40,gate35,0,2,0
AAR112,B772,H,DEP,N,37475,37489,14,gate35,Tx223,Tx231,4,0,-
AAR112,B772,H,DEP,N,37489,37551,61,Tx223,Tx231,Tx221,4,0,-
AAR112,B772,H,DEP,N,37551,37556,5,Tx231,Tx221,Tx130,5,0,-
AAR112,B772,H,DEP,N,37556,37568,11,Tx221,Tx130,Tx127,5,0,-
AAR112,B772,H,DEP,N,37568,37603,35,Tx130,Tx127,Tx129,4,0,-
AAR112,B772,H,DEP,N,37603,37640,37,Tx127,Tx129,Tx125,4,0,-
AAR112,B772,H,DEP,N,37640,37665,24,Tx129,Tx125,Tx212,5,0,-
AAR112,B772,H,DEP,N,37665,37691,25,Tx125,Tx212,Tx210,4,0,-
AAR112,B772,H,DEP,N,37691,37704,13,Tx212,Tx210,Tx211,5,0,-
AAR112,B772,H,DEP,N,37704,37720,16,Tx210,Tx211,Tx107,4,0,-
AAR112,B772,H,DEP,N,37720,37748,27,Tx211,Tx107,Tx105,4,0,-
AAR112,B772,H,DEP,N,37748,37762,14,Tx107,Tx105,Tx95,4,0,-
AAR112,B772,H,DEP,N,37762,37773,11,Tx105,Tx95,Tx77,5,0,-
