* Scheduled routes in the airport surface,,,,,,,,,,,,,,
* Index,Flight ID,Address,Aircraft Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%)
94,CPA421,BHNA,B772,H,DEP,N,36540,36583,43,XXXX,G123,gate55,5,10
94,CPA421,BHNA,B772,H,DEP,N,36583,36595,12,gate55,Tx215,Tx216,5,10
94,CPA421,BHNA,B772,H,DEP,N,36595,36607,12,Tx215,Tx216,Tx127,5,10
94,CPA421,BHNA,B772,H,DEP,N,36607,36644,37,Tx216,Tx127,Tx130,5,10
94,CPA421,BHNA,B772,H,DEP,N,36644,36656,12,Tx127,Tx130,Tx221,5,10
94,CPA421,BHNA,B772,H,DEP,N,36656,36662,6,Tx130,Tx221,Tx231,5,10
94,CPA421,BHNA,B772,H,DEP,N,36662,36727,65,Tx221,Tx231,Tx137,5,10
94,CPA421,BHNA,B772,H,DEP,N,36727,36743,16,Tx231,Tx137,Tx152,5,10
94,CPA421,BHNA,B772,H,DEP,N,36743,36756,13,Tx137,Tx152,Tx167,5,10
94,CPA421,BHNA,B772,H,DEP,N,36756,36771,15,Tx152,Tx167,Tx198,5,10
94,CPA421,BHNA,B772,H,DEP,N,36771,36797,26,Tx198,34,XXXX,5,10
95,KAL031,HL7715,B772,H,DEP,N,36660,36791,131,XXXX,G24,gate21,5,10
95,KAL031,HL7715,B772,H,DEP,N,36791,36817,26,gate21,Tx125,Tx212,5,10
95,KAL031,HL7715,B772,H,DEP,N,36817,36844,27,Tx125,Tx212,Tx210,5,10
95,KAL031,HL7715,B772,H,DEP,N,36844,36858,14,Tx212,Tx210,Tx211,5,10
95,KAL031,HL7715,B772,H,DEP,N,36858,36875,17,Tx210,Tx211,Tx107,5,10
95,KAL031,HL7715,B772,H,DEP,N,36875,36904,29,Tx211,Tx107,Tx105,5,10
95,KAL031,HL7715,B772,H,DEP,N,36904,36919,15,Tx107,Tx105,Tx95,5,10
95,KAL031,HL7715,B772,H,DEP,N,36919,36931,12,Tx105,Tx95,Tx77,5,10
95,KAL031,HL7715,B772,H,DEP,N,36931,36946,15,Tx95,Tx77,Tx43,5,10
95,KAL031,HL7715,B772,H,DEP,N,36946,36969,23,Tx43,33L,XXXX,5,10
96,AAR723,HL8280,A321,M,DEP,N,36660,36701,41,XXXX,G45,gate39,5,10
96,AAR723,HL8280,A321,M,DEP,N,36701,36716,15,gate39,Tx223,Tx137,5,10
96,AAR723,HL8280,A321,M,DEP,N,36716,36732,16,Tx223,Tx137,Tx152,5,10
96,AAR723,HL8280,A321,M,DEP,N,36732,36745,13,Tx137,Tx152,Tx167,5,10
96,AAR723,HL8280,A321,M,DEP,N,36745,36760,15,Tx152,Tx167,Tx198,5,10
96,AAR723,HL8280,A321,M,DEP,N,36760,36786,26,Tx198,34,XXXX,5,10
97,AAR172,HL7795,A333,H,DEP,N,37080,37132,52,XXXX,G43,gate38,5,10
97,AAR172,HL7795,A333,H,DEP,N,37132,37147,15,gate38,Tx223,Tx137,5,10
97,AAR172,HL7795,A333,H,DEP,N,37147,37163,16,Tx223,Tx137,Tx152,5,10
97,AAR172,HL7795,A333,H,DEP,N,37163,37176,13,Tx137,Tx152,Tx167,5,10
97,AAR172,HL7795,A333,H,DEP,N,37176,37191,15,Tx152,Tx167,Tx198,5,10
97,AAR172,HL7795,A333,H,DEP,N,37191,37217,26,Tx198,34,XXXX,5,10
98,AAR112,HL7756,B772,H,DEP,N,37140,37262,122,XXXX,G31,gate26,5,10
98,AAR112,HL7756,B772,H,DEP,N,37262,37301,39,gate26,Tx129,Tx125,5,10
98,AAR112,HL7756,B772,H,DEP,N,37301,37327,26,Tx129,Tx125,Tx212,5,10
98,AAR112,HL7756,B772,H,DEP,N,37327,37354,27,Tx125,Tx212,Tx210,5,10
98,AAR112,HL7756,B772,H,DEP,N,37354,37368,14,Tx212,Tx210,Tx211,5,10
98,AAR112,HL7756,B772,H,DEP,N,37368,37385,17,Tx210,Tx211,Tx107,5,10
98,AAR112,HL7756,B772,H,DEP,N,37385,37414,29,Tx211,Tx107,Tx105,5,10
98,AAR112,HL7756,B772,H,DEP,N,37414,37429,15,Tx107,Tx105,Tx95,5,10
98,AAR112,HL7756,B772,H,DEP,N,37429,37441,12,Tx105,Tx95,Tx77,5,10
98,AAR112,HL7756,B772,H,DEP,N,37441,37456,15,Tx95,Tx77,Tx43,5,10
98,AAR112,HL7756,B772,H,DEP,N,37456,37479,23,Tx43,33L,XXXX,5,10
99,TWB291,HL8000,B738,M,DEP,N,37260,37339,79,XXXX,G128,gate73,5,10
99,TWB291,HL8000,B738,M,DEP,N,37339,37378,39,gate73,Tx228,Tx217,5,10
99,TWB291,HL8000,B738,M,DEP,N,37378,37393,15,Tx228,Tx217,Tx126,5,10
99,TWB291,HL8000,B738,M,DEP,N,37393,37444,51,Tx217,Tx126,Tx128,5,10
99,TWB291,HL8000,B738,M,DEP,N,37444,37482,38,Tx126,Tx128,Tx214,5,10
99,TWB291,HL8000,B738,M,DEP,N,37482,37494,12,Tx128,Tx214,Tx125,5,10
99,TWB291,HL8000,B738,M,DEP,N,37494,37520,26,Tx214,Tx125,Tx212,5,10
99,TWB291,HL8000,B738,M,DEP,N,37520,37547,27,Tx125,Tx212,Tx210,5,10
99,TWB291,HL8000,B738,M,DEP,N,37547,37561,14,Tx212,Tx210,Tx211,5,10
99,TWB291,HL8000,B738,M,DEP,N,37561,37578,17,Tx210,Tx211,Tx107,5,10
99,TWB291,HL8000,B738,M,DEP,N,37578,37607,29,Tx211,Tx107,Tx105,5,10
99,TWB291,HL8000,B738,M,DEP,N,37607,37622,15,Tx107,Tx105,Tx95,5,10
99,TWB291,HL8000,B738,M,DEP,N,37622,37634,12,Tx105,Tx95,Tx77,5,10
99,TWB291,HL8000,B738,M,DEP,N,37634,37649,15,Tx95,Tx77,Tx43,5,10
99,TWB291,HL8000,B738,M,DEP,N,37649,37672,23,Tx43,33L,XXXX,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37320,37438,118,XXXX,G124,gate71,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37438,37515,77,gate71,Tx119,Tx228,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37515,37554,39,Tx119,Tx228,Tx229,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37554,37569,15,Tx228,Tx229,Tx230,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37569,37583,14,Tx229,Tx230,Tx231,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37583,37648,65,Tx230,Tx231,Tx137,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37648,37664,16,Tx231,Tx137,Tx152,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37664,37677,13,Tx137,Tx152,Tx167,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37677,37692,15,Tx152,Tx167,Tx198,5,10
100,FIN42,OHLTU,A333,H,DEP,N,37692,37718,26,Tx198,34,XXXX,5,10
101,KAL613,HL7495,B744,H,DEP,N,37440,37512,72,XXXX,G21,gate18,5,10
101,KAL613,HL7495,B744,H,DEP,N,37512,37551,39,gate18,Tx129,Tx127,5,10
101,KAL613,HL7495,B744,H,DEP,N,37551,37588,37,Tx129,Tx127,Tx130,5,10
101,KAL613,HL7495,B744,H,DEP,N,37588,37600,12,Tx127,Tx130,Tx221,5,10
101,KAL613,HL7495,B744,H,DEP,N,37600,37606,6,Tx130,Tx221,Tx231,5,10
101,KAL613,HL7495,B744,H,DEP,N,37606,37671,65,Tx221,Tx231,Tx137,5,10
101,KAL613,HL7495,B744,H,DEP,N,37671,37687,16,Tx231,Tx137,Tx152,5,10
101,KAL613,HL7495,B744,H,DEP,N,37687,37700,13,Tx137,Tx152,Tx167,5,10
101,KAL613,HL7495,B744,H,DEP,N,37700,37715,15,Tx152,Tx167,Tx198,5,10
101,KAL613,HL7495,B744,H,DEP,N,37715,37741,26,Tx198,34,XXXX,5,10
102,KAL767,HL8242,B737,M,DEP,N,37440,37508,68,XXXX,G18,gate15,5,10
102,KAL767,HL8242,B737,M,DEP,N,37508,37522,14,gate15,Tx210,Tx211,5,10
102,KAL767,HL8242,B737,M,DEP,N,37522,37539,17,Tx210,Tx211,Tx107,5,10
102,KAL767,HL8242,B737,M,DEP,N,37539,37568,29,Tx211,Tx107,Tx105,5,10
102,KAL767,HL8242,B737,M,DEP,N,37568,37583,15,Tx107,Tx105,Tx95,5,10
102,KAL767,HL8242,B737,M,DEP,N,37583,37595,12,Tx105,Tx95,Tx77,5,10
102,KAL767,HL8242,B737,M,DEP,N,37595,37610,15,Tx95,Tx77,Tx43,5,10
102,KAL767,HL8242,B737,M,DEP,N,37610,37633,23,Tx43,33L,XXXX,5,10
103,AAR158,HL8277,A321,M,DEP,N,37620,37665,45,XXXX,G8,gate6,5,10
103,AAR158,HL8277,A321,M,DEP,N,37665,37690,25,gate6,Tx108,Tx105,5,10
103,AAR158,HL8277,A321,M,DEP,N,37690,37705,15,Tx108,Tx105,Tx95,5,10
103,AAR158,HL8277,A321,M,DEP,N,37705,37717,12,Tx105,Tx95,Tx77,5,10
103,AAR158,HL8277,A321,M,DEP,N,37717,37732,15,Tx95,Tx77,Tx43,5,10
103,AAR158,HL8277,A321,M,DEP,N,37732,37755,23,Tx43,33L,XXXX,5,10
104,CPA417,BHXE,A343,H,DEP,N,37620,37658,38,XXXX,G121,gate54,5,10
104,CPA417,BHXE,A343,H,DEP,N,37658,37670,12,gate54,Tx215,Tx216,5,10
104,CPA417,BHXE,A343,H,DEP,N,37670,37682,12,Tx215,Tx216,Tx127,5,10
104,CPA417,BHXE,A343,H,DEP,N,37682,37719,37,Tx216,Tx127,Tx130,5,10
104,CPA417,BHXE,A343,H,DEP,N,37719,37731,12,Tx127,Tx130,Tx221,5,10
104,CPA417,BHXE,A343,H,DEP,N,37731,37737,6,Tx130,Tx221,Tx231,5,10
104,CPA417,BHXE,A343,H,DEP,N,37737,37802,65,Tx221,Tx231,Tx137,5,10
104,CPA417,BHXE,A343,H,DEP,N,37802,37818,16,Tx231,Tx137,Tx152,5,10
104,CPA417,BHXE,A343,H,DEP,N,37818,37831,13,Tx137,Tx152,Tx167,5,10
104,CPA417,BHXE,A343,H,DEP,N,37831,37846,15,Tx152,Tx167,Tx198,5,10
104,CPA417,BHXE,A343,H,DEP,N,37846,37872,26,Tx198,34,XXXX,5,10
105,KAL073,HL8217,B773,H,DEP,N,37680,37843,163,XXXX,G27,gate23,5,10
105,KAL073,HL8217,B773,H,DEP,N,37843,37869,26,gate23,Tx125,Tx212,5,10
105,KAL073,HL8217,B773,H,DEP,N,37869,37896,27,Tx125,Tx212,Tx210,5,10
105,KAL073,HL8217,B773,H,DEP,N,37896,37910,14,Tx212,Tx210,Tx211,5,10
105,KAL073,HL8217,B773,H,DEP,N,37910,37927,17,Tx210,Tx211,Tx107,5,10
105,KAL073,HL8217,B773,H,DEP,N,37927,37956,29,Tx211,Tx107,Tx105,5,10
105,KAL073,HL8217,B773,H,DEP,N,37956,37971,15,Tx107,Tx105,Tx95,5,10
105,KAL073,HL8217,B773,H,DEP,N,37971,37983,12,Tx105,Tx95,Tx77,5,10
105,KAL073,HL8217,B773,H,DEP,N,37983,37998,15,Tx95,Tx77,Tx43,5,10
105,KAL073,HL8217,B773,H,DEP,N,37998,38021,23,Tx43,33L,XXXX,5,10
106,KAL981,HL8224,B737,M,DEP,N,37740,37792,52,XXXX,G16,gate13,5,10
106,KAL981,HL8224,B737,M,DEP,N,37792,37806,14,gate13,Tx210,Tx212,5,10
106,KAL981,HL8224,B737,M,DEP,N,37806,37833,27,Tx210,Tx212,Tx125,5,10
106,KAL981,HL8224,B737,M,DEP,N,37833,37859,26,Tx212,Tx125,Tx129,5,10
106,KAL981,HL8224,B737,M,DEP,N,37859,37898,39,Tx125,Tx129,Tx127,5,10
106,KAL981,HL8224,B737,M,DEP,N,37898,37935,37,Tx129,Tx127,Tx130,5,10
106,KAL981,HL8224,B737,M,DEP,N,37935,37947,12,Tx127,Tx130,Tx221,5,10
106,KAL981,HL8224,B737,M,DEP,N,37947,37953,6,Tx130,Tx221,Tx231,5,10
106,KAL981,HL8224,B737,M,DEP,N,37953,38018,65,Tx221,Tx231,Tx137,5,10
106,KAL981,HL8224,B737,M,DEP,N,38018,38034,16,Tx231,Tx137,Tx152,5,10
106,KAL981,HL8224,B737,M,DEP,N,38034,38047,13,Tx137,Tx152,Tx167,5,10
106,KAL981,HL8224,B737,M,DEP,N,38047,38062,15,Tx152,Tx167,Tx198,5,10
106,KAL981,HL8224,B737,M,DEP,N,38062,38088,26,Tx198,34,XXXX,5,10
107,JJA2101,HL8295,B738,M,DEP,N,37860,37923,63,XXXX,G118,gate69,5,10
107,JJA2101,HL8295,B738,M,DEP,N,37923,38000,77,gate69,Tx119,Tx228,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38000,38039,39,Tx119,Tx228,Tx229,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38039,38054,15,Tx228,Tx229,Tx230,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38054,38068,14,Tx229,Tx230,Tx231,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38068,38133,65,Tx230,Tx231,Tx137,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38133,38149,16,Tx231,Tx137,Tx152,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38149,38162,13,Tx137,Tx152,Tx167,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38162,38177,15,Tx152,Tx167,Tx198,5,10
107,JJA2101,HL8295,B738,M,DEP,N,38177,38203,26,Tx198,34,XXXX,5,10
108,KAL081,HL7615,A388,J,DEP,N,37920,37952,32,XXXX,G10,gate8,5,10
108,KAL081,HL7615,A388,J,DEP,N,37952,37977,25,gate8,Tx108,Tx105,5,10
108,KAL081,HL7615,A388,J,DEP,N,37977,37992,15,Tx108,Tx105,Tx95,5,10
108,KAL081,HL7615,A388,J,DEP,N,37992,38004,12,Tx105,Tx95,Tx77,5,10
108,KAL081,HL7615,A388,J,DEP,N,38004,38019,15,Tx95,Tx77,Tx43,5,10
108,KAL081,HL7615,A388,J,DEP,N,38019,38042,23,Tx43,33L,XXXX,5,10
109,AAR711,HL7794,A333,H,DEP,N,38040,38128,88,XXXX,G39,gate34,5,10
109,AAR711,HL7794,A333,H,DEP,N,38128,38141,13,gate34,Tx222,Tx221,5,10
109,AAR711,HL7794,A333,H,DEP,N,38141,38147,6,Tx222,Tx221,Tx231,5,10
109,AAR711,HL7794,A333,H,DEP,N,38147,38212,65,Tx221,Tx231,Tx137,5,10
109,AAR711,HL7794,A333,H,DEP,N,38212,38228,16,Tx231,Tx137,Tx152,5,10
109,AAR711,HL7794,A333,H,DEP,N,38228,38241,13,Tx137,Tx152,Tx167,5,10
109,AAR711,HL7794,A333,H,DEP,N,38241,38256,15,Tx152,Tx167,Tx198,5,10
109,AAR711,HL7794,A333,H,DEP,N,38256,38282,26,Tx198,34,XXXX,5,10
110,KAL765,HL7404,B744,H,DEP,N,38160,38249,89,XXXX,G6,gate4,5,10
110,KAL765,HL7404,B744,H,DEP,N,38249,38274,25,gate4,Tx108,Tx105,5,10
110,KAL765,HL7404,B744,H,DEP,N,38274,38289,15,Tx108,Tx105,Tx95,5,10
110,KAL765,HL7404,B744,H,DEP,N,38289,38301,12,Tx105,Tx95,Tx77,5,10
110,KAL765,HL7404,B744,H,DEP,N,38301,38316,15,Tx95,Tx77,Tx43,5,10
110,KAL765,HL7404,B744,H,DEP,N,38316,38339,23,Tx43,33L,XXXX,5,10
111,HVN417,VNA378,A332,H,DEP,N,38220,38308,88,XXXX,G106,gate64,5,10
111,HVN417,VNA378,A332,H,DEP,N,38308,38340,32,gate64,Tx205,Tx206,5,10
111,HVN417,VNA378,A332,H,DEP,N,38340,38351,11,Tx205,Tx206,Tx120,5,10
111,HVN417,VNA378,A332,H,DEP,N,38351,38403,52,Tx206,Tx120,Tx121,5,10
111,HVN417,VNA378,A332,H,DEP,N,38403,38441,38,Tx120,Tx121,Tx215,5,10
111,HVN417,VNA378,A332,H,DEP,N,38441,38453,12,Tx121,Tx215,Tx216,5,10
111,HVN417,VNA378,A332,H,DEP,N,38453,38465,12,Tx215,Tx216,Tx127,5,10
111,HVN417,VNA378,A332,H,DEP,N,38465,38502,37,Tx216,Tx127,Tx130,5,10
111,HVN417,VNA378,A332,H,DEP,N,38502,38514,12,Tx127,Tx130,Tx221,5,10
111,HVN417,VNA378,A332,H,DEP,N,38514,38520,6,Tx130,Tx221,Tx231,5,10
111,HVN417,VNA378,A332,H,DEP,N,38520,38585,65,Tx221,Tx231,Tx137,5,10
111,HVN417,VNA378,A332,H,DEP,N,38585,38601,16,Tx231,Tx137,Tx152,5,10
111,HVN417,VNA378,A332,H,DEP,N,38601,38614,13,Tx137,Tx152,Tx167,5,10
111,HVN417,VNA378,A332,H,DEP,N,38614,38629,15,Tx152,Tx167,Tx198,5,10
111,HVN417,VNA378,A332,H,DEP,N,38629,38655,26,Tx198,34,XXXX,5,10
112,AAR104,HL8267,A321,M,DEP,N,38280,38334,54,XXXX,G37,gate32,5,10
112,AAR104,HL8267,A321,M,DEP,N,38334,38346,12,gate32,Tx220,Tx127,5,10
112,AAR104,HL8267,A321,M,DEP,N,38346,38383,37,Tx220,Tx127,Tx129,5,10
112,AAR104,HL8267,A321,M,DEP,N,38383,38422,39,Tx127,Tx129,Tx125,5,10
112,AAR104,HL8267,A321,M,DEP,N,38422,38448,26,Tx129,Tx125,Tx212,5,10
112,AAR104,HL8267,A321,M,DEP,N,38448,38475,27,Tx125,Tx212,Tx210,5,10
112,AAR104,HL8267,A321,M,DEP,N,38475,38489,14,Tx212,Tx210,Tx211,5,10
112,AAR104,HL8267,A321,M,DEP,N,38489,38506,17,Tx210,Tx211,Tx107,5,10
112,AAR104,HL8267,A321,M,DEP,N,38506,38535,29,Tx211,Tx107,Tx105,5,10
112,AAR104,HL8267,A321,M,DEP,N,38535,38550,15,Tx107,Tx105,Tx95,5,10
112,AAR104,HL8267,A321,M,DEP,N,38550,38562,12,Tx105,Tx95,Tx77,5,10
112,AAR104,HL8267,A321,M,DEP,N,38562,38577,15,Tx95,Tx77,Tx43,5,10
112,AAR104,HL8267,A321,M,DEP,N,38577,38600,23,Tx43,33L,XXXX,5,10
113,THA629,HSTBF,A333,H,DEP,N,38400,38466,66,XXXX,G125,gate56,5,10
113,THA629,HSTBF,A333,H,DEP,N,38466,38478,12,gate56,Tx215,Tx216,5,10
113,THA629,HSTBF,A333,H,DEP,N,38478,38490,12,Tx215,Tx216,Tx127,5,10
113,THA629,HSTBF,A333,H,DEP,N,38490,38527,37,Tx216,Tx127,Tx130,5,10
113,THA629,HSTBF,A333,H,DEP,N,38527,38539,12,Tx127,Tx130,Tx221,5,10
113,THA629,HSTBF,A333,H,DEP,N,38539,38545,6,Tx130,Tx221,Tx231,5,10
113,THA629,HSTBF,A333,H,DEP,N,38545,38610,65,Tx221,Tx231,Tx137,5,10
113,THA629,HSTBF,A333,H,DEP,N,38610,38626,16,Tx231,Tx137,Tx152,5,10
113,THA629,HSTBF,A333,H,DEP,N,38626,38639,13,Tx137,Tx152,Tx167,5,10
113,THA629,HSTBF,A333,H,DEP,N,38639,38654,15,Tx152,Tx167,Tx198,5,10
113,THA629,HSTBF,A333,H,DEP,N,38654,38680,26,Tx198,34,XXXX,5,10
114,DAL158,N674US,B744,H,DEP,N,38460,38571,111,XXXX,G108,gate65,5,10
114,DAL158,N674US,B744,H,DEP,N,38571,38603,32,gate65,Tx205,Tx206,5,10
114,DAL158,N674US,B744,H,DEP,N,38603,38614,11,Tx205,Tx206,Tx207,5,10
114,DAL158,N674US,B744,H,DEP,N,38614,38627,13,Tx206,Tx207,Tx102,5,10
114,DAL158,N674US,B744,H,DEP,N,38627,38651,24,Tx207,Tx102,Tx92,5,10
114,DAL158,N674US,B744,H,DEP,N,38651,38663,12,Tx102,Tx92,Tx93,5,10
114,DAL158,N674US,B744,H,DEP,N,38663,38697,34,Tx92,Tx93,Tx94,5,10
114,DAL158,N674US,B744,H,DEP,N,38697,38727,30,Tx93,Tx94,Tx95,5,10
114,DAL158,N674US,B744,H,DEP,N,38727,38739,12,Tx94,Tx95,Tx77,5,10
114,DAL158,N674US,B744,H,DEP,N,38739,38754,15,Tx95,Tx77,Tx43,5,10
114,DAL158,N674US,B744,H,DEP,N,38754,38777,23,Tx43,33L,XXXX,5,10
115,KAL703,HL7460,B744,H,DEP,N,38640,38685,45,XXXX,G8,gate6,5,10
115,KAL703,HL7460,B744,H,DEP,N,38685,38710,25,gate6,Tx108,Tx105,5,10
115,KAL703,HL7460,B744,H,DEP,N,38710,38725,15,Tx108,Tx105,Tx95,5,10
115,KAL703,HL7460,B744,H,DEP,N,38725,38737,12,Tx105,Tx95,Tx77,5,10
115,KAL703,HL7460,B744,H,DEP,N,38737,38752,15,Tx95,Tx77,Tx43,5,10
115,KAL703,HL7460,B744,H,DEP,N,38752,38775,23,Tx43,33L,XXXX,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38640,38721,81,XXXX,G112,gate67,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38721,38798,77,gate67,Tx119,Tx228,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38798,38837,39,Tx119,Tx228,Tx229,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38837,38852,15,Tx228,Tx229,Tx230,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38852,38866,14,Tx229,Tx230,Tx231,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38866,38931,65,Tx230,Tx231,Tx137,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38931,38947,16,Tx231,Tx137,Tx152,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38947,38960,13,Tx137,Tx152,Tx167,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38960,38975,15,Tx152,Tx167,Tx198,5,10
116,GIA879,PKGPI,A332,H,DEP,N,38975,39001,26,Tx198,34,XXXX,5,10
117,APJ2,JA808P,A320,M,DEP,N,38760,38821,61,XXXX,G117,gate52,5,10
117,APJ2,JA808P,A320,M,DEP,N,38821,38834,13,gate52,Tx213,Tx214,5,10
117,APJ2,JA808P,A320,M,DEP,N,38834,38846,12,Tx213,Tx214,Tx125,5,10
117,APJ2,JA808P,A320,M,DEP,N,38846,38872,26,Tx214,Tx125,Tx212,5,10
117,APJ2,JA808P,A320,M,DEP,N,38872,38899,27,Tx125,Tx212,Tx210,5,10
117,APJ2,JA808P,A320,M,DEP,N,38899,38913,14,Tx212,Tx210,Tx211,5,10
117,APJ2,JA808P,A320,M,DEP,N,38913,38930,17,Tx210,Tx211,Tx107,5,10
117,APJ2,JA808P,A320,M,DEP,N,38930,38959,29,Tx211,Tx107,Tx105,5,10
117,APJ2,JA808P,A320,M,DEP,N,38959,38974,15,Tx107,Tx105,Tx95,5,10
117,APJ2,JA808P,A320,M,DEP,N,38974,38986,12,Tx105,Tx95,Tx77,5,10
117,APJ2,JA808P,A320,M,DEP,N,38986,39001,15,Tx95,Tx77,Tx43,5,10
117,APJ2,JA808P,A320,M,DEP,N,39001,39024,23,Tx43,33L,XXXX,5,10
118,HVN409,VNA375,A332,H,DEP,N,38880,38955,75,XXXX,G107,gate47,5,10
118,HVN409,VNA375,A332,H,DEP,N,38955,39007,52,gate47,Tx120,Tx121,5,10
118,HVN409,VNA375,A332,H,DEP,N,39007,39045,38,Tx120,Tx121,Tx215,5,10
118,HVN409,VNA375,A332,H,DEP,N,39045,39057,12,Tx121,Tx215,Tx216,5,10
118,HVN409,VNA375,A332,H,DEP,N,39057,39069,12,Tx215,Tx216,Tx127,5,10
118,HVN409,VNA375,A332,H,DEP,N,39069,39106,37,Tx216,Tx127,Tx130,5,10
118,HVN409,VNA375,A332,H,DEP,N,39106,39118,12,Tx127,Tx130,Tx221,5,10
118,HVN409,VNA375,A332,H,DEP,N,39118,39124,6,Tx130,Tx221,Tx231,5,10
118,HVN409,VNA375,A332,H,DEP,N,39124,39189,65,Tx221,Tx231,Tx137,5,10
118,HVN409,VNA375,A332,H,DEP,N,39189,39205,16,Tx231,Tx137,Tx152,5,10
118,HVN409,VNA375,A332,H,DEP,N,39205,39218,13,Tx137,Tx152,Tx167,5,10
118,HVN409,VNA375,A332,H,DEP,N,39218,39233,15,Tx152,Tx167,Tx198,5,10
118,HVN409,VNA375,A332,H,DEP,N,39233,39259,26,Tx198,34,XXXX,5,10
119,AAR222,HL8284,B772,H,DEP,N,38940,39034,94,XXXX,G40,gate35,5,10
119,AAR222,HL8284,B772,H,DEP,N,39034,39049,15,gate35,Tx223,Tx231,5,10
119,AAR222,HL8284,B772,H,DEP,N,39049,39114,65,Tx223,Tx231,Tx221,5,10
119,AAR222,HL8284,B772,H,DEP,N,39114,39120,6,Tx231,Tx221,Tx130,5,10
119,AAR222,HL8284,B772,H,DEP,N,39120,39132,12,Tx221,Tx130,Tx127,5,10
119,AAR222,HL8284,B772,H,DEP,N,39132,39169,37,Tx130,Tx127,Tx129,5,10
119,AAR222,HL8284,B772,H,DEP,N,39169,39208,39,Tx127,Tx129,Tx125,5,10
119,AAR222,HL8284,B772,H,DEP,N,39208,39234,26,Tx129,Tx125,Tx212,5,10
119,AAR222,HL8284,B772,H,DEP,N,39234,39261,27,Tx125,Tx212,Tx210,5,10
119,AAR222,HL8284,B772,H,DEP,N,39261,39275,14,Tx212,Tx210,Tx211,5,10
119,AAR222,HL8284,B772,H,DEP,N,39275,39292,17,Tx210,Tx211,Tx107,5,10
119,AAR222,HL8284,B772,H,DEP,N,39292,39321,29,Tx211,Tx107,Tx105,5,10
119,AAR222,HL8284,B772,H,DEP,N,39321,39336,15,Tx107,Tx105,Tx95,5,10
119,AAR222,HL8284,B772,H,DEP,N,39336,39348,12,Tx105,Tx95,Tx77,5,10
119,AAR222,HL8284,B772,H,DEP,N,39348,39363,15,Tx95,Tx77,Tx43,5,10
119,AAR222,HL8284,B772,H,DEP,N,39363,39386,23,Tx43,33L,XXXX,5,10
120,AAR572,HL8279,A321,M,DEP,N,39000,39092,92,XXXX,G32,gate27,5,10
120,AAR572,HL8279,A321,M,DEP,N,39092,39129,37,gate27,Tx127,Tx130,5,10
120,AAR572,HL8279,A321,M,DEP,N,39129,39141,12,Tx127,Tx130,Tx221,5,10
120,AAR572,HL8279,A321,M,DEP,N,39141,39147,6,Tx130,Tx221,Tx231,5,10
120,AAR572,HL8279,A321,M,DEP,N,39147,39212,65,Tx221,Tx231,Tx137,5,10
120,AAR572,HL8279,A321,M,DEP,N,39212,39228,16,Tx231,Tx137,Tx152,5,10
120,AAR572,HL8279,A321,M,DEP,N,39228,39241,13,Tx137,Tx152,Tx167,5,10
120,AAR572,HL8279,A321,M,DEP,N,39241,39256,15,Tx152,Tx167,Tx198,5,10
120,AAR572,HL8279,A321,M,DEP,N,39256,39282,26,Tx198,34,XXXX,5,10
121,KAL691,HL7553,A333,H,DEP,N,39120,39272,152,XXXX,G26,gate22,5,10
121,KAL691,HL7553,A333,H,DEP,N,39272,39311,39,gate22,Tx129,Tx127,5,10
121,KAL691,HL7553,A333,H,DEP,N,39311,39348,37,Tx129,Tx127,Tx130,5,10
121,KAL691,HL7553,A333,H,DEP,N,39348,39360,12,Tx127,Tx130,Tx221,5,10
121,KAL691,HL7553,A333,H,DEP,N,39360,39366,6,Tx130,Tx221,Tx231,5,10
121,KAL691,HL7553,A333,H,DEP,N,39366,39431,65,Tx221,Tx231,Tx137,5,10
121,KAL691,HL7553,A333,H,DEP,N,39431,39447,16,Tx231,Tx137,Tx152,5,10
