* Scheduled routes in the airport surface,,,,,,,,,,,,,,
* Index,Flight ID,Address,Aircraft Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%)
8,QTR859,A7BAV,B773,H,DEP,N,2040,2055,15,Tx95,Tx77,Tx43,5,10
8,QTR859,A7BAV,B773,H,DEP,N,2055,2078,23,Tx43,33L,XXXX,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2340,2389,49,XXXX,G111,gate49,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2389,2402,13,gate49,Tx213,Tx214,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2402,2414,12,Tx213,Tx214,Tx125,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2414,2440,26,Tx214,Tx125,Tx212,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2440,2467,27,Tx125,Tx212,Tx210,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2467,2481,14,Tx212,Tx210,Tx211,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2481,2498,17,Tx210,Tx211,Tx107,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2498,2527,29,Tx211,Tx107,Tx105,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2527,2542,15,Tx107,Tx105,Tx95,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2542,2554,12,Tx105,Tx95,Tx77,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2554,2569,15,Tx95,Tx77,Tx43,5,10
9,ETD873,A6LRB,B772,H,DEP,N,2569,2592,23,Tx43,33L,XXXX,5,10
10,CDG498A,B5785,B738,M,DEP,N,2520,2607,87,XXXX,G127,gate57,5,10
10,CDG498A,B5785,B738,M,DEP,N,2607,2622,15,gate57,Tx217,Tx126,5,10
10,CDG498A,B5785,B738,M,DEP,N,2622,2673,51,Tx217,Tx126,Tx128,5,10
10,CDG498A,B5785,B738,M,DEP,N,2673,2711,38,Tx126,Tx128,Tx214,5,10
10,CDG498A,B5785,B738,M,DEP,N,2711,2723,12,Tx128,Tx214,Tx125,5,10
10,CDG498A,B5785,B738,M,DEP,N,2723,2749,26,Tx214,Tx125,Tx212,5,10
10,CDG498A,B5785,B738,M,DEP,N,2749,2776,27,Tx125,Tx212,Tx210,5,10
10,CDG498A,B5785,B738,M,DEP,N,2776,2790,14,Tx212,Tx210,Tx211,5,10
10,CDG498A,B5785,B738,M,DEP,N,2790,2807,17,Tx210,Tx211,Tx107,5,10
10,CDG498A,B5785,B738,M,DEP,N,2807,2836,29,Tx211,Tx107,Tx105,5,10
10,CDG498A,B5785,B738,M,DEP,N,2836,2851,15,Tx107,Tx105,Tx95,5,10
10,CDG498A,B5785,B738,M,DEP,N,2851,2863,12,Tx105,Tx95,Tx77,5,10
10,CDG498A,B5785,B738,M,DEP,N,2863,2878,15,Tx95,Tx77,Tx43,5,10
10,CDG498A,B5785,B738,M,DEP,N,2878,2901,23,Tx43,33L,XXXX,5,10
11,PAC717,N499MC,B744,H,DEP,N,3960,4127,167,XXXX,G644,gate113,5,10
11,PAC717,N499MC,B744,H,DEP,N,4127,4281,154,gate113,Tx4,Tx10,5,10
11,PAC717,N499MC,B744,H,DEP,N,4281,4309,28,Tx4,Tx10,Tx18,5,10
11,PAC717,N499MC,B744,H,DEP,N,4309,4333,24,Tx10,Tx18,Tx27,5,10
11,PAC717,N499MC,B744,H,DEP,N,4333,4417,84,Tx18,Tx27,Tx32,5,10
11,PAC717,N499MC,B744,H,DEP,N,4417,4446,29,Tx32,33L,XXXX,5,10
12,KLM856,PHBFI,B747,,DEP,N,4800,4875,75,XXXX,G107,gate47,5,10
12,KLM856,PHBFI,B747,,DEP,N,4875,4888,13,gate47,Tx207,Tx102,5,10
12,KLM856,PHBFI,B747,,DEP,N,4888,4912,24,Tx207,Tx102,Tx92,5,10
12,KLM856,PHBFI,B747,,DEP,N,4912,4924,12,Tx102,Tx92,Tx93,5,10
12,KLM856,PHBFI,B747,,DEP,N,4924,4958,34,Tx92,Tx93,Tx94,5,10
12,KLM856,PHBFI,B747,,DEP,N,4958,4988,30,Tx93,Tx94,Tx95,5,10
12,KLM856,PHBFI,B747,,DEP,N,4988,5000,12,Tx94,Tx95,Tx77,5,10
12,KLM856,PHBFI,B747,,DEP,N,5000,5015,15,Tx95,Tx77,Tx43,5,10
12,KLM856,PHBFI,B747,,DEP,N,5015,5038,23,Tx43,33L,XXXX,5,10
13,KAL249,HL7624,B748,H,DEP,N,6960,7243,283,XXXX,G615,gate112,5,10
13,KAL249,HL7624,B748,H,DEP,N,7243,7271,28,gate112,Tx10,Tx18,5,10
13,KAL249,HL7624,B748,H,DEP,N,7271,7295,24,Tx10,Tx18,Tx27,5,10
13,KAL249,HL7624,B748,H,DEP,N,7295,7379,84,Tx18,Tx27,Tx32,5,10
13,KAL249,HL7624,B748,H,DEP,N,7379,7408,29,Tx32,33L,XXXX,5,10
14,KAL8233,HL7400,B744,H,DEP,N,8040,8323,283,XXXX,G615,gate112,5,10
14,KAL8233,HL7400,B744,H,DEP,N,8323,8351,28,gate112,Tx10,Tx18,5,10
14,KAL8233,HL7400,B744,H,DEP,N,8351,8375,24,Tx10,Tx18,Tx27,5,10
14,KAL8233,HL7400,B744,H,DEP,N,8375,8459,84,Tx18,Tx27,Tx32,5,10
14,KAL8233,HL7400,B744,H,DEP,N,8459,8488,29,Tx32,33L,XXXX,5,10
15,KAL541,HL8226,B77L,H,DEP,N,9960,10243,283,XXXX,G615,gate112,5,10
15,KAL541,HL8226,B77L,H,DEP,N,10243,10271,28,gate112,Tx10,Tx18,5,10
15,KAL541,HL8226,B77L,H,DEP,N,10271,10295,24,Tx10,Tx18,Tx27,5,10
15,KAL541,HL8226,B77L,H,DEP,N,10295,10379,84,Tx18,Tx27,Tx32,5,10
15,KAL541,HL8226,B77L,H,DEP,N,10379,10408,29,Tx32,33L,XXXX,5,10
16,GEC8411,DALCE,MD11,H,DEP,N,11940,12223,283,XXXX,G615,gate112,5,10
16,GEC8411,DALCE,MD11,H,DEP,N,12223,12251,28,gate112,Tx10,Tx18,5,10
16,GEC8411,DALCE,MD11,H,DEP,N,12251,12275,24,Tx10,Tx18,Tx27,5,10
16,GEC8411,DALCE,MD11,H,DEP,N,12275,12359,84,Tx18,Tx27,Tx32,5,10
16,GEC8411,DALCE,MD11,H,DEP,N,12359,12388,29,Tx32,33L,XXXX,5,10
17,HKE615,BLPE,A320,M,DEP,N,16020,16061,41,XXXX,G115,gate51,5,10
17,HKE615,BLPE,A320,M,DEP,N,16061,16074,13,gate51,Tx213,Tx214,5,10
17,HKE615,BLPE,A320,M,DEP,N,16074,16086,12,Tx213,Tx214,Tx125,5,10
17,HKE615,BLPE,A320,M,DEP,N,16086,16112,26,Tx214,Tx125,Tx212,5,10
17,HKE615,BLPE,A320,M,DEP,N,16112,16139,27,Tx125,Tx212,Tx210,5,10
17,HKE615,BLPE,A320,M,DEP,N,16139,16153,14,Tx212,Tx210,Tx211,5,10
17,HKE615,BLPE,A320,M,DEP,N,16153,16170,17,Tx210,Tx211,Tx107,5,10
17,HKE615,BLPE,A320,M,DEP,N,16170,16199,29,Tx211,Tx107,Tx105,5,10
17,HKE615,BLPE,A320,M,DEP,N,16199,16214,15,Tx107,Tx105,Tx95,5,10
17,HKE615,BLPE,A320,M,DEP,N,16214,16226,12,Tx105,Tx95,Tx77,5,10
17,HKE615,BLPE,A320,M,DEP,N,16226,16241,15,Tx95,Tx77,Tx43,5,10
17,HKE615,BLPE,A320,M,DEP,N,16241,16264,23,Tx43,33L,XXXX,5,10
18,QTR8975,A7BFE,B772,H,DEP,N,18420,18703,283,XXXX,G615,gate112,5,10
18,QTR8975,A7BFE,B772,H,DEP,N,18703,18731,28,gate112,Tx10,Tx18,5,10
18,QTR8975,A7BFE,B772,H,DEP,N,18731,18755,24,Tx10,Tx18,Tx27,5,10
18,QTR8975,A7BFE,B772,H,DEP,N,18755,18839,84,Tx18,Tx27,Tx32,5,10
18,QTR8975,A7BFE,B772,H,DEP,N,18839,18868,29,Tx32,33L,XXXX,5,10
19,PAC225,N643GT,B763,H,DEP,N,18600,18767,167,XXXX,G644,gate113,5,10
19,PAC225,N643GT,B763,H,DEP,N,18767,18921,154,gate113,Tx4,Tx10,5,10
19,PAC225,N643GT,B763,H,DEP,N,18921,18949,28,Tx4,Tx10,Tx18,5,10
19,PAC225,N643GT,B763,H,DEP,N,18949,18973,24,Tx10,Tx18,Tx27,5,10
19,PAC225,N643GT,B763,H,DEP,N,18973,19057,84,Tx18,Tx27,Tx32,5,10
19,PAC225,N643GT,B763,H,DEP,N,19057,19086,29,Tx32,33L,XXXX,5,10
20,AAR198,HL7507,B763,H,DEP,N,18840,19123,283,XXXX,G615,gate112,5,10
20,AAR198,HL7507,B763,H,DEP,N,19123,19151,28,gate112,Tx10,Tx18,5,10
20,AAR198,HL7507,B763,H,DEP,N,19151,19175,24,Tx10,Tx18,Tx27,5,10
20,AAR198,HL7507,B763,H,DEP,N,19175,19259,84,Tx18,Tx27,Tx32,5,10
20,AAR198,HL7507,B763,H,DEP,N,19259,19288,29,Tx32,33L,XXXX,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21120,21174,54,XXXX,G36,gate31,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21174,21186,12,gate31,Tx220,Tx127,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21186,21223,37,Tx220,Tx127,Tx129,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21223,21262,39,Tx127,Tx129,Tx125,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21262,21288,26,Tx129,Tx125,Tx212,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21288,21315,27,Tx125,Tx212,Tx210,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21315,21329,14,Tx212,Tx210,Tx211,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21329,21346,17,Tx210,Tx211,Tx107,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21346,21375,29,Tx211,Tx107,Tx105,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21375,21390,15,Tx107,Tx105,Tx95,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21390,21402,12,Tx105,Tx95,Tx77,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21402,21417,15,Tx95,Tx77,Tx43,5,10
21,JJA9392,HL8260,B738,M,DEP,N,21417,21440,23,Tx43,33L,XXXX,5,10
22,PAC997,N451PA,B744,H,DEP,N,21300,21467,167,XXXX,G644,gate113,5,10
22,PAC997,N451PA,B744,H,DEP,N,21467,21621,154,gate113,Tx4,Tx10,5,10
22,PAC997,N451PA,B744,H,DEP,N,21621,21649,28,Tx4,Tx10,Tx18,5,10
22,PAC997,N451PA,B744,H,DEP,N,21649,21673,24,Tx10,Tx18,Tx27,5,10
22,PAC997,N451PA,B744,H,DEP,N,21673,21757,84,Tx18,Tx27,Tx32,5,10
22,PAC997,N451PA,B744,H,DEP,N,21757,21786,29,Tx32,33L,XXXX,5,10
23,PAC969,N454PA,B744,H,DEP,N,24420,24587,167,XXXX,G644,gate113,5,10
23,PAC969,N454PA,B744,H,DEP,N,24587,24741,154,gate113,Tx4,Tx10,5,10
23,PAC969,N454PA,B744,H,DEP,N,24741,24769,28,Tx4,Tx10,Tx18,5,10
23,PAC969,N454PA,B744,H,DEP,N,24769,24793,24,Tx10,Tx18,Tx27,5,10
23,PAC969,N454PA,B744,H,DEP,N,24793,24877,84,Tx18,Tx27,Tx32,5,10
23,PAC969,N454PA,B744,H,DEP,N,24877,24906,29,Tx32,33L,XXXX,5,10
24,AIH231,HL8271,B734,M,DEP,N,26040,26207,167,XXXX,G644,gate113,5,10
24,AIH231,HL8271,B734,M,DEP,N,26207,26361,154,gate113,Tx4,Tx10,5,10
24,AIH231,HL8271,B734,M,DEP,N,26361,26389,28,Tx4,Tx10,Tx18,5,10
24,AIH231,HL8271,B734,M,DEP,N,26389,26413,24,Tx10,Tx18,Tx27,5,10
24,AIH231,HL8271,B734,M,DEP,N,26413,26497,84,Tx18,Tx27,Tx32,5,10
24,AIH231,HL8271,B734,M,DEP,N,26497,26526,29,Tx32,33L,XXXX,5,10
25,KAL529,HL7602,B744,H,DEP,N,29160,29443,283,XXXX,G615,gate112,5,10
25,KAL529,HL7602,B744,H,DEP,N,29443,29471,28,gate112,Tx10,Tx18,5,10
25,KAL529,HL7602,B744,H,DEP,N,29471,29495,24,Tx10,Tx18,Tx27,5,10
25,KAL529,HL7602,B744,H,DEP,N,29495,29579,84,Tx18,Tx27,Tx32,5,10
25,KAL529,HL7602,B744,H,DEP,N,29579,29608,29,Tx32,33L,XXXX,5,10
26,JNA251,HL7561,B738,M,DEP,N,29400,29435,35,XXXX,G103,gate45,5,10
26,JNA251,HL7561,B738,M,DEP,N,29435,29446,11,gate45,Tx206,Tx207,5,10
26,JNA251,HL7561,B738,M,DEP,N,29446,29459,13,Tx206,Tx207,Tx102,5,10
26,JNA251,HL7561,B738,M,DEP,N,29459,29483,24,Tx207,Tx102,Tx92,5,10
26,JNA251,HL7561,B738,M,DEP,N,29483,29495,12,Tx102,Tx92,Tx93,5,10
26,JNA251,HL7561,B738,M,DEP,N,29495,29529,34,Tx92,Tx93,Tx94,5,10
26,JNA251,HL7561,B738,M,DEP,N,29529,29559,30,Tx93,Tx94,Tx95,5,10
26,JNA251,HL7561,B738,M,DEP,N,29559,29571,12,Tx94,Tx95,Tx77,5,10
26,JNA251,HL7561,B738,M,DEP,N,29571,29586,15,Tx95,Tx77,Tx43,5,10
26,JNA251,HL7561,B738,M,DEP,N,29586,29609,23,Tx43,33L,XXXX,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29520,29623,103,XXXX,G1,gate1,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29623,29648,25,gate1,Tx108,Tx105,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29648,29663,15,Tx108,Tx105,Tx95,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29663,29675,12,Tx105,Tx95,Tx77,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29675,29690,15,Tx95,Tx77,Tx43,5,10
27,KAL1413,HL8243,B737,M,DEP,N,29690,29713,23,Tx43,33L,XXXX,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29640,29758,118,XXXX,G124,gate71,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29758,29835,77,gate71,Tx114,Tx205,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29835,29867,32,Tx114,Tx205,Tx206,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29867,29878,11,Tx205,Tx206,Tx207,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29878,29891,13,Tx206,Tx207,Tx102,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29891,29915,24,Tx207,Tx102,Tx92,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29915,29927,12,Tx102,Tx92,Tx93,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29927,29961,34,Tx92,Tx93,Tx94,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29961,29991,30,Tx93,Tx94,Tx95,5,10
28,AMU825,BMAQ,A321,M,DEP,N,29991,30003,12,Tx94,Tx95,Tx77,5,10
28,AMU825,BMAQ,A321,M,DEP,N,30003,30018,15,Tx95,Tx77,Tx43,5,10
28,AMU825,BMAQ,A321,M,DEP,N,30018,30041,23,Tx43,33L,XXXX,5,10
29,JNA211,HL7555,B738,M,DEP,N,29760,29789,29,XXXX,G9,gate7,5,10
29,JNA211,HL7555,B738,M,DEP,N,29789,29814,25,gate7,Tx108,Tx105,5,10
29,JNA211,HL7555,B738,M,DEP,N,29814,29829,15,Tx108,Tx105,Tx95,5,10
29,JNA211,HL7555,B738,M,DEP,N,29829,29841,12,Tx105,Tx95,Tx77,5,10
29,JNA211,HL7555,B738,M,DEP,N,29841,29856,15,Tx95,Tx77,Tx43,5,10
29,JNA211,HL7555,B738,M,DEP,N,29856,29879,23,Tx43,33L,XXXX,5,10
30,KAL681,HL8244,B737,M,DEP,N,29820,29878,58,XXXX,G20,gate17,5,10
30,KAL681,HL8244,B737,M,DEP,N,29878,29904,26,gate17,Tx125,Tx212,5,10
30,KAL681,HL8244,B737,M,DEP,N,29904,29931,27,Tx125,Tx212,Tx210,5,10
30,KAL681,HL8244,B737,M,DEP,N,29931,29945,14,Tx212,Tx210,Tx211,5,10
30,KAL681,HL8244,B737,M,DEP,N,29945,29962,17,Tx210,Tx211,Tx107,5,10
30,KAL681,HL8244,B737,M,DEP,N,29962,29991,29,Tx211,Tx107,Tx105,5,10
30,KAL681,HL8244,B737,M,DEP,N,29991,30006,15,Tx107,Tx105,Tx95,5,10
30,KAL681,HL8244,B737,M,DEP,N,30006,30018,12,Tx105,Tx95,Tx77,5,10
30,KAL681,HL8244,B737,M,DEP,N,30018,30033,15,Tx95,Tx77,Tx43,5,10
30,KAL681,HL8244,B737,M,DEP,N,30033,30056,23,Tx43,33L,XXXX,5,10
31,KAL831,HL7573,B773,H,DEP,N,29940,29994,54,XXXX,G15,gate12,5,10
31,KAL831,HL7573,B773,H,DEP,N,29994,30011,17,gate12,Tx211,Tx107,5,10
31,KAL831,HL7573,B773,H,DEP,N,30011,30040,29,Tx211,Tx107,Tx105,5,10
31,KAL831,HL7573,B773,H,DEP,N,30040,30055,15,Tx107,Tx105,Tx95,5,10
31,KAL831,HL7573,B773,H,DEP,N,30055,30067,12,Tx105,Tx95,Tx77,5,10
31,KAL831,HL7573,B773,H,DEP,N,30067,30082,15,Tx95,Tx77,Tx43,5,10
31,KAL831,HL7573,B773,H,DEP,N,30082,30105,23,Tx43,33L,XXXX,5,10
32,TWB281,HL8237,B738,M,DEP,N,30060,30147,87,XXXX,G127,gate57,5,10
32,TWB281,HL8237,B738,M,DEP,N,30147,30162,15,gate57,Tx217,Tx126,5,10
32,TWB281,HL8237,B738,M,DEP,N,30162,30213,51,Tx217,Tx126,Tx128,5,10
32,TWB281,HL8237,B738,M,DEP,N,30213,30251,38,Tx126,Tx128,Tx214,5,10
32,TWB281,HL8237,B738,M,DEP,N,30251,30263,12,Tx128,Tx214,Tx125,5,10
32,TWB281,HL8237,B738,M,DEP,N,30263,30289,26,Tx214,Tx125,Tx212,5,10
32,TWB281,HL8237,B738,M,DEP,N,30289,30316,27,Tx125,Tx212,Tx210,5,10
32,TWB281,HL8237,B738,M,DEP,N,30316,30330,14,Tx212,Tx210,Tx211,5,10
32,TWB281,HL8237,B738,M,DEP,N,30330,30347,17,Tx210,Tx211,Tx107,5,10
32,TWB281,HL8237,B738,M,DEP,N,30347,30376,29,Tx211,Tx107,Tx105,5,10
32,TWB281,HL8237,B738,M,DEP,N,30376,30391,15,Tx107,Tx105,Tx95,5,10
32,TWB281,HL8237,B738,M,DEP,N,30391,30403,12,Tx105,Tx95,Tx77,5,10
32,TWB281,HL8237,B738,M,DEP,N,30403,30418,15,Tx95,Tx77,Tx43,5,10
32,TWB281,HL8237,B738,M,DEP,N,30418,30441,23,Tx43,33L,XXXX,5,10
33,ESR601,HL8023,B738,M,DEP,N,30120,30201,81,XXXX,G112,gate67,5,10
33,ESR601,HL8023,B738,M,DEP,N,30201,30278,77,gate67,Tx114,Tx205,5,10
33,ESR601,HL8023,B738,M,DEP,N,30278,30310,32,Tx114,Tx205,Tx206,5,10
33,ESR601,HL8023,B738,M,DEP,N,30310,30321,11,Tx205,Tx206,Tx207,5,10
33,ESR601,HL8023,B738,M,DEP,N,30321,30334,13,Tx206,Tx207,Tx102,5,10
33,ESR601,HL8023,B738,M,DEP,N,30334,30358,24,Tx207,Tx102,Tx92,5,10
33,ESR601,HL8023,B738,M,DEP,N,30358,30370,12,Tx102,Tx92,Tx93,5,10
33,ESR601,HL8023,B738,M,DEP,N,30370,30404,34,Tx92,Tx93,Tx94,5,10
33,ESR601,HL8023,B738,M,DEP,N,30404,30434,30,Tx93,Tx94,Tx95,5,10
33,ESR601,HL8023,B738,M,DEP,N,30434,30446,12,Tx94,Tx95,Tx77,5,10
33,ESR601,HL8023,B738,M,DEP,N,30446,30461,15,Tx95,Tx77,Tx43,5,10
33,ESR601,HL8023,B738,M,DEP,N,30461,30484,23,Tx43,33L,XXXX,5,10
34,TWB605,HL8268,B738,M,DEP,N,30300,30379,79,XXXX,G128,gate73,5,10
34,TWB605,HL8268,B738,M,DEP,N,30379,30418,39,gate73,Tx228,Tx229,5,10
34,TWB605,HL8268,B738,M,DEP,N,30418,30433,15,Tx228,Tx229,Tx230,5,10
34,TWB605,HL8268,B738,M,DEP,N,30433,30447,14,Tx229,Tx230,Tx231,5,10
34,TWB605,HL8268,B738,M,DEP,N,30447,30512,65,Tx230,Tx231,Tx137,5,10
34,TWB605,HL8268,B738,M,DEP,N,30512,30528,16,Tx231,Tx137,Tx152,5,10
34,TWB605,HL8268,B738,M,DEP,N,30528,30541,13,Tx137,Tx152,Tx167,5,10
34,TWB605,HL8268,B738,M,DEP,N,30541,30556,15,Tx152,Tx167,Tx198,5,10
