* Scheduled routes in the airport surface,,,,,,,,,,,,,,
* Index,Flight ID,Address,Aircraft Type,Wake Category,State,Connection,Entry Time (seconds),Exit Time (seconds),Transit Time (seconds),Previous Link,Current Link,Next Link,Speed-Up (%),Slow-Down (%)
1,KAL309,HL7439,B744,H,DEP,N,1556,1583,27,Tx3,Tx7,Tx13,5,10
1,KAL309,HL7439,B744,H,DEP,N,1583,1608,25,Tx7,Tx13,Tx20,5,10
1,KAL309,HL7439,B744,H,DEP,N,1608,1691,83,Tx13,Tx20,Tx28,5,10
1,KAL309,HL7439,B744,H,DEP,N,1691,1720,29,Tx28,15R,XXXX,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1140,1423,283,XXXX,G615,gate112,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1423,1577,154,gate112,Tx4,Tx3,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1577,1736,159,Tx4,Tx3,Tx7,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1736,1763,27,Tx3,Tx7,Tx13,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1763,1788,25,Tx7,Tx13,Tx20,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1788,1871,83,Tx13,Tx20,Tx28,5,10
2,FDX5231,N599FE,MD11,H,DEP,N,1871,1900,29,Tx28,15R,XXXX,5,10
3,UPS195,N343UP,B763,H,DEP,N,1500,1783,283,XXXX,G615,gate112,5,10
3,UPS195,N343UP,B763,H,DEP,N,1783,1937,154,gate112,Tx4,Tx3,5,10
3,UPS195,N343UP,B763,H,DEP,N,1937,2096,159,Tx4,Tx3,Tx7,5,10
3,UPS195,N343UP,B763,H,DEP,N,2096,2123,27,Tx3,Tx7,Tx13,5,10
3,UPS195,N343UP,B763,H,DEP,N,2123,2148,25,Tx7,Tx13,Tx20,5,10
3,UPS195,N343UP,B763,H,DEP,N,2148,2231,83,Tx13,Tx20,Tx28,5,10
3,UPS195,N343UP,B763,H,DEP,N,2231,2260,29,Tx28,15R,XXXX,5,10
4,THA692,HSTJV,B772,H,DEP,N,1620,1663,43,XXXX,G123,gate55,5,10
4,THA692,HSTJV,B772,H,DEP,N,1663,1701,38,gate55,Tx121,Tx120,5,10
4,THA692,HSTJV,B772,H,DEP,N,1701,1753,52,Tx121,Tx120,Tx206,5,10
4,THA692,HSTJV,B772,H,DEP,N,1753,1764,11,Tx120,Tx206,Tx205,5,10
4,THA692,HSTJV,B772,H,DEP,N,1764,1796,32,Tx206,Tx205,Tx204,5,10
4,THA692,HSTJV,B772,H,DEP,N,1796,1807,11,Tx205,Tx204,Tx203,5,10
4,THA692,HSTJV,B772,H,DEP,N,1807,1818,11,Tx204,Tx203,Tx100,5,10
4,THA692,HSTJV,B772,H,DEP,N,1818,1834,16,Tx203,Tx100,Tx89,5,10
4,THA692,HSTJV,B772,H,DEP,N,1834,1900,66,Tx100,Tx89,Tx88,5,10
4,THA692,HSTJV,B772,H,DEP,N,1900,1912,12,Tx89,Tx88,Tx87,5,10
4,THA692,HSTJV,B772,H,DEP,N,1912,1977,65,Tx88,Tx87,Tx86,5,10
4,THA692,HSTJV,B772,H,DEP,N,1977,1990,13,Tx87,Tx86,Tx85,5,10
4,THA692,HSTJV,B772,H,DEP,N,1990,2056,66,Tx86,Tx85,Tx84,5,10
4,THA692,HSTJV,B772,H,DEP,N,2056,2068,12,Tx85,Tx84,Tx83,5,10
4,THA692,HSTJV,B772,H,DEP,N,2068,2101,33,Tx84,Tx83,Tx82,5,10
4,THA692,HSTJV,B772,H,DEP,N,2101,2122,21,Tx83,Tx82,Tx81,5,10
4,THA692,HSTJV,B772,H,DEP,N,2122,2132,10,Tx82,Tx81,Tx64,5,10
4,THA692,HSTJV,B772,H,DEP,N,2132,2144,12,Tx81,Tx64,Tx44,5,10
4,THA692,HSTJV,B772,H,DEP,N,2144,2156,12,Tx64,Tx44,Tx33,5,10
4,THA692,HSTJV,B772,H,DEP,N,2156,2180,24,Tx33,15R,XXXX,5,10
5,KAL375,HL7400,B744,H,DEP,N,1740,2023,283,XXXX,G615,gate112,5,10
5,KAL375,HL7400,B744,H,DEP,N,2023,2177,154,gate112,Tx4,Tx3,5,10
5,KAL375,HL7400,B744,H,DEP,N,2177,2336,159,Tx4,Tx3,Tx7,5,10
5,KAL375,HL7400,B744,H,DEP,N,2336,2363,27,Tx3,Tx7,Tx13,5,10
5,KAL375,HL7400,B744,H,DEP,N,2363,2388,25,Tx7,Tx13,Tx20,5,10
5,KAL375,HL7400,B744,H,DEP,N,2388,2471,83,Tx13,Tx20,Tx28,5,10
5,KAL375,HL7400,B744,H,DEP,N,2471,2500,29,Tx28,15R,XXXX,5,10
6,KAL233,HL7462,B744,H,DEP,N,1860,2143,283,XXXX,G615,gate112,5,10
6,KAL233,HL7462,B744,H,DEP,N,2143,2297,154,gate112,Tx4,Tx3,5,10
6,KAL233,HL7462,B744,H,DEP,N,2297,2456,159,Tx4,Tx3,Tx7,5,10
6,KAL233,HL7462,B744,H,DEP,N,2456,2483,27,Tx3,Tx7,Tx13,5,10
6,KAL233,HL7462,B744,H,DEP,N,2483,2508,25,Tx7,Tx13,Tx20,5,10
6,KAL233,HL7462,B744,H,DEP,N,2508,2591,83,Tx13,Tx20,Tx28,5,10
6,KAL233,HL7462,B744,H,DEP,N,2591,2620,29,Tx28,15R,XXXX,5,10
7,KAL243,HL7623,B748,H,DEP,N,2280,2563,283,XXXX,G615,gate112,5,10
7,KAL243,HL7623,B748,H,DEP,N,2563,2717,154,gate112,Tx4,Tx3,5,10
7,KAL243,HL7623,B748,H,DEP,N,2717,2876,159,Tx4,Tx3,Tx7,5,10
7,KAL243,HL7623,B748,H,DEP,N,2876,2903,27,Tx3,Tx7,Tx13,5,10
7,KAL243,HL7623,B748,H,DEP,N,2903,2928,25,Tx7,Tx13,Tx20,5,10
7,KAL243,HL7623,B748,H,DEP,N,2928,3011,83,Tx13,Tx20,Tx28,5,10
7,KAL243,HL7623,B748,H,DEP,N,3011,3040,29,Tx28,15R,XXXX,5,10
8,KAL363,HL7448,B744,H,DEP,N,2400,2683,283,XXXX,G615,gate112,5,10
8,KAL363,HL7448,B744,H,DEP,N,2683,2837,154,gate112,Tx4,Tx3,5,10
8,KAL363,HL7448,B744,H,DEP,N,2837,2996,159,Tx4,Tx3,Tx7,5,10
8,KAL363,HL7448,B744,H,DEP,N,2996,3023,27,Tx3,Tx7,Tx13,5,10
8,KAL363,HL7448,B744,H,DEP,N,3023,3048,25,Tx7,Tx13,Tx20,5,10
8,KAL363,HL7448,B744,H,DEP,N,3048,3131,83,Tx13,Tx20,Tx28,5,10
8,KAL363,HL7448,B744,H,DEP,N,3131,3160,29,Tx28,15R,XXXX,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3180,3261,81,XXXX,G112,gate67,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3261,3338,77,gate67,Tx114,Tx204,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3338,3349,11,Tx114,Tx204,Tx203,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3349,3360,11,Tx204,Tx203,Tx100,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3360,3376,16,Tx203,Tx100,Tx89,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3376,3442,66,Tx100,Tx89,Tx88,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3442,3454,12,Tx89,Tx88,Tx87,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3454,3519,65,Tx88,Tx87,Tx86,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3519,3532,13,Tx87,Tx86,Tx85,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3532,3598,66,Tx86,Tx85,Tx84,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3598,3610,12,Tx85,Tx84,Tx83,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3610,3643,33,Tx84,Tx83,Tx82,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3643,3664,21,Tx83,Tx82,Tx81,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3664,3674,10,Tx82,Tx81,Tx64,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3674,3686,12,Tx81,Tx64,Tx44,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3686,3698,12,Tx64,Tx44,Tx33,5,10
9,SIA603,9VSTV,A333,H,DEP,N,3698,3722,24,Tx33,15R,XXXX,5,10
10,KAL8327,HL7434,B744,H,DEP,N,3360,3643,283,XXXX,G615,gate112,5,10
10,KAL8327,HL7434,B744,H,DEP,N,3643,3797,154,gate112,Tx4,Tx3,5,10
10,KAL8327,HL7434,B744,H,DEP,N,3797,3956,159,Tx4,Tx3,Tx7,5,10
10,KAL8327,HL7434,B744,H,DEP,N,3956,3983,27,Tx3,Tx7,Tx13,5,10
10,KAL8327,HL7434,B744,H,DEP,N,3983,4008,25,Tx7,Tx13,Tx20,5,10
10,KAL8327,HL7434,B744,H,DEP,N,4008,4091,83,Tx13,Tx20,Tx28,5,10
10,KAL8327,HL7434,B744,H,DEP,N,4091,4120,29,Tx28,15R,XXXX,5,10
11,THY091,TCJNM,A333,H,DEP,N,3600,3700,100,XXXX,G109,gate48,5,10
11,THY091,TCJNM,A333,H,DEP,N,3700,3711,11,gate48,Tx206,Tx205,5,10
11,THY091,TCJNM,A333,H,DEP,N,3711,3743,32,Tx206,Tx205,Tx204,5,10
11,THY091,TCJNM,A333,H,DEP,N,3743,3754,11,Tx205,Tx204,Tx203,5,10
11,THY091,TCJNM,A333,H,DEP,N,3754,3765,11,Tx204,Tx203,Tx100,5,10
11,THY091,TCJNM,A333,H,DEP,N,3765,3781,16,Tx203,Tx100,Tx89,5,10
11,THY091,TCJNM,A333,H,DEP,N,3781,3847,66,Tx100,Tx89,Tx88,5,10
11,THY091,TCJNM,A333,H,DEP,N,3847,3859,12,Tx89,Tx88,Tx87,5,10
11,THY091,TCJNM,A333,H,DEP,N,3859,3924,65,Tx88,Tx87,Tx86,5,10
11,THY091,TCJNM,A333,H,DEP,N,3924,3937,13,Tx87,Tx86,Tx85,5,10
11,THY091,TCJNM,A333,H,DEP,N,3937,4003,66,Tx86,Tx85,Tx84,5,10
11,THY091,TCJNM,A333,H,DEP,N,4003,4015,12,Tx85,Tx84,Tx83,5,10
11,THY091,TCJNM,A333,H,DEP,N,4015,4048,33,Tx84,Tx83,Tx82,5,10
11,THY091,TCJNM,A333,H,DEP,N,4048,4069,21,Tx83,Tx82,Tx81,5,10
11,THY091,TCJNM,A333,H,DEP,N,4069,4079,10,Tx82,Tx81,Tx64,5,10
11,THY091,TCJNM,A333,H,DEP,N,4079,4091,12,Tx81,Tx64,Tx44,5,10
11,THY091,TCJNM,A333,H,DEP,N,4091,4103,12,Tx64,Tx44,Tx33,5,10
11,THY091,TCJNM,A333,H,DEP,N,4103,4127,24,Tx33,15R,XXXX,5,10
12,AJX8480,JA8356,B763,H,DEP,N,3780,4063,283,XXXX,G615,gate112,5,10
12,AJX8480,JA8356,B763,H,DEP,N,4063,4091,28,gate112,Tx10,Tx18,5,10
12,AJX8480,JA8356,B763,H,DEP,N,4091,4115,24,Tx10,Tx18,Tx27,5,10
12,AJX8480,JA8356,B763,H,DEP,N,4115,4199,84,Tx18,Tx27,Tx32,5,10
12,AJX8480,JA8356,B763,H,DEP,N,4199,4228,29,Tx32,33L,XXXX,5,10
13,THA657,HSTBA,A333,H,DEP,N,3960,3998,38,XXXX,G121,gate54,5,10
13,THA657,HSTBA,A333,H,DEP,N,3998,4010,12,gate54,Tx215,Tx128,5,10
13,THA657,HSTBA,A333,H,DEP,N,4010,4048,38,Tx215,Tx128,Tx214,5,10
13,THA657,HSTBA,A333,H,DEP,N,4048,4060,12,Tx128,Tx214,Tx125,5,10
13,THA657,HSTBA,A333,H,DEP,N,4060,4086,26,Tx214,Tx125,Tx212,5,10
13,THA657,HSTBA,A333,H,DEP,N,4086,4113,27,Tx125,Tx212,Tx210,5,10
13,THA657,HSTBA,A333,H,DEP,N,4113,4127,14,Tx212,Tx210,Tx211,5,10
13,THA657,HSTBA,A333,H,DEP,N,4127,4144,17,Tx210,Tx211,Tx107,5,10
13,THA657,HSTBA,A333,H,DEP,N,4144,4173,29,Tx211,Tx107,Tx105,5,10
13,THA657,HSTBA,A333,H,DEP,N,4173,4188,15,Tx107,Tx105,Tx95,5,10
13,THA657,HSTBA,A333,H,DEP,N,4188,4200,12,Tx105,Tx95,Tx77,5,10
13,THA657,HSTBA,A333,H,DEP,N,4200,4215,15,Tx95,Tx77,Tx43,5,10
13,THA657,HSTBA,A333,H,DEP,N,4215,4238,23,Tx43,33L,XXXX,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4020,4069,49,XXXX,G111,gate49,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4069,4082,13,gate49,Tx213,Tx214,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4082,4094,12,Tx213,Tx214,Tx125,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4094,4120,26,Tx214,Tx125,Tx212,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4120,4147,27,Tx125,Tx212,Tx210,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4147,4161,14,Tx212,Tx210,Tx211,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4161,4178,17,Tx210,Tx211,Tx107,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4178,4207,29,Tx211,Tx107,Tx105,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4207,4222,15,Tx107,Tx105,Tx95,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4222,4234,12,Tx105,Tx95,Tx77,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4234,4249,15,Tx95,Tx77,Tx43,5,10
14,ETD873,A6EHC,A345,H,DEP,N,4249,4272,23,Tx43,33L,XXXX,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4380,4498,118,XXXX,G124,gate71,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4498,4575,77,gate71,Tx114,Tx205,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4575,4607,32,Tx114,Tx205,Tx206,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4607,4618,11,Tx205,Tx206,Tx207,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4618,4631,13,Tx206,Tx207,Tx102,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4631,4655,24,Tx207,Tx102,Tx92,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4655,4667,12,Tx102,Tx92,Tx93,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4667,4701,34,Tx92,Tx93,Tx94,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4701,4731,30,Tx93,Tx94,Tx95,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4731,4743,12,Tx94,Tx95,Tx77,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4743,4758,15,Tx95,Tx77,Tx43,5,10
15,QTR859,A7BAW,B773,H,DEP,N,4758,4781,23,Tx43,33L,XXXX,5,10
16,CSN676,B6267,A321,M,DEP,N,4740,4815,75,XXXX,G107,gate47,5,10
16,CSN676,B6267,A321,M,DEP,N,4815,4828,13,gate47,Tx207,Tx102,5,10
16,CSN676,B6267,A321,M,DEP,N,4828,4852,24,Tx207,Tx102,Tx92,5,10
16,CSN676,B6267,A321,M,DEP,N,4852,4864,12,Tx102,Tx92,Tx93,5,10
16,CSN676,B6267,A321,M,DEP,N,4864,4898,34,Tx92,Tx93,Tx94,5,10
16,CSN676,B6267,A321,M,DEP,N,4898,4928,30,Tx93,Tx94,Tx95,5,10
16,CSN676,B6267,A321,M,DEP,N,4928,4940,12,Tx94,Tx95,Tx77,5,10
16,CSN676,B6267,A321,M,DEP,N,4940,4955,15,Tx95,Tx77,Tx43,5,10
16,CSN676,B6267,A321,M,DEP,N,4955,4978,23,Tx43,33L,XXXX,5,10
17,KLM856,PHBFD,B747,,DEP,N,4860,4898,38,XXXX,G113,gate50,5,10
17,KLM856,PHBFD,B747,,DEP,N,4898,4911,13,gate50,Tx213,Tx214,5,10
17,KLM856,PHBFD,B747,,DEP,N,4911,4923,12,Tx213,Tx214,Tx125,5,10
17,KLM856,PHBFD,B747,,DEP,N,4923,4949,26,Tx214,Tx125,Tx212,5,10
17,KLM856,PHBFD,B747,,DEP,N,4949,4976,27,Tx125,Tx212,Tx210,5,10
17,KLM856,PHBFD,B747,,DEP,N,4976,4990,14,Tx212,Tx210,Tx211,5,10
17,KLM856,PHBFD,B747,,DEP,N,4990,5007,17,Tx210,Tx211,Tx107,5,10
17,KLM856,PHBFD,B747,,DEP,N,5007,5036,29,Tx211,Tx107,Tx105,5,10
17,KLM856,PHBFD,B747,,DEP,N,5036,5051,15,Tx107,Tx105,Tx95,5,10
17,KLM856,PHBFD,B747,,DEP,N,5051,5063,12,Tx105,Tx95,Tx77,5,10
17,KLM856,PHBFD,B747,,DEP,N,5063,5078,15,Tx95,Tx77,Tx43,5,10
17,KLM856,PHBFD,B747,,DEP,N,5078,5101,23,Tx43,33L,XXXX,5,10
18,AAR987,HL7436,B744,H,DEP,N,4980,5263,283,XXXX,G615,gate112,5,10
18,AAR987,HL7436,B744,H,DEP,N,5263,5291,28,gate112,Tx10,Tx18,5,10
18,AAR987,HL7436,B744,H,DEP,N,5291,5315,24,Tx10,Tx18,Tx27,5,10
18,AAR987,HL7436,B744,H,DEP,N,5315,5399,84,Tx18,Tx27,Tx32,5,10
18,AAR987,HL7436,B744,H,DEP,N,5399,5428,29,Tx32,33L,XXXX,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5160,5216,56,XXXX,G114,gate68,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5216,5293,77,gate68,Tx114,Tx205,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5293,5325,32,Tx114,Tx205,Tx206,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5325,5336,11,Tx205,Tx206,Tx207,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5336,5349,13,Tx206,Tx207,Tx102,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5349,5373,24,Tx207,Tx102,Tx92,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5373,5385,12,Tx102,Tx92,Tx93,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5385,5419,34,Tx92,Tx93,Tx94,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5419,5449,30,Tx93,Tx94,Tx95,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5449,5461,12,Tx94,Tx95,Tx77,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5461,5476,15,Tx95,Tx77,Tx43,5,10
19,EZD047,RPC8972,A320,M,DEP,N,5476,5499,23,Tx43,33L,XXXX,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6540,6707,167,XXXX,G644,gate113,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6707,6861,154,gate113,Tx4,Tx10,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6861,6889,28,Tx4,Tx10,Tx18,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6889,6913,24,Tx10,Tx18,Tx27,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6913,6997,84,Tx18,Tx27,Tx32,5,10
20,ABW492,VQBIA,B744,H,DEP,N,6997,7026,29,Tx32,33L,XXXX,5,10
21,PAC717,N498MC,B744,H,DEP,N,6660,6827,167,XXXX,G644,gate113,5,10
21,PAC717,N498MC,B744,H,DEP,N,6827,6981,154,gate113,Tx4,Tx10,5,10
21,PAC717,N498MC,B744,H,DEP,N,6981,7009,28,Tx4,Tx10,Tx18,5,10
21,PAC717,N498MC,B744,H,DEP,N,7009,7033,24,Tx10,Tx18,Tx27,5,10
21,PAC717,N498MC,B744,H,DEP,N,7033,7117,84,Tx18,Tx27,Tx32,5,10
21,PAC717,N498MC,B744,H,DEP,N,7117,7146,29,Tx32,33L,XXXX,5,10
22,KAL249,HL7499,B744,H,DEP,N,7500,7783,283,XXXX,G615,gate112,5,10
22,KAL249,HL7499,B744,H,DEP,N,7783,7811,28,gate112,Tx10,Tx18,5,10
22,KAL249,HL7499,B744,H,DEP,N,7811,7835,24,Tx10,Tx18,Tx27,5,10
22,KAL249,HL7499,B744,H,DEP,N,7835,7919,84,Tx18,Tx27,Tx32,5,10
22,KAL249,HL7499,B744,H,DEP,N,7919,7948,29,Tx32,33L,XXXX,5,10
23,KAL8233,HL7437,B744,H,DEP,N,8760,9043,283,XXXX,G615,gate112,5,10
23,KAL8233,HL7437,B744,H,DEP,N,9043,9071,28,gate112,Tx10,Tx18,5,10
23,KAL8233,HL7437,B744,H,DEP,N,9071,9095,24,Tx10,Tx18,Tx27,5,10
23,KAL8233,HL7437,B744,H,DEP,N,9095,9179,84,Tx18,Tx27,Tx32,5,10
23,KAL8233,HL7437,B744,H,DEP,N,9179,9208,29,Tx32,33L,XXXX,5,10
24,GEC8411,DALCF,MD11,H,DEP,N,11640,11923,283,XXXX,G615,gate112,5,10
24,GEC8411,DALCF,MD11,H,DEP,N,11923,11951,28,gate112,Tx10,Tx18,5,10
24,GEC8411,DALCF,MD11,H,DEP,N,11951,11975,24,Tx10,Tx18,Tx27,5,10
24,GEC8411,DALCF,MD11,H,DEP,N,11975,12059,84,Tx18,Tx27,Tx32,5,10
24,GEC8411,DALCF,MD11,H,DEP,N,12059,12088,29,Tx32,33L,XXXX,5,10
25,KAL8529,HL8251,B77L,H,DEP,N,12300,12583,283,XXXX,G615,gate112,5,10
25,KAL8529,HL8251,B77L,H,DEP,N,12583,12611,28,gate112,Tx10,Tx18,5,10
25,KAL8529,HL8251,B77L,H,DEP,N,12611,12635,24,Tx10,Tx18,Tx27,5,10
25,KAL8529,HL8251,B77L,H,DEP,N,12635,12719,84,Tx18,Tx27,Tx32,5,10
25,KAL8529,HL8251,B77L,H,DEP,N,12719,12748,29,Tx32,33L,XXXX,5,10
26,CPA035,BLID,B744,H,DEP,N,14940,15223,283,XXXX,G615,gate112,5,10
26,CPA035,BLID,B744,H,DEP,N,15223,15309,86,gate112,Tx5,Tx11,5,10
26,CPA035,BLID,B744,H,DEP,N,15309,15336,27,Tx11,33R,XXXX,5,10
27,HKE615,BLPB,A320,M,DEP,N,16200,16241,41,XXXX,G115,gate51,5,10
27,HKE615,BLPB,A320,M,DEP,N,16241,16254,13,gate51,Tx213,Tx214,5,10
27,HKE615,BLPB,A320,M,DEP,N,16254,16266,12,Tx213,Tx214,Tx125,5,10
27,HKE615,BLPB,A320,M,DEP,N,16266,16292,26,Tx214,Tx125,Tx212,5,10
27,HKE615,BLPB,A320,M,DEP,N,16292,16319,27,Tx125,Tx212,Tx210,5,10
27,HKE615,BLPB,A320,M,DEP,N,16319,16333,14,Tx212,Tx210,Tx211,5,10
27,HKE615,BLPB,A320,M,DEP,N,16333,16350,17,Tx210,Tx211,Tx107,5,10
27,HKE615,BLPB,A320,M,DEP,N,16350,16379,29,Tx211,Tx107,Tx105,5,10
27,HKE615,BLPB,A320,M,DEP,N,16379,16394,15,Tx107,Tx105,Tx95,5,10
27,HKE615,BLPB,A320,M,DEP,N,16394,16406,12,Tx105,Tx95,Tx77,5,10
27,HKE615,BLPB,A320,M,DEP,N,16406,16421,15,Tx95,Tx77,Tx43,5,10
27,HKE615,BLPB,A320,M,DEP,N,16421,16444,23,Tx43,33L,XXXX,5,10
28,PAC225,N643GT,B763,H,DEP,N,17940,18107,167,XXXX,G644,gate113,5,10
28,PAC225,N643GT,B763,H,DEP,N,18107,18261,154,gate113,Tx4,Tx10,5,10
28,PAC225,N643GT,B763,H,DEP,N,18261,18289,28,Tx4,Tx10,Tx18,5,10
28,PAC225,N643GT,B763,H,DEP,N,18289,18313,24,Tx10,Tx18,Tx27,5,10
28,PAC225,N643GT,B763,H,DEP,N,18313,18397,84,Tx18,Tx27,Tx32,5,10
28,PAC225,N643GT,B763,H,DEP,N,18397,18426,29,Tx32,33L,XXXX,5,10
29,AAR198,HL7507,B763,H,DEP,N,18360,18643,283,XXXX,G615,gate112,5,10
29,AAR198,HL7507,B763,H,DEP,N,18643,18671,28,gate112,Tx10,Tx18,5,10
29,AAR198,HL7507,B763,H,DEP,N,18671,18695,24,Tx10,Tx18,Tx27,5,10
29,AAR198,HL7507,B763,H,DEP,N,18695,18779,84,Tx18,Tx27,Tx32,5,10
29,AAR198,HL7507,B763,H,DEP,N,18779,18808,29,Tx32,33L,XXXX,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19860,19905,45,XXXX,G8,gate6,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19905,19930,25,gate6,Tx108,Tx105,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19930,19945,15,Tx108,Tx105,Tx95,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19945,19957,12,Tx105,Tx95,Tx77,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19957,19972,15,Tx95,Tx77,Tx43,5,10
30,KAL1497,HL7569,B737,M,DEP,N,19972,19995,23,Tx43,33L,XXXX,5,10
31,PAC927,N452PA,B744,H,DEP,N,20160,20327,167,XXXX,G644,gate113,5,10
31,PAC927,N452PA,B744,H,DEP,N,20327,20481,154,gate113,Tx4,Tx10,5,10
31,PAC927,N452PA,B744,H,DEP,N,20481,20509,28,Tx4,Tx10,Tx18,5,10
31,PAC927,N452PA,B744,H,DEP,N,20509,20533,24,Tx10,Tx18,Tx27,5,10
