* Node states in hour
** ID,Day,Time in hour,State
G15,1,8,VMC_NDR_3600_NAR_3600_STD_89
G15,1,9,VMC_NDR_3600_NAR_3600_STD_89
G15,1,10,VMC_NDR_3600_NAR_3600_STD_89
G15,1,11,VMC_NDR_3600_NAR_3600_STD_89
G15,1,12,VMC_NDR_3600_NAR_3600_STD_89
G15,1,13,VMC_NDR_3600_NAR_3600_STD_89
G15,1,14,VMC_NDR_3600_NAR_3600_STD_89
G15,1,15,VMC_NDR_3600_NAR_3600_STD_89
G15,1,16,VMC_NDR_3600_NAR_3600_STD_89
G15,1,17,VMC_NDR_3600_NAR_3600_STD_89
G15,1,18,VMC_NDR_3600_NAR_3600_STD_89
G15,1,19,VMC_NDR_3600_NAR_3600_STD_89
G15,1,20,VMC_NDR_3600_NAR_3600_STD_89
G15,1,21,VMC_NDR_3600_NAR_3600_STD_89
G15,1,22,VMC_NDR_3600_NAR_3600_STD_89
G15,1,23,VMC_NDR_3600_NAR_3600_STD_89
G16,1,0,VMC_NDR_3600_NAR_3600_STD_89
G16,1,1,VMC_NDR_3600_NAR_3600_STD_89
G16,1,2,VMC_NDR_3600_NAR_3600_STD_89
G16,1,3,VMC_NDR_3600_NAR_3600_STD_89
G16,1,4,VMC_NDR_3600_NAR_3600_STD_89
G16,1,5,VMC_NDR_3600_NAR_3600_STD_89
G16,1,6,VMC_NDR_3600_NAR_3600_STD_89
G16,1,7,VMC_NDR_3600_NAR_3600_STD_89
G16,1,8,VMC_NDR_3600_NAR_3600_STD_89
G16,1,9,VMC_NDR_3600_NAR_3600_STD_89
G16,1,10,VMC_NDR_3600_NAR_3600_STD_89
G16,1,11,VMC_NDR_3600_NAR_3600_STD_89
G16,1,12,VMC_NDR_3600_NAR_3600_STD_89
G16,1,13,VMC_NDR_3600_NAR_3600_STD_89
G16,1,14,VMC_NDR_3600_NAR_3600_STD_89
G16,1,15,VMC_NDR_3600_NAR_3600_STD_89
G16,1,16,VMC_NDR_3600_NAR_3600_STD_89
G16,1,17,VMC_NDR_3600_NAR_3600_STD_89
G16,1,18,VMC_NDR_3600_NAR_3600_STD_89
G16,1,19,VMC_NDR_3600_NAR_3600_STD_89
G16,1,20,VMC_NDR_3600_NAR_3600_STD_89
G16,1,21,VMC_NDR_3600_NAR_3600_STD_89
G16,1,22,VMC_NDR_3600_NAR_3600_STD_89
G16,1,23,VMC_NDR_3600_NAR_3600_STD_89
G17,1,0,VMC_NDR_3600_NAR_3600_STD_89
G17,1,1,VMC_NDR_3600_NAR_3600_STD_89
G17,1,2,VMC_NDR_3600_NAR_3600_STD_89
G17,1,3,VMC_NDR_3600_NAR_3600_STD_89
G17,1,4,VMC_NDR_3600_NAR_3600_STD_89
G17,1,5,VMC_NDR_3600_NAR_3600_STD_89
G17,1,6,VMC_NDR_3600_NAR_3600_STD_89
G17,1,7,VMC_NDR_3600_NAR_3600_STD_89
G17,1,8,VMC_NDR_3600_NAR_3600_STD_89
G17,1,9,VMC_NDR_3600_NAR_3600_STD_89
G17,1,10,VMC_NDR_3600_NAR_3600_STD_89
G17,1,11,VMC_NDR_3600_NAR_3600_STD_89
G17,1,12,VMC_NDR_3600_NAR_3600_STD_89
G17,1,13,VMC_NDR_3600_NAR_3600_STD_89
G17,1,14,VMC_NDR_3600_NAR_3600_STD_89
G17,1,15,VMC_NDR_3600_NAR_3600_STD_89
G17,1,16,VMC_NDR_3600_NAR_3600_STD_89
G17,1,17,VMC_NDR_3600_NAR_3600_STD_89
G17,1,18,VMC_NDR_3600_NAR_3600_STD_89
G17,1,19,VMC_NDR_3600_NAR_3600_STD_89
G17,1,20,VMC_NDR_3600_NAR_3600_STD_89
G17,1,21,VMC_NDR_3600_NAR_3600_STD_89
G17,1,22,VMC_NDR_3600_NAR_3600_STD_89
G17,1,23,VMC_NDR_3600_NAR_3600_STD_89
G18,1,0,VMC_NDR_3600_NAR_3600_STD_89
G18,1,1,VMC_NDR_3600_NAR_3600_STD_89
G18,1,2,VMC_NDR_3600_NAR_3600_STD_89
G18,1,3,VMC_NDR_3600_NAR_3600_STD_89
G18,1,4,VMC_NDR_3600_NAR_3600_STD_89
G18,1,5,VMC_NDR_3600_NAR_3600_STD_89
G18,1,6,VMC_NDR_3600_NAR_3600_STD_89
G18,1,7,VMC_NDR_3600_NAR_3600_STD_89
G18,1,8,VMC_NDR_3600_NAR_3600_STD_89
G18,1,9,VMC_NDR_3600_NAR_3600_STD_89
G18,1,10,VMC_NDR_3600_NAR_3600_STD_89
G18,1,11,VMC_NDR_3600_NAR_3600_STD_89
G18,1,12,VMC_NDR_3600_NAR_3600_STD_89
G18,1,13,VMC_NDR_3600_NAR_3600_STD_89
G18,1,14,VMC_NDR_3600_NAR_3600_STD_89
G18,1,15,VMC_NDR_3600_NAR_3600_STD_89
G18,1,16,VMC_NDR_3600_NAR_3600_STD_89
G18,1,17,VMC_NDR_3600_NAR_3600_STD_89
G18,1,18,VMC_NDR_3600_NAR_3600_STD_89
G18,1,19,VMC_NDR_3600_NAR_3600_STD_89
G18,1,20,VMC_NDR_3600_NAR_3600_STD_89
G18,1,21,VMC_NDR_3600_NAR_3600_STD_89
G18,1,22,VMC_NDR_3600_NAR_3600_STD_89
G18,1,23,VMC_NDR_3600_NAR_3600_STD_89
G19,1,0,VMC_NDR_3600_NAR_3600_STD_89
G19,1,1,VMC_NDR_3600_NAR_3600_STD_89
G19,1,2,VMC_NDR_3600_NAR_3600_STD_89
G19,1,3,VMC_NDR_3600_NAR_3600_STD_89
G19,1,4,VMC_NDR_3600_NAR_3600_STD_89
